suite,case,config,status,note,rust_status
compiler,missingCloseParenStatements.ts,alwaysstrict=false,go-diff,,
compiler,missingCommaInTemplateStringsArray.ts,,go-diff,,
compiler,missingDiscriminants.ts,,go-diff,,
compiler,missingDiscriminants2.ts,,go-diff,,
compiler,missingDomElement_UsingDomLib.ts,,go-diff,,
compiler,missingDomElements.ts,,go-diff,,
compiler,missingFunctionImplementation.ts,,go-diff,,
compiler,missingFunctionImplementation2.ts,,go-diff,,
compiler,missingImportAfterModuleImport.ts,,go-diff,,
compiler,missingMemberErrorHasShortPath.ts,,skip-config,untranslatable: usecasesensitivefilenames,
compiler,missingPropertiesOfClassExpression.ts,,go-diff,,
compiler,missingRequiredDeclare.d.ts,,go-diff,,
compiler,missingReturnStatement.ts,,go-diff,,
compiler,missingReturnStatement1.ts,,go-diff,,
compiler,missingSelf.ts,,go-pass,,
compiler,missingSemicolonInModuleSpecifier.ts,,go-pass,,
compiler,missingTypeArguments1.ts,,go-diff,,
compiler,missingTypeArguments2.ts,,go-diff,,
compiler,missingTypeArguments3.ts,,go-pass,,
compiler,misspelledJsDocTypedefTags.ts,,go-diff,,
compiler,misspelledNewMetaProperty.ts,,go-diff,,
compiler,mixedExports.ts,,go-pass,,
compiler,mixedStaticAndInstanceClassMembers.ts,,go-diff,,
compiler,mixedTypeEnumComparison.ts,,go-pass,,
compiler,mixinIntersectionIsValidbaseType.ts,,go-pass,,
compiler,mixinOverMappedTypeNoCrash.ts,,go-pass,,
compiler,mixinPrivateAndProtected.ts,,go-diff,,
compiler,mixingApparentTypeOverrides.ts,,go-pass,,
compiler,mixingFunctionAndAmbientModule1.ts,,go-pass,,
compiler,mixingStaticAndInstanceOverloads.ts,,go-diff,,
compiler,modFunctionCrash.ts,,go-pass,,
compiler,modKeyword.ts,,go-pass,,
compiler,modifierOnParameter1.ts,,go-diff,,
compiler,modifierParenCast.ts,target=es5,go-pass,,
compiler,modifierParenCast.ts,target=es2015,go-pass,,
compiler,modifiersInObjectLiterals.ts,,go-diff,,
compiler,modifiersOnInterfaceIndexSignature1.ts,,go-diff,,
compiler,modularizeLibrary_Dom.asynciterable.ts,,go-pass,,
compiler,modularizeLibrary_Dom.iterable.ts,,go-pass,,
compiler,modularizeLibrary_ErrorFromUsingES6ArrayWithOnlyES6ArrayLib.ts,target=es5,go-pass,,
compiler,modularizeLibrary_ErrorFromUsingES6ArrayWithOnlyES6ArrayLib.ts,target=es2015,go-pass,,
compiler,modularizeLibrary_ErrorFromUsingES6FeaturesWithOnlyES5Lib.ts,,go-pass,,
compiler,modularizeLibrary_ErrorFromUsingWellknownSymbolWithOutES6WellknownSymbolLib.ts,,go-diff,,
compiler,modularizeLibrary_NoErrorDuplicateLibOptions1.ts,,go-diff,,
compiler,modularizeLibrary_NoErrorDuplicateLibOptions2.ts,,go-diff,,
compiler,modularizeLibrary_TargetES5UsingES6Lib.ts,,go-diff,,
compiler,modularizeLibrary_TargetES6UsingES6Lib.ts,,go-pass,,
compiler,modularizeLibrary_UsingES5LibAndES6ArrayLib.ts,target=es5,go-pass,,
compiler,modularizeLibrary_UsingES5LibAndES6ArrayLib.ts,target=es2015,go-pass,,
compiler,modularizeLibrary_UsingES5LibAndES6FeatureLibs.ts,,go-pass,,
compiler,modularizeLibrary_UsingES5LibES6ArrayLibES6WellknownSymbolLib.ts,,go-pass,,
compiler,modularizeLibrary_Worker.asynciterable.ts,,go-pass,,
compiler,modularizeLibrary_Worker.iterable.ts,,go-pass,,
compiler,moduleAliasAsFunctionArgument.ts,,go-pass,,
compiler,moduleAliasInterface.ts,,go-pass,,
compiler,moduleAndInterfaceSharingName.ts,,go-diff,,
compiler,moduleAndInterfaceSharingName2.ts,,go-diff,,
compiler,moduleAndInterfaceSharingName3.ts,,go-diff,,
compiler,moduleAndInterfaceSharingName4.ts,,go-pass,,
compiler,moduleAndInterfaceWithSameName.ts,,go-diff,,
compiler,moduleAsBaseType.ts,,go-diff,,
compiler,moduleAssignmentCompat1.ts,,go-diff,,
compiler,moduleAssignmentCompat2.ts,,go-diff,,
compiler,moduleAssignmentCompat3.ts,,go-diff,,
compiler,moduleAssignmentCompat4.ts,,go-diff,,
compiler,moduleAugmentationCollidingNamesInAugmentation1.ts,,go-pass,,
compiler,moduleAugmentationDeclarationEmit1.ts,,go-diff,,
compiler,moduleAugmentationDeclarationEmit2.ts,,go-diff,,
compiler,moduleAugmentationDisallowedExtensions.ts,,go-diff,,
compiler,moduleAugmentationDoesInterfaceMergeOfReexport.ts,,go-pass,,
compiler,moduleAugmentationDoesNamespaceEnumMergeOfReexport.ts,,go-pass,,
compiler,moduleAugmentationDoesNamespaceMergeOfReexport.ts,,go-pass,,
compiler,moduleAugmentationDuringSyntheticDefaultCheck.ts,,go-pass,,
compiler,moduleAugmentationEnumClassMergeOfReexportIsError.ts,,go-diff,,
compiler,moduleAugmentationExtendAmbientModule1.ts,,go-diff,,
compiler,moduleAugmentationExtendAmbientModule2.ts,,go-diff,,
compiler,moduleAugmentationExtendFileModule1.ts,,go-diff,,
compiler,moduleAugmentationExtendFileModule2.ts,,go-diff,,
compiler,moduleAugmentationGlobal1.ts,,go-diff,,
compiler,moduleAugmentationGlobal2.ts,,go-pass,,
compiler,moduleAugmentationGlobal3.ts,,go-pass,,
compiler,moduleAugmentationGlobal4.ts,,go-pass,,
compiler,moduleAugmentationGlobal5.ts,,go-pass,,
compiler,moduleAugmentationGlobal6.ts,,go-diff,,
compiler,moduleAugmentationGlobal6_1.ts,,go-diff,,
compiler,moduleAugmentationGlobal7.ts,,go-diff,,
compiler,moduleAugmentationGlobal7_1.ts,,go-diff,,
compiler,moduleAugmentationGlobal8.ts,target=es5,go-pass,,
compiler,moduleAugmentationGlobal8.ts,target=es2015,go-diff,,
compiler,moduleAugmentationGlobal8_1.ts,target=es5,go-pass,,
compiler,moduleAugmentationGlobal8_1.ts,target=es2015,go-diff,,
compiler,moduleAugmentationImportsAndExports1.ts,,go-diff,,
compiler,moduleAugmentationImportsAndExports2.ts,,go-diff,,
compiler,moduleAugmentationImportsAndExports3.ts,,go-diff,,
compiler,moduleAugmentationImportsAndExports4.ts,,go-diff,,
compiler,moduleAugmentationImportsAndExports5.ts,,go-diff,,
compiler,moduleAugmentationImportsAndExports6.ts,,go-diff,,
compiler,moduleAugmentationInAmbientModule1.ts,,go-diff,,
compiler,moduleAugmentationInAmbientModule2.ts,,go-diff,,
compiler,moduleAugmentationInAmbientModule3.ts,,go-diff,,
compiler,moduleAugmentationInAmbientModule4.ts,,go-diff,,
compiler,moduleAugmentationInAmbientModule5.ts,,go-pass,,
compiler,moduleAugmentationInDependency.ts,,go-pass,,
compiler,moduleAugmentationInDependency2.ts,,go-diff,,
compiler,moduleAugmentationNoNewNames.ts,,go-diff,,
compiler,moduleAugmentationOfAlias.ts,,go-pass,,
compiler,moduleAugmentationWithNonExistentNamedImport.ts,,go-diff,,
compiler,moduleAugmentationsBundledOutput1.ts,target=es5,go-pass,,
compiler,moduleAugmentationsBundledOutput1.ts,target=es2015,go-pass,,
compiler,moduleAugmentationsImports1.ts,,go-pass,,
compiler,moduleAugmentationsImports2.ts,,go-pass,,
compiler,moduleAugmentationsImports3.ts,,go-pass,,
compiler,moduleAugmentationsImports4.ts,,go-pass,,
compiler,moduleClassArrayCodeGenTest.ts,,go-diff,,
compiler,moduleCodeGenTest3.ts,,go-pass,,
compiler,moduleCodeGenTest5.ts,,go-pass,,
compiler,moduleCodegenTest4.ts,,go-pass,,
compiler,moduleCrashBug1.ts,,go-diff,,
compiler,moduleDeclarationExportStarShadowingGlobalIsNameable.ts,,go-pass,,
compiler,moduleDetectionIsolatedModulesCjsFileScope.ts,,go-pass,,
compiler,moduleDuplicateIdentifiers.ts,,go-diff,,
compiler,moduleElementsInWrongContext.ts,,go-diff,,
compiler,moduleElementsInWrongContext2.ts,,go-diff,,
compiler,moduleElementsInWrongContext3.ts,,go-diff,,
compiler,moduleExportNonStructured.ts,,go-diff,,
compiler,moduleExports1.ts,,go-diff,,
compiler,moduleExportsTypeNoExcessPropertyCheckFromContainedLiteral.ts,,go-pass,,
compiler,moduleExportsUnaryExpression.ts,,go-pass,,
compiler,moduleIdentifiers.ts,,go-pass,,
compiler,moduleImport.ts,,go-diff,,
compiler,moduleImportedForTypeArgumentPosition.ts,,go-pass,,
compiler,moduleInTypePosition1.ts,,go-diff,,
compiler,moduleKeywordDeprecated.ts,,go-diff,,
compiler,moduleKeywordRepeatError.ts,,go-diff,,
compiler,moduleLocalImportNotIncorrectlyRedirected.ts,,go-pass,,
compiler,moduleMemberMissingErrorIsRelative.ts,,go-diff,,
compiler,moduleMemberWithoutTypeAnnotation1.ts,,go-diff,,
compiler,moduleMemberWithoutTypeAnnotation2.ts,,go-pass,,
compiler,moduleMerge.ts,,go-pass,,
compiler,moduleMergeConstructor.ts,,go-pass,,
compiler,moduleNewExportBug.ts,,go-diff,,
compiler,moduleNoEmit.ts,,go-pass,,
compiler,moduleNodeDefaultImports.ts,module=node16,go-diff,,
compiler,moduleNodeDefaultImports.ts,module=node18,go-diff,,
compiler,moduleNodeDefaultImports.ts,module=node20,go-diff,,
compiler,moduleNodeDefaultImports.ts,module=nodenext,go-diff,,
compiler,moduleNodeImportRequireEmit.ts,target=es5,go-pass,,
compiler,moduleNodeImportRequireEmit.ts,target=es2016,go-pass,,
compiler,moduleNodeImportRequireEmit.ts,target=es2020,go-pass,,
compiler,moduleNodeImportRequireEmit.ts,target=esnext,go-pass,,
compiler,moduleOuterQualification.ts,,go-pass,,
compiler,modulePreserve1.ts,,go-pass,,
compiler,modulePreserve2.ts,,go-pass,,
compiler,modulePreserve3.ts,,skip-config,untranslatable: notypesandsymbols,
compiler,modulePreserve4.ts,,go-diff,,
compiler,modulePreserve5.ts,,skip-config,untranslatable: notypesandsymbols,
compiler,modulePreserveImportHelpers.ts,,go-pass,,
compiler,modulePreserveTopLevelAwait1.ts,target=es2016,go-diff,,
compiler,modulePreserveTopLevelAwait1.ts,target=esnext,go-pass,,
compiler,modulePrologueAMD.ts,,go-pass,,
compiler,modulePrologueCommonjs.ts,,go-pass,,
compiler,modulePrologueES6.ts,,go-pass,,
compiler,modulePrologueSystem.ts,,go-pass,,
compiler,modulePrologueUmd.ts,,go-pass,,
compiler,moduleProperty1.ts,,go-diff,,
compiler,moduleProperty2.ts,,go-diff,,
compiler,moduleRedifinitionErrors.ts,,go-pass,,
compiler,moduleReopenedTypeOtherBlock.ts,,go-diff,,
compiler,moduleReopenedTypeSameBlock.ts,,go-diff,,
compiler,moduleResolutionAsTypeReferenceDirective.ts,,go-diff,,
compiler,moduleResolutionAsTypeReferenceDirectiveAmbient.ts,,go-diff,,
compiler,moduleResolutionAsTypeReferenceDirectiveScoped.ts,,go-diff,,
compiler,moduleResolutionNoResolve.ts,,go-pass,,
compiler,moduleResolutionNoTsCJS.ts,,go-diff,,
compiler,moduleResolutionNoTsESM.ts,,go-diff,,
compiler,moduleResolutionPackageIdWithRelativeAndAbsolutePath.ts,,skip-config,untranslatable: fullemitpaths,
compiler,moduleResolutionWithExtensions_notSupported.ts,,go-diff,,
compiler,moduleResolutionWithExtensions_notSupported2.ts,,go-diff,,
compiler,moduleResolutionWithExtensions_notSupported3.ts,,go-diff,,
compiler,moduleResolutionWithExtensions_unexpected.ts,,go-diff,,
compiler,moduleResolutionWithExtensions_unexpected2.ts,,go-diff,,
compiler,moduleResolutionWithExtensions_withAmbientPresent.ts,,go-pass,,
compiler,moduleResolutionWithExtensions_withPaths.ts,,go-pass,p-mode+overlay-approx,
compiler,moduleResolutionWithModule.ts,"module=commonjs,moduleresolution=node16",go-diff,,
compiler,moduleResolutionWithModule.ts,"module=node16,moduleresolution=node16",go-diff,,
compiler,moduleResolutionWithModule.ts,"module=node18,moduleresolution=node16",go-diff,,
compiler,moduleResolutionWithModule.ts,"module=node20,moduleresolution=node16",go-pass,,
compiler,moduleResolutionWithModule.ts,"module=nodenext,moduleresolution=node16",go-pass,,
compiler,moduleResolutionWithModule.ts,"module=commonjs,moduleresolution=nodenext",go-diff,,
compiler,moduleResolutionWithModule.ts,"module=node16,moduleresolution=nodenext",go-diff,,
compiler,moduleResolutionWithModule.ts,"module=node18,moduleresolution=nodenext",go-diff,,
compiler,moduleResolutionWithModule.ts,"module=node20,moduleresolution=nodenext",go-pass,,
compiler,moduleResolutionWithModule.ts,"module=nodenext,moduleresolution=nodenext",go-pass,,
compiler,moduleResolutionWithRequire.ts,,go-pass,,
compiler,moduleResolutionWithRequireAndImport.ts,,go-pass,,
compiler,moduleResolutionWithSuffixes_empty.ts,,go-pass,p-mode+overlay-approx,
compiler,moduleResolutionWithSuffixes_notSpecified.ts,,go-pass,p-mode+overlay-approx,
compiler,moduleResolutionWithSuffixes_one.ts,,go-pass,p-mode+overlay-approx,
compiler,moduleResolutionWithSuffixes_oneBlank.ts,,go-pass,p-mode+overlay-approx,
compiler,moduleResolutionWithSuffixes_oneNotFound.ts,,go-pass,p-mode+overlay-approx,
compiler,moduleResolutionWithSuffixes_one_dirModuleWithIndex.ts,,go-pass,p-mode+overlay-approx,
compiler,moduleResolutionWithSuffixes_one_externalModule.ts,,skip-config,untranslatable: fullemitpaths,
compiler,moduleResolutionWithSuffixes_one_externalModulePath.ts,,skip-config,untranslatable: fullemitpaths,
compiler,moduleResolutionWithSuffixes_one_externalModule_withPaths.ts,,skip-config,untranslatable: fullemitpaths,
compiler,moduleResolutionWithSuffixes_one_externalTSModule.ts,,skip-config,untranslatable: fullemitpaths,
compiler,moduleResolutionWithSuffixes_one_jsModule.ts,,skip-config,untranslatable: fullemitpaths,
compiler,moduleResolutionWithSuffixes_one_jsonModule.ts,,skip-config,untranslatable: fullemitpaths,
compiler,moduleResolutionWithSuffixes_threeLastIsBlank1.ts,,go-pass,p-mode+overlay-approx,
compiler,moduleResolutionWithSuffixes_threeLastIsBlank2.ts,,go-pass,p-mode+overlay-approx,
compiler,moduleResolutionWithSuffixes_threeLastIsBlank3.ts,,go-pass,p-mode+overlay-approx,
compiler,moduleResolutionWithSuffixes_threeLastIsBlank4.ts,,go-pass,p-mode+overlay-approx,
skip-case,compiler,moduleResolutionWithSymlinks.ts,,symlink case,
skip-case,compiler,moduleResolutionWithSymlinks_notInNodeModules.ts,,symlink case,
skip-case,compiler,moduleResolutionWithSymlinks_preserveSymlinks.ts,,symlink case,
skip-case,compiler,moduleResolutionWithSymlinks_referenceTypes.ts,,symlink case,
skip-case,compiler,moduleResolutionWithSymlinks_withOutDir.ts,,symlink case,
compiler,moduleResolution_automaticTypeDirectiveNames.ts,,go-diff,,
compiler,moduleResolution_classicPrefersTs.ts,,go-pass,,
compiler,moduleResolution_explicitNodeModulesImport.ts,,go-pass,,
compiler,moduleResolution_explicitNodeModulesImport_implicitAny.ts,,go-diff,,
compiler,moduleResolution_noLeadingDot.ts,,go-diff,,
compiler,moduleResolution_packageJson_notAtPackageRoot.ts,,go-pass,,
compiler,moduleResolution_packageJson_notAtPackageRoot_fakeScopedPackage.ts,,go-pass,,
compiler,moduleResolution_packageJson_scopedPackage.ts,,go-pass,,
compiler,moduleResolution_packageJson_yesAtPackageRoot.ts,,go-diff,,
compiler,moduleResolution_packageJson_yesAtPackageRoot_fakeScopedPackage.ts,,go-diff,,
compiler,moduleResolution_packageJson_yesAtPackageRoot_mainFieldInSubDirectory.ts,,go-pass,,
compiler,moduleResolution_relativeImportJsFile.ts,,go-diff,,
compiler,moduleResolution_relativeImportJsFile_noImplicitAny.ts,,go-diff,,
compiler,moduleSameValueDuplicateExportedBindings1.ts,,go-pass,,
compiler,moduleSameValueDuplicateExportedBindings2.ts,,go-pass,,
compiler,moduleScopingBug.ts,,go-pass,,
compiler,moduleSharesNameWithImportDeclarationInsideIt.ts,,go-pass,,
compiler,moduleSharesNameWithImportDeclarationInsideIt2.ts,,go-pass,,
compiler,moduleSharesNameWithImportDeclarationInsideIt3.ts,,go-diff,,
compiler,moduleSharesNameWithImportDeclarationInsideIt4.ts,,go-pass,,
compiler,moduleSharesNameWithImportDeclarationInsideIt5.ts,,go-diff,,
compiler,moduleSharesNameWithImportDeclarationInsideIt6.ts,,go-pass,,
compiler,moduleSymbolMerging.ts,,go-diff,,
compiler,moduleUnassignedVariable.ts,,go-pass,,
compiler,moduleVariableArrayIndexer.ts,,go-diff,,
compiler,moduleVariables.ts,,go-pass,,
compiler,moduleVisibilityTest1.ts,,go-pass,,
compiler,moduleVisibilityTest2.ts,,go-diff,,
compiler,moduleVisibilityTest3.ts,,go-diff,,
compiler,moduleVisibilityTest4.ts,,go-diff,,
compiler,moduleWithNoValuesAsType.ts,,go-diff,,
compiler,moduleWithTryStatement1.ts,,go-pass,,
compiler,moduleWithValuesAsType.ts,,go-diff,,
compiler,module_augmentExistingAmbientVariable.ts,,go-diff,,
compiler,module_augmentExistingVariable.ts,,go-diff,,
compiler,module_augmentUninstantiatedModule.ts,,go-pass,,
compiler,module_augmentUninstantiatedModule2.ts,,go-pass,,
compiler,moduledecl.ts,target=es5,go-pass,,
compiler,moduledecl.ts,target=es2015,go-pass,,
compiler,multiCallOverloads.ts,,go-pass,,
compiler,multiExtendsSplitInterfaces1.ts,,go-pass,,
compiler,multiExtendsSplitInterfaces2.ts,,go-diff,,
compiler,multiImportExport.ts,,go-pass,,
compiler,multiLineContextDiagnosticWithPretty.ts,,go-pass,,
compiler,multiLineErrors.ts,,go-diff,,
compiler,multiLinePropertyAccessAndArrowFunctionIndent1.ts,,go-diff,,
compiler,multiModuleClodule1.ts,,go-pass,,
compiler,multiModuleFundule1.ts,,go-pass,,
compiler,multiSignatureTypeInference.ts,,go-pass,,
compiler,multipleBaseInterfaesWithIncompatibleProperties.ts,,go-diff,,
compiler,multipleBaseInterfaesWithIncompatibleProperties2.ts,exactoptionalpropertytypes=true,go-diff,,
compiler,multipleBaseInterfaesWithIncompatibleProperties2.ts,exactoptionalpropertytypes=false,go-pass,,
compiler,multipleClassPropertyModifiers.ts,,go-diff,,
compiler,multipleClassPropertyModifiersErrors.ts,,go-diff,,
compiler,multipleExportAssignments.ts,,go-diff,,
compiler,multipleExportAssignmentsInAmbientDeclaration.ts,,go-diff,,
compiler,multipleExports.ts,,go-diff,,
compiler,multipleInferenceContexts.ts,,go-pass,,
compiler,multipleInheritance.ts,,go-diff,,
compiler,multivar.ts,,go-diff,,
compiler,mutrec.ts,,go-diff,,
compiler,mutuallyRecursiveCallbacks.ts,,go-diff,,
compiler,mutuallyRecursiveGenericBaseTypes1.ts,,go-diff,,
compiler,mutuallyRecursiveGenericBaseTypes2.ts,,go-diff,,
compiler,mutuallyRecursiveInference.ts,,go-diff,,
compiler,mutuallyRecursiveInterfaceDeclaration.ts,,go-pass,,
compiler,nameCollisionWithBlockScopedVariable1.ts,,go-pass,,
compiler,nameCollisions.ts,,go-diff,,
compiler,nameCollisionsInPropertyAssignments.ts,,go-pass,,
compiler,namedFunctionExpressionAssignedToClassProperty.ts,,go-pass,,
compiler,namedFunctionExpressionCall.ts,,go-pass,,
compiler,namedFunctionExpressionCallErrors.ts,,go-diff,,
compiler,namedFunctionExpressionInModule.ts,,go-pass,,
compiler,namedImportNonExistentName.ts,,go-diff,,
compiler,namespaceDisambiguationInUnion.ts,,go-diff,,
compiler,namespaceMergedWithFunctionWithOverloadsUsage.ts,,go-diff,,
compiler,namespaceMergedWithImportAliasNoCrash.ts,,go-diff,,
compiler,namespaceNotMergedWithFunctionDefaultExport.ts,,go-diff,,
compiler,namespaces1.ts,,go-pass,,
compiler,namespaces2.ts,,go-pass,,
compiler,namespacesDeclaration1.ts,,go-pass,,
compiler,namespacesDeclaration2.ts,,go-diff,,
compiler,namespacesWithTypeAliasOnlyExportsMerge.ts,,go-pass,,
compiler,nanEquality.ts,,go-diff,,
compiler,narrowByBooleanComparison.ts,,go-pass,,
compiler,narrowByClauseExpressionInSwitchTrue1.ts,,go-pass,,
compiler,narrowByClauseExpressionInSwitchTrue10.ts,,go-pass,,
compiler,narrowByClauseExpressionInSwitchTrue2.ts,,go-pass,,
compiler,narrowByClauseExpressionInSwitchTrue3.ts,,go-diff,,
compiler,narrowByClauseExpressionInSwitchTrue4.ts,,go-pass,,
compiler,narrowByClauseExpressionInSwitchTrue5.ts,,go-pass,,
compiler,narrowByClauseExpressionInSwitchTrue6.ts,,go-diff,,
compiler,narrowByClauseExpressionInSwitchTrue7.ts,,go-diff,,
compiler,narrowByClauseExpressionInSwitchTrue8.ts,,go-pass,,
compiler,narrowByClauseExpressionInSwitchTrue9.ts,,go-pass,,
compiler,narrowByEquality.ts,,go-diff,,
compiler,narrowByInstanceof.ts,,go-pass,,
compiler,narrowByParenthesizedSwitchExpression.ts,,go-pass,,
compiler,narrowBySwitchDiscriminantUndefinedCase1.ts,"exactoptionalpropertytypes=true,nouncheckedindexedaccess=true",go-pass,,
compiler,narrowBySwitchDiscriminantUndefinedCase1.ts,"exactoptionalpropertytypes=true,nouncheckedindexedaccess=false",go-pass,,
compiler,narrowBySwitchDiscriminantUndefinedCase1.ts,"exactoptionalpropertytypes=false,nouncheckedindexedaccess=true",go-pass,,
compiler,narrowBySwitchDiscriminantUndefinedCase1.ts,"exactoptionalpropertytypes=false,nouncheckedindexedaccess=false",go-pass,,
compiler,narrowCommaOperatorNestedWithinLHS.ts,,go-pass,,
compiler,narrowRefinedConstLikeParameterBIndingElementNameInInnerScope.ts,,go-pass,,
compiler,narrowSwitchOptionalChainContainmentEvolvingArrayNoCrash1.ts,,go-diff,,
compiler,narrowTypeByInstanceof.ts,,go-diff,,
compiler,narrowUnknownByTypePredicate.ts,,go-pass,,
compiler,narrowUnknownByTypeofObject.ts,,go-pass,,
compiler,narrowedConstInMethod.ts,,go-pass,,
compiler,narrowedImports.ts,,go-pass,,
compiler,narrowedImports_assumeInitialized.ts,,go-pass,,
compiler,narrowingAssignmentReadonlyRespectsAssertion.ts,,go-pass,,
compiler,narrowingByDiscriminantInLoop.ts,,go-pass,,
compiler,narrowingByTypeofInSwitch.ts,,go-pass,,
compiler,narrowingConstrainedTypeParameter.ts,,go-pass,,
compiler,narrowingDestructuring.ts,,go-pass,,
compiler,narrowingInCaseClauseAfterCaseClauseWithReturn.ts,,go-pass,,
compiler,narrowingIntersection.ts,,go-pass,,
compiler,narrowingMutualSubtypes.ts,,go-diff,,
compiler,narrowingNoInfer1.ts,,go-pass,,
compiler,narrowingOfDottedNames.ts,,go-diff,,
compiler,narrowingOfQualifiedNames.ts,,go-diff,,
compiler,narrowingOrderIndependent.ts,,go-pass,,
compiler,narrowingPastLastAssignment.ts,,go-diff,,
compiler,narrowingPastLastAssignmentInModule.ts,,go-pass,,
compiler,narrowingPlainJsNoCrash1.ts,,go-pass,,
compiler,narrowingRestGenericCall.ts,,go-pass,,
compiler,narrowingTruthyObject.ts,,go-diff,,
compiler,narrowingTypeofDiscriminant.ts,,go-pass,,
compiler,narrowingTypeofFunction.ts,,go-pass,,
compiler,narrowingTypeofObject.ts,,go-pass,,
compiler,narrowingTypeofParenthesized1.ts,,go-pass,,
compiler,narrowingTypeofUndefined1.ts,,go-pass,,
compiler,narrowingTypeofUndefined2.ts,,go-pass,,
compiler,narrowingUnionToNeverAssigment.ts,,go-diff,,
compiler,narrowingUnionToUnion.ts,,go-pass,,
compiler,narrowingUnionWithBang.ts,,go-pass,,
compiler,narrowingWithNonNullExpression.ts,,go-pass,,
compiler,nativeToBoxedTypes.ts,,go-diff,,
compiler,nearbyIdenticalGenericLambdasAssignable.ts,,go-pass,,
compiler,negativeZero.ts,,go-pass,,
compiler,nestedBlockScopedBindings1.ts,,go-pass,,
compiler,nestedBlockScopedBindings10.ts,,go-pass,,
compiler,nestedBlockScopedBindings11.ts,,go-pass,,
compiler,nestedBlockScopedBindings12.ts,,go-pass,,
compiler,nestedBlockScopedBindings13.ts,,go-pass,,
compiler,nestedBlockScopedBindings14.ts,,go-pass,,
compiler,nestedBlockScopedBindings15.ts,,go-pass,,
compiler,nestedBlockScopedBindings16.ts,,go-pass,,
compiler,nestedBlockScopedBindings2.ts,,go-pass,,
compiler,nestedBlockScopedBindings3.ts,,go-pass,,
compiler,nestedBlockScopedBindings4.ts,,go-pass,,
compiler,nestedBlockScopedBindings5.ts,,go-pass,,
compiler,nestedBlockScopedBindings6.ts,,go-pass,,
compiler,nestedBlockScopedBindings7.ts,,go-pass,,
compiler,nestedBlockScopedBindings8.ts,,go-pass,,
compiler,nestedBlockScopedBindings9.ts,,go-pass,,
compiler,nestedCallbackErrorNotFlattened.ts,,go-diff,,
compiler,nestedExcessPropertyChecking.ts,,go-diff,,
compiler,nestedFreshLiteral.ts,,go-diff,,
compiler,nestedGenericConditionalTypeWithGenericImportType.ts,,go-pass,,
compiler,nestedGenericSpreadInference.ts,,go-pass,,
compiler,nestedGenerics.ts,,go-pass,,
compiler,nestedGlobalNamespaceInClass.ts,,go-diff,,
compiler,nestedHomomorphicMappedTypesWithArrayConstraint1.ts,,go-pass,,
compiler,nestedIfStatement.ts,,go-diff,,
compiler,nestedIndexer.ts,,go-pass,,
compiler,nestedInfinitelyExpandedRecursiveTypes.ts,,go-diff,,
compiler,nestedLoopTypeGuards.ts,,go-diff,,
compiler,nestedLoopWithOnlyInnerLetCaptured.ts,target=es5,go-pass,,
compiler,nestedLoopWithOnlyInnerLetCaptured.ts,target=es2015,go-pass,,
compiler,nestedLoops.ts,target=es5,go-pass,,
compiler,nestedLoops.ts,target=es2015,go-pass,,
compiler,nestedModulePrivateAccess.ts,,go-pass,,
compiler,nestedObjectRest.ts,,go-pass,,
compiler,nestedRecursiveArraysOrObjectsError01.ts,,go-diff,,
compiler,nestedRecursiveLambda.ts,,go-pass,,
compiler,nestedRedeclarationInES6AMD.ts,,go-pass,,
compiler,nestedSelf.ts,,go-pass,,
compiler,nestedSuperCallEmit.ts,target=es5,skip-config,untranslatable: notypesandsymbols,
compiler,nestedSuperCallEmit.ts,target=es2015,skip-config,untranslatable: notypesandsymbols,
compiler,nestedThisContainer.ts,,go-pass,,
compiler,nestedTypeVariableInfersLiteral.ts,,go-pass,,
compiler,nestedUnaryExpressionHang.ts,,go-diff,,
compiler,neverAsDiscriminantType.ts,strict=true,go-pass,,
compiler,neverAsDiscriminantType.ts,strict=false,go-pass,,
compiler,neverNullishThroughParentheses.ts,,go-diff,,
compiler,newAbstractInstance.ts,,go-diff,,
compiler,newAbstractInstance2.ts,,go-diff,,
compiler,newArrays.ts,,go-diff,,
compiler,newExpressionWithCast.ts,,go-diff,,
compiler,newExpressionWithTypeParameterConstrainedToOuterTypeParameter.ts,,go-diff,,
compiler,newFunctionImplicitAny.ts,,go-diff,,
compiler,newLexicalEnvironmentForConvertedLoop.ts,target=es5,go-pass,,
compiler,newLexicalEnvironmentForConvertedLoop.ts,target=es2015,go-pass,,
compiler,newLineFlagWithCRLF.ts,,go-pass,,
compiler,newLineFlagWithLF.ts,,go-pass,,
compiler,newLineInTypeofInstantiation.ts,,go-pass,,
compiler,newMap.ts,,go-diff,,
compiler,newMissingIdentifier.ts,,go-diff,,
compiler,newNamesInGlobalAugmentations1.ts,,go-pass,,
compiler,newNonReferenceType.ts,,go-diff,,
compiler,newOnInstanceSymbol.ts,,go-diff,,
compiler,newOperator.ts,,go-diff,,
compiler,noAsConstNameLookup.ts,,go-pass,,
compiler,noBundledEmitFromNodeModules.ts,,go-pass,,
compiler,noCatchBlock.ts,,go-pass,,
compiler,noCheckDoesNotReportError.ts,,go-pass,,
compiler,noCheckNoEmit.ts,,go-pass,,
compiler,noCheckRequiresEmitDeclarationOnly.ts,,go-pass,,
compiler,noCircularDefinitionOnExportOfPrivateInMergedNamespace.ts,,go-pass,,
compiler,noCircularitySelfReferentialGetter1.ts,,go-pass,,
