suite,case,config,status,note,rust_status
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInRegularExpressions14.ts,,go-diff,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInRegularExpressions15.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInRegularExpressions16.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInRegularExpressions17.ts,,go-diff,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInRegularExpressions18.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInRegularExpressions19.ts,,go-diff,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings01.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings02.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings03.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings04.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings05.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings06.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings07.ts,,go-diff,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings08.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings09.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings10.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings11.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings12.ts,,go-diff,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings13.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings14.ts,,go-diff,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings15.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings16.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings17.ts,,go-diff,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings18.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings19.ts,,go-diff,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings20.ts,,go-diff,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings21.ts,,go-diff,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings22.ts,,go-diff,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings23.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings24.ts,,go-diff,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings25.ts,,go-diff,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates01.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates02.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates03.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates04.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates05.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates06.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates07.ts,,go-diff,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates08.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates09.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates10.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates11.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates12.ts,,go-diff,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates13.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates14.ts,,go-diff,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates15.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates16.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates17.ts,,go-diff,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates18.ts,,go-pass,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates19.ts,,go-diff,,
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates20.ts,,go-pass,,
conformance,es6/newTarget/invalidNewTarget.es5.ts,target=es5,go-pass,,
conformance,es6/newTarget/invalidNewTarget.es5.ts,target=es2015,go-diff,,
conformance,es6/newTarget/invalidNewTarget.es6.ts,,go-diff,,
conformance,es6/newTarget/newTarget.es5.ts,target=es5,go-pass,,
conformance,es6/newTarget/newTarget.es5.ts,target=es2015,go-pass,,
conformance,es6/newTarget/newTarget.es6.ts,,go-pass,,
conformance,es6/newTarget/newTargetNarrowing.ts,,go-pass,,
conformance,es6/destructuring/arrayAssignmentPatternWithAny.ts,,go-pass,,
conformance,es6/destructuring/declarationInAmbientContext.ts,,go-pass,,
conformance,es6/destructuring/declarationWithNoInitializer.ts,,go-diff,,
conformance,es6/destructuring/declarationsAndAssignments.ts,,go-diff,,
conformance,es6/destructuring/destructuringArrayBindingPatternAndAssignment1ES5.ts,,go-diff,,
conformance,es6/destructuring/destructuringArrayBindingPatternAndAssignment1ES5iterable.ts,,go-pass,,
conformance,es6/destructuring/destructuringArrayBindingPatternAndAssignment1ES6.ts,,go-diff,,
conformance,es6/destructuring/destructuringArrayBindingPatternAndAssignment2.ts,,go-diff,,
conformance,es6/destructuring/destructuringArrayBindingPatternAndAssignment3.ts,,go-diff,,
conformance,es6/destructuring/destructuringArrayBindingPatternAndAssignment4.ts,target=es5,go-pass,,
conformance,es6/destructuring/destructuringArrayBindingPatternAndAssignment4.ts,target=es2015,go-pass,,
conformance,es6/destructuring/destructuringArrayBindingPatternAndAssignment5SiblingInitializer.ts,,go-pass,,
conformance,es6/destructuring/destructuringAssignabilityCheck.ts,,go-diff,,
conformance,es6/destructuring/destructuringCatch.ts,,go-pass,,
conformance,es6/destructuring/destructuringControlFlow.ts,,go-diff,,
conformance,es6/destructuring/destructuringEvaluationOrder.ts,target=es5,skip-config,untranslatable: notypesandsymbols,
conformance,es6/destructuring/destructuringEvaluationOrder.ts,target=es2015,skip-config,untranslatable: notypesandsymbols,
conformance,es6/destructuring/destructuringInFunctionType.ts,,go-diff,,
conformance,es6/destructuring/destructuringObjectAssignmentPatternWithNestedSpread.ts,target=es5,skip-config,untranslatable: notypesandsymbols,
conformance,es6/destructuring/destructuringObjectAssignmentPatternWithNestedSpread.ts,target=es2015,skip-config,untranslatable: notypesandsymbols,
conformance,es6/destructuring/destructuringObjectAssignmentPatternWithNestedSpread.ts,target=es2018,skip-config,untranslatable: notypesandsymbols,
conformance,es6/destructuring/destructuringObjectBindingPatternAndAssignment1ES5.ts,,go-diff,,
conformance,es6/destructuring/destructuringObjectBindingPatternAndAssignment1ES6.ts,,go-diff,,
conformance,es6/destructuring/destructuringObjectBindingPatternAndAssignment3.ts,,go-diff,,
conformance,es6/destructuring/destructuringObjectBindingPatternAndAssignment4.ts,,go-diff,,
conformance,es6/destructuring/destructuringObjectBindingPatternAndAssignment5.ts,,go-pass,,
conformance,es6/destructuring/destructuringObjectBindingPatternAndAssignment6.ts,target=es5,go-pass,,
conformance,es6/destructuring/destructuringObjectBindingPatternAndAssignment6.ts,target=esnext,go-pass,,
conformance,es6/destructuring/destructuringObjectBindingPatternAndAssignment7.ts,target=es5,go-pass,,
conformance,es6/destructuring/destructuringObjectBindingPatternAndAssignment7.ts,target=esnext,go-pass,,
conformance,es6/destructuring/destructuringObjectBindingPatternAndAssignment8.ts,target=es5,go-pass,,
conformance,es6/destructuring/destructuringObjectBindingPatternAndAssignment8.ts,target=esnext,go-pass,,
conformance,es6/destructuring/destructuringObjectBindingPatternAndAssignment9SiblingInitializer.ts,,go-pass,,
conformance,es6/destructuring/destructuringParameterDeclaration10.ts,strict=true,go-pass,,
conformance,es6/destructuring/destructuringParameterDeclaration10.ts,strict=false,go-pass,,
conformance,es6/destructuring/destructuringParameterDeclaration1ES5.ts,,go-diff,,
conformance,es6/destructuring/destructuringParameterDeclaration1ES5iterable.ts,,go-pass,,
conformance,es6/destructuring/destructuringParameterDeclaration1ES6.ts,,go-diff,,
conformance,es6/destructuring/destructuringParameterDeclaration2.ts,,go-diff,,
conformance,es6/destructuring/destructuringParameterDeclaration3ES5.ts,,go-diff,,
conformance,es6/destructuring/destructuringParameterDeclaration3ES5iterable.ts,,go-pass,,
conformance,es6/destructuring/destructuringParameterDeclaration3ES6.ts,,go-diff,,
conformance,es6/destructuring/destructuringParameterDeclaration4.ts,,go-diff,,
conformance,es6/destructuring/destructuringParameterDeclaration5.ts,,go-diff,,
conformance,es6/destructuring/destructuringParameterDeclaration6.ts,,go-diff,,
conformance,es6/destructuring/destructuringParameterDeclaration7ES5.ts,,go-pass,,
conformance,es6/destructuring/destructuringParameterDeclaration7ES5iterable.ts,,go-pass,,
conformance,es6/destructuring/destructuringParameterDeclaration8.ts,,go-diff,,
conformance,es6/destructuring/destructuringParameterDeclaration9.ts,strict=true,go-diff,,
conformance,es6/destructuring/destructuringParameterDeclaration9.ts,strict=false,go-pass,,
conformance,es6/destructuring/destructuringParameterProperties1.ts,,go-diff,,
conformance,es6/destructuring/destructuringParameterProperties2.ts,,go-diff,,
conformance,es6/destructuring/destructuringParameterProperties3.ts,,go-diff,,
conformance,es6/destructuring/destructuringParameterProperties4.ts,,go-diff,,
conformance,es6/destructuring/destructuringParameterProperties5.ts,,go-diff,,
conformance,es6/destructuring/destructuringReassignsRightHandSide.ts,target=es5,go-pass,,
conformance,es6/destructuring/destructuringReassignsRightHandSide.ts,target=es2015,go-pass,,
conformance,es6/destructuring/destructuringSameNames.ts,,go-diff,,
conformance,es6/destructuring/destructuringSpread.ts,,go-diff,,
conformance,es6/destructuring/destructuringTypeAssertionsES5_1.ts,target=es5,go-pass,,
conformance,es6/destructuring/destructuringTypeAssertionsES5_1.ts,target=es2015,go-diff,,
conformance,es6/destructuring/destructuringTypeAssertionsES5_2.ts,target=es5,go-pass,,
conformance,es6/destructuring/destructuringTypeAssertionsES5_2.ts,target=es2015,go-diff,,
conformance,es6/destructuring/destructuringTypeAssertionsES5_3.ts,target=es5,go-pass,,
conformance,es6/destructuring/destructuringTypeAssertionsES5_3.ts,target=es2015,go-diff,,
conformance,es6/destructuring/destructuringTypeAssertionsES5_4.ts,target=es5,go-pass,,
conformance,es6/destructuring/destructuringTypeAssertionsES5_4.ts,target=es2015,go-diff,,
conformance,es6/destructuring/destructuringTypeAssertionsES5_5.ts,target=es5,go-pass,,
conformance,es6/destructuring/destructuringTypeAssertionsES5_5.ts,target=es2015,go-pass,,
conformance,es6/destructuring/destructuringTypeAssertionsES5_6.ts,target=es5,go-pass,,
conformance,es6/destructuring/destructuringTypeAssertionsES5_6.ts,target=es2015,go-diff,,
conformance,es6/destructuring/destructuringTypeAssertionsES5_7.ts,target=es5,go-pass,,
conformance,es6/destructuring/destructuringTypeAssertionsES5_7.ts,target=es2015,go-diff,,
conformance,es6/destructuring/destructuringVariableDeclaration1ES5.ts,,go-diff,,
conformance,es6/destructuring/destructuringVariableDeclaration1ES5iterable.ts,,go-pass,,
conformance,es6/destructuring/destructuringVariableDeclaration1ES6.ts,,go-diff,,
conformance,es6/destructuring/destructuringVariableDeclaration2.ts,,go-diff,,
conformance,es6/destructuring/destructuringVoid.ts,,go-pass,,
conformance,es6/destructuring/destructuringVoidStrictNullChecks.ts,,go-diff,,
conformance,es6/destructuring/destructuringWithLiteralInitializers.ts,,go-pass,,
conformance,es6/destructuring/destructuringWithLiteralInitializers2.ts,,go-diff,,
conformance,es6/destructuring/emptyArrayBindingPatternParameter01.ts,,go-pass,,
conformance,es6/destructuring/emptyArrayBindingPatternParameter02.ts,,go-pass,,
conformance,es6/destructuring/emptyArrayBindingPatternParameter03.ts,,go-pass,,
conformance,es6/destructuring/emptyArrayBindingPatternParameter04.ts,,go-pass,,
conformance,es6/destructuring/emptyAssignmentPatterns01_ES5.ts,target=es5,go-pass,,
conformance,es6/destructuring/emptyAssignmentPatterns01_ES5.ts,target=es2015,go-pass,,
conformance,es6/destructuring/emptyAssignmentPatterns01_ES5iterable.ts,target=es5,go-pass,,
conformance,es6/destructuring/emptyAssignmentPatterns01_ES5iterable.ts,target=es2015,go-pass,,
conformance,es6/destructuring/emptyAssignmentPatterns01_ES6.ts,,go-pass,,
conformance,es6/destructuring/emptyAssignmentPatterns02_ES5.ts,target=es5,go-pass,,
conformance,es6/destructuring/emptyAssignmentPatterns02_ES5.ts,target=es2015,go-pass,,
conformance,es6/destructuring/emptyAssignmentPatterns02_ES5iterable.ts,target=es5,go-pass,,
conformance,es6/destructuring/emptyAssignmentPatterns02_ES5iterable.ts,target=es2015,go-pass,,
conformance,es6/destructuring/emptyAssignmentPatterns02_ES6.ts,,go-pass,,
conformance,es6/destructuring/emptyAssignmentPatterns03_ES5.ts,target=es5,go-pass,,
conformance,es6/destructuring/emptyAssignmentPatterns03_ES5.ts,target=es2015,go-pass,,
conformance,es6/destructuring/emptyAssignmentPatterns03_ES5iterable.ts,target=es5,go-pass,,
conformance,es6/destructuring/emptyAssignmentPatterns03_ES5iterable.ts,target=es2015,go-pass,,
conformance,es6/destructuring/emptyAssignmentPatterns03_ES6.ts,,go-pass,,
conformance,es6/destructuring/emptyAssignmentPatterns04_ES5.ts,target=es5,go-pass,,
conformance,es6/destructuring/emptyAssignmentPatterns04_ES5.ts,target=es2015,go-pass,,
conformance,es6/destructuring/emptyAssignmentPatterns04_ES5iterable.ts,target=es5,go-pass,,
conformance,es6/destructuring/emptyAssignmentPatterns04_ES5iterable.ts,target=es2015,go-pass,,
conformance,es6/destructuring/emptyAssignmentPatterns04_ES6.ts,,go-pass,,
conformance,es6/destructuring/emptyObjectBindingPatternParameter01.ts,,go-pass,,
conformance,es6/destructuring/emptyObjectBindingPatternParameter02.ts,,go-pass,,
conformance,es6/destructuring/emptyObjectBindingPatternParameter03.ts,,go-pass,,
conformance,es6/destructuring/emptyObjectBindingPatternParameter04.ts,,go-pass,,
conformance,es6/destructuring/emptyVariableDeclarationBindingPatterns01_ES5.ts,target=es5,go-pass,,
conformance,es6/destructuring/emptyVariableDeclarationBindingPatterns01_ES5.ts,target=es2015,go-pass,,
conformance,es6/destructuring/emptyVariableDeclarationBindingPatterns01_ES5iterable.ts,target=es5,go-pass,,
conformance,es6/destructuring/emptyVariableDeclarationBindingPatterns01_ES5iterable.ts,target=es2015,go-pass,,
conformance,es6/destructuring/emptyVariableDeclarationBindingPatterns01_ES6.ts,,go-pass,,
conformance,es6/destructuring/emptyVariableDeclarationBindingPatterns02_ES5.ts,target=es5,go-pass,,
conformance,es6/destructuring/emptyVariableDeclarationBindingPatterns02_ES5.ts,target=es2015,go-diff,,
conformance,es6/destructuring/emptyVariableDeclarationBindingPatterns02_ES5iterable.ts,target=es5,go-pass,,
conformance,es6/destructuring/emptyVariableDeclarationBindingPatterns02_ES5iterable.ts,target=es2015,go-pass,,
conformance,es6/destructuring/emptyVariableDeclarationBindingPatterns02_ES6.ts,,go-diff,,
conformance,es6/destructuring/iterableArrayPattern1.ts,,go-pass,,
conformance,es6/destructuring/iterableArrayPattern10.ts,,go-diff,,
conformance,es6/destructuring/iterableArrayPattern11.ts,,go-pass,,
conformance,es6/destructuring/iterableArrayPattern12.ts,,go-pass,,
conformance,es6/destructuring/iterableArrayPattern13.ts,,go-diff,,
conformance,es6/destructuring/iterableArrayPattern14.ts,,go-pass,,
conformance,es6/destructuring/iterableArrayPattern15.ts,,go-pass,,
conformance,es6/destructuring/iterableArrayPattern16.ts,,go-diff,,
conformance,es6/destructuring/iterableArrayPattern17.ts,,go-diff,,
conformance,es6/destructuring/iterableArrayPattern18.ts,,go-diff,,
conformance,es6/destructuring/iterableArrayPattern19.ts,,go-diff,,
conformance,es6/destructuring/iterableArrayPattern2.ts,,go-pass,,
conformance,es6/destructuring/iterableArrayPattern20.ts,,go-pass,,
conformance,es6/destructuring/iterableArrayPattern21.ts,,go-diff,,
conformance,es6/destructuring/iterableArrayPattern22.ts,,go-diff,,
conformance,es6/destructuring/iterableArrayPattern23.ts,,go-diff,,
conformance,es6/destructuring/iterableArrayPattern24.ts,,go-diff,,
conformance,es6/destructuring/iterableArrayPattern25.ts,,go-diff,,
conformance,es6/destructuring/iterableArrayPattern26.ts,,go-diff,,
conformance,es6/destructuring/iterableArrayPattern27.ts,,go-pass,,
conformance,es6/destructuring/iterableArrayPattern28.ts,,go-diff,,
conformance,es6/destructuring/iterableArrayPattern29.ts,,go-diff,,
conformance,es6/destructuring/iterableArrayPattern3.ts,,go-pass,,
conformance,es6/destructuring/iterableArrayPattern30.ts,,go-pass,,
conformance,es6/destructuring/iterableArrayPattern4.ts,,go-pass,,
conformance,es6/destructuring/iterableArrayPattern5.ts,,go-diff,,
conformance,es6/destructuring/iterableArrayPattern6.ts,,go-diff,,
conformance,es6/destructuring/iterableArrayPattern7.ts,,go-diff,,
conformance,es6/destructuring/iterableArrayPattern8.ts,,go-diff,,
conformance,es6/destructuring/iterableArrayPattern9.ts,,go-pass,,
conformance,es6/destructuring/missingAndExcessProperties.ts,,go-diff,,
conformance,es6/destructuring/nonIterableRestElement1.ts,,go-pass,,
conformance,es6/destructuring/nonIterableRestElement2.ts,,go-pass,,
conformance,es6/destructuring/nonIterableRestElement3.ts,,go-diff,,
conformance,es6/destructuring/objectBindingPatternKeywordIdentifiers01.ts,,go-diff,,
conformance,es6/destructuring/objectBindingPatternKeywordIdentifiers02.ts,,go-diff,,
conformance,es6/destructuring/objectBindingPatternKeywordIdentifiers03.ts,,go-diff,,
conformance,es6/destructuring/objectBindingPatternKeywordIdentifiers04.ts,,go-diff,,
conformance,es6/destructuring/objectBindingPatternKeywordIdentifiers05.ts,,go-pass,,
conformance,es6/destructuring/objectBindingPatternKeywordIdentifiers06.ts,,go-pass,,
conformance,es6/destructuring/optionalBindingParameters1.ts,,go-diff,,
conformance,es6/destructuring/optionalBindingParameters2.ts,,go-diff,,
conformance,es6/destructuring/optionalBindingParameters3.ts,,go-diff,,
conformance,es6/destructuring/optionalBindingParameters4.ts,,go-pass,,
conformance,es6/destructuring/optionalBindingParametersInOverloads1.ts,,go-diff,,
conformance,es6/destructuring/optionalBindingParametersInOverloads2.ts,,go-diff,,
conformance,es6/destructuring/restElementWithAssignmentPattern1.ts,,go-pass,,
conformance,es6/destructuring/restElementWithAssignmentPattern2.ts,,go-diff,,
conformance,es6/destructuring/restElementWithAssignmentPattern3.ts,,go-pass,,
conformance,es6/destructuring/restElementWithAssignmentPattern4.ts,,go-diff,,
conformance,es6/destructuring/restElementWithAssignmentPattern5.ts,,go-pass,,
conformance,es6/destructuring/restElementWithBindingPattern.ts,,go-pass,,
conformance,es6/destructuring/restElementWithBindingPattern2.ts,,go-diff,,
conformance,es6/destructuring/restElementWithInitializer1.ts,,go-diff,,
conformance,es6/destructuring/restElementWithInitializer2.ts,,go-diff,,
conformance,es6/destructuring/restElementWithNullInitializer.ts,target=es5,go-pass,,
conformance,es6/destructuring/restElementWithNullInitializer.ts,target=es2015,go-diff,,
conformance,es6/destructuring/restPropertyWithBindingPattern.ts,target=es5,go-pass,,
conformance,es6/destructuring/restPropertyWithBindingPattern.ts,target=es2015,go-diff,,
conformance,parser/ecmascript2018/forAwait/parser.forAwait.es2018.ts,,go-diff,,
conformance,parser/ecmascript2018/asyncGenerators/parser.asyncGenerators.classMethods.es2018.ts,alwaysstrict=true,go-diff,,
conformance,parser/ecmascript2018/asyncGenerators/parser.asyncGenerators.classMethods.es2018.ts,alwaysstrict=false,go-diff,,
conformance,parser/ecmascript2018/asyncGenerators/parser.asyncGenerators.functionDeclarations.es2018.ts,alwaysstrict=true,go-diff,,
conformance,parser/ecmascript2018/asyncGenerators/parser.asyncGenerators.functionDeclarations.es2018.ts,alwaysstrict=false,go-diff,,
conformance,parser/ecmascript2018/asyncGenerators/parser.asyncGenerators.functionExpressions.es2018.ts,alwaysstrict=true,go-diff,,
conformance,parser/ecmascript2018/asyncGenerators/parser.asyncGenerators.functionExpressions.es2018.ts,alwaysstrict=false,go-diff,,
conformance,parser/ecmascript2018/asyncGenerators/parser.asyncGenerators.objectLiteralMethods.es2018.ts,alwaysstrict=true,go-diff,,
conformance,parser/ecmascript2018/asyncGenerators/parser.asyncGenerators.objectLiteralMethods.es2018.ts,alwaysstrict=false,go-diff,,
conformance,parser/ecmascript2021/numericSeparators/parser.numericSeparators.binary.ts,,go-pass,,
conformance,parser/ecmascript2021/numericSeparators/parser.numericSeparators.binaryNegative.ts,,go-diff,,
conformance,parser/ecmascript2021/numericSeparators/parser.numericSeparators.decimal.ts,target=es5,go-pass,,
conformance,parser/ecmascript2021/numericSeparators/parser.numericSeparators.decimal.ts,target=es2020,go-pass,,
conformance,parser/ecmascript2021/numericSeparators/parser.numericSeparators.decimal.ts,target=es2021,go-pass,,
conformance,parser/ecmascript2021/numericSeparators/parser.numericSeparators.decmialNegative.ts,,go-diff,,
conformance,parser/ecmascript2021/numericSeparators/parser.numericSeparators.hex.ts,,go-pass,,
conformance,parser/ecmascript2021/numericSeparators/parser.numericSeparators.hexNegative.ts,,go-diff,,
conformance,parser/ecmascript2021/numericSeparators/parser.numericSeparators.octal.ts,,go-pass,,
conformance,parser/ecmascript2021/numericSeparators/parser.numericSeparators.octalNegative.ts,,go-diff,,
conformance,parser/ecmascript2021/numericSeparators/parser.numericSeparators.unicodeEscape.ts,,go-diff,,
conformance,parser/ecmascript5/parser10.1.1-8gs.ts,,go-diff,,
conformance,parser/ecmascript5/parser15.4.4.14-9-2.ts,,go-diff,,
conformance,parser/ecmascript5/parserAdditiveExpression1.ts,,go-diff,,
conformance,parser/ecmascript5/parserArgumentList1.ts,,go-diff,,
conformance,parser/ecmascript5/parserAstSpans1.ts,target=es5,go-pass,,
conformance,parser/ecmascript5/parserAstSpans1.ts,target=es2015,go-diff,,
conformance,parser/ecmascript5/parserDebuggerStatement1.ts,,go-pass,,
conformance,parser/ecmascript5/parserDebuggerStatement2.ts,,go-pass,,
conformance,parser/ecmascript5/parserEmptyFile1.ts,,go-pass,,
conformance,parser/ecmascript5/parserEmptyStatement1.ts,,go-pass,,
conformance,parser/ecmascript5/parserExportAsFunctionIdentifier.ts,,go-diff,,
conformance,parser/ecmascript5/parserImportDeclaration1.ts,,go-diff,,
conformance,parser/ecmascript5/parserInExpression1.ts,,go-pass,,
conformance,parser/ecmascript5/parserKeywordsAsIdentifierName1.ts,,go-pass,,
conformance,parser/ecmascript5/parserKeywordsAsIdentifierName2.ts,,go-diff,,
conformance,parser/ecmascript5/parserNoASIOnCallAfterFunctionExpression1.ts,,go-diff,,
conformance,parser/ecmascript5/parserNotRegex1.ts,,go-diff,,
conformance,parser/ecmascript5/parserNotRegex2.ts,,go-pass,,
conformance,parser/ecmascript5/parserObjectCreationArrayLiteral1.ts,,go-diff,,
conformance,parser/ecmascript5/parserObjectCreationArrayLiteral2.ts,,go-diff,,
conformance,parser/ecmascript5/parserObjectCreationArrayLiteral3.ts,,go-diff,,
conformance,parser/ecmascript5/parserObjectCreationArrayLiteral4.ts,,go-diff,,
conformance,parser/ecmascript5/parserOptionalTypeMembers1.ts,,go-pass,,
conformance,parser/ecmascript5/parserOverloadOnConstants1.ts,,go-pass,,
conformance,parser/ecmascript5/parserParenthesizedVariableAndFunctionInTernary.ts,,go-pass,,
conformance,parser/ecmascript5/parserParenthesizedVariableAndParenthesizedFunctionInTernary.ts,,go-pass,,
conformance,parser/ecmascript5/parserRealSource1.ts,,go-diff,,
conformance,parser/ecmascript5/parserRealSource10.ts,,go-diff,,
conformance,parser/ecmascript5/parserRealSource11.ts,,go-diff,,
conformance,parser/ecmascript5/parserRealSource12.ts,,go-diff,,
conformance,parser/ecmascript5/parserRealSource13.ts,,go-diff,,
conformance,parser/ecmascript5/parserRealSource14.ts,,go-diff,,
conformance,parser/ecmascript5/parserRealSource2.ts,,go-diff,,
conformance,parser/ecmascript5/parserRealSource3.ts,,go-diff,,
conformance,parser/ecmascript5/parserRealSource4.ts,,go-diff,,
conformance,parser/ecmascript5/parserRealSource5.ts,,go-diff,,
conformance,parser/ecmascript5/parserRealSource6.ts,,go-diff,,
conformance,parser/ecmascript5/parserRealSource7.ts,,go-diff,,
conformance,parser/ecmascript5/parserRealSource8.ts,,go-diff,,
conformance,parser/ecmascript5/parserRealSource9.ts,,go-diff,,
conformance,parser/ecmascript5/parserS12.11_A3_T4.ts,,go-diff,,
conformance,parser/ecmascript5/parserS7.2_A1.5_T2.ts,,go-diff,,
conformance,parser/ecmascript5/parserS7.3_A1.1_T2.ts,,go-diff,,
conformance,parser/ecmascript5/parserS7.6.1.1_A1.10.ts,,go-pass,,
conformance,parser/ecmascript5/parserS7.6_A4.2_T1.ts,,go-diff,,
conformance,parser/ecmascript5/parserS7.9_A5.7_T1.ts,,go-diff,,
conformance,parser/ecmascript5/parserSbp_7.9_A9_T3.ts,,go-pass,,
conformance,parser/ecmascript5/parserSyntaxWalker.generated.ts,,go-pass,,
conformance,parser/ecmascript5/parserUnicode1.ts,,go-diff,,
conformance,parser/ecmascript5/parserUnicode2.ts,,go-pass,,
conformance,parser/ecmascript5/parserUnicode3.ts,,go-pass,,
conformance,parser/ecmascript5/parserUnicodeWhitespaceCharacter1.ts,,go-pass,,
conformance,parser/ecmascript5/parserUsingConstructorAsIdentifier.ts,,go-diff,,
conformance,parser/ecmascript5/parserVoidExpression1.ts,,go-pass,,
conformance,parser/ecmascript5/parservoidInQualifiedName0.ts,,go-pass,,
conformance,parser/ecmascript5/parservoidInQualifiedName1.ts,,go-diff,,
conformance,parser/ecmascript5/parservoidInQualifiedName2.ts,,go-diff,,
conformance,parser/ecmascript5/Expressions/parseIncompleteBinaryExpression1.ts,,go-diff,,
conformance,parser/ecmascript5/Expressions/parserAssignmentExpression1.ts,,go-diff,,
conformance,parser/ecmascript5/Expressions/parserConditionalExpression1.ts,,go-diff,,
conformance,parser/ecmascript5/Expressions/parserInvocationOfMemberAccessOffOfObjectCreationExpression1.ts,,go-diff,,
conformance,parser/ecmascript5/Expressions/parserMemberAccessAfterPostfixExpression1.ts,,go-diff,,
conformance,parser/ecmascript5/Expressions/parserObjectCreation2.ts,,go-diff,,
conformance,parser/ecmascript5/Expressions/parserPostfixPostfixExpression1.ts,,go-diff,,
conformance,parser/ecmascript5/Expressions/parserPostfixUnaryExpression1.ts,,go-diff,,
conformance,parser/ecmascript5/Expressions/parserTypeAssertionInObjectCreationExpression1.ts,,go-diff,,
conformance,parser/ecmascript5/Expressions/parserUnaryExpression1.ts,,go-diff,,
conformance,parser/ecmascript5/Expressions/parserUnaryExpression2.ts,,go-diff,,
conformance,parser/ecmascript5/Expressions/parserUnaryExpression3.ts,,go-diff,,
conformance,parser/ecmascript5/Expressions/parserUnaryExpression4.ts,,go-diff,,
