suite,case,config,go_status,rust_status
compiler,genericCloduleInModule2.ts,[],go-diff,rust-pass
compiler,genericConstraintDeclaration.ts,[],go-diff,rust-pass
compiler,genericConstructorFunction1.ts,[],go-diff,rust-pass
compiler,genericContextualTypingSpecialization.ts,[],go-diff,rust-pass
compiler,genericDerivedTypeWithSpecializedBase.ts,[],go-diff,rust-pass
compiler,genericDerivedTypeWithSpecializedBase2.ts,[],go-diff,rust-pass
compiler,genericFunctionCallSignatureReturnTypeMismatch.ts,[],go-diff,rust-pass
compiler,genericFunctionInference2.ts,[],go-pass,rust-diff
compiler,genericFunctionSpecializations1.ts,[],go-pass,rust-diff
compiler,genericFunctions2.ts,[],go-diff,rust-pass
compiler,genericFunctions3.ts,[],go-diff,rust-pass
compiler,genericFunctionsAndConditionalInference.ts,[],go-pass,rust-diff
compiler,genericGetter.ts,[],go-diff,rust-pass
compiler,genericGetter2.ts,[],go-diff,rust-pass
compiler,genericInference2.ts,[],go-pass,rust-diff
compiler,genericInferenceDefaultTypeParameter.ts,[],go-pass,rust-diff
compiler,genericInheritedDefaultConstructors.ts,[],go-diff,rust-pass
compiler,genericInterfaceTypeCall.ts,[],go-diff,rust-pass
compiler,genericInterfacesWithoutTypeArguments.ts,[],go-diff,rust-pass
compiler,genericLambaArgWithoutTypeArguments.ts,[],go-diff,rust-pass
compiler,genericNewInterface.ts,[],go-diff,rust-pass
compiler,genericObjectLitReturnType.ts,[],go-diff,rust-pass
compiler,genericParameterAssignability1.ts,[],go-diff,rust-pass
compiler,genericPrototypeProperty2.ts,[],go-diff,rust-pass
compiler,genericRecursiveImplicitConstructorErrors2.ts,[],go-diff,rust-pass
compiler,genericReturnTypeFromGetter1.ts,[],go-diff,rust-pass
compiler,genericTemplateOverloadResolution.ts,[],go-pass,rust-diff
compiler,genericTypeReferencesRequireTypeArgs.ts,[],go-diff,rust-pass
compiler,genericTypeUsedWithoutTypeArguments1.ts,[],go-diff,rust-pass
compiler,genericTypeUsedWithoutTypeArguments3.ts,[],go-diff,rust-pass
compiler,genericTypeWithCallableMembers.ts,[],go-pass,rust-diff
compiler,genericTypeWithCallableMembers2.ts,[],go-pass,rust-diff
compiler,genericTypeWithMultipleBases1.ts,[],go-diff,rust-pass
compiler,genericTypeWithMultipleBases3.ts,[],go-diff,rust-pass
compiler,genericWithCallSignatureReturningSpecialization.ts,[],go-diff,rust-pass
compiler,genericWithCallSignatures1.ts,[],go-diff,rust-pass
compiler,generics0.ts,[],go-diff,rust-pass
compiler,generics3.ts,[],go-diff,rust-pass
compiler,generics4NoError.ts,[],go-diff,rust-pass
compiler,genericsAndHigherOrderFunctions.ts,[],go-pass,rust-diff
compiler,genericsWithDuplicateTypeParameters1.ts,[],go-diff,rust-pass
compiler,getterMissingReturnError.ts,[],go-diff,rust-pass
compiler,getterSetterSubtypeAssignment.ts,[],go-pass,rust-diff
compiler,hidingCallSignatures.ts,[],go-diff,rust-pass
compiler,hidingConstructSignatures.ts,[],go-diff,rust-pass
compiler,hidingIndexSignatures.ts,[],go-diff,rust-pass
compiler,higherOrderMappedIndexLookupInference.ts,[],go-pass,rust-diff
compiler,i3.ts,[],go-diff,rust-pass
compiler,identicalGenericConditionalsWithInferRelated.ts,[],go-pass,rust-diff
compiler,identityAndDivergentNormalizedTypes.ts,[],go-pass,rust-diff
compiler,implicitAnyCastedValue.ts,[],go-diff,rust-pass
compiler,implicitAnyDeclareFunctionExprWithoutFormalType.ts,[],go-diff,rust-pass
compiler,implicitAnyDeclareFunctionWithoutFormalType.ts,[],go-diff,rust-pass
compiler,implicitAnyDeclareFunctionWithoutFormalType2.ts,[],go-diff,rust-pass
compiler,implicitAnyDeclareMemberWithoutType2.ts,[],go-diff,rust-pass
compiler,implicitAnyFunctionOverloadWithImplicitAnyReturnType.ts,[],go-diff,rust-pass
compiler,implicitAnyGenericTypeInference.ts,[],go-pass,rust-diff
compiler,implicitAnyWidenToAny.ts,[],go-diff,rust-pass
compiler,impliedNodeFormatInterop1.ts,[],go-pass,rust-diff
compiler,importAnImport.ts,[],go-diff,rust-pass
compiler,importAndVariableDeclarationConflict1.ts,[],go-diff,rust-pass
compiler,importAndVariableDeclarationConflict3.ts,[],go-diff,rust-pass
compiler,importAndVariableDeclarationConflict4.ts,[],go-diff,rust-pass
compiler,importDecl.ts,[],go-diff,rust-pass
compiler,importDeclarationUsedAsTypeQuery.ts,[],go-diff,rust-pass
compiler,importEqualsError45874.ts,[],go-diff,rust-pass
compiler,importHelpers.ts,['target=es2015'],go-pass,rust-diff
compiler,importHelpersInAmbientContext.ts,['target=es2015'],go-pass,rust-diff
compiler,importHelpersInIsolatedModules.ts,['target=es2015'],go-pass,rust-diff
compiler,importHelpersWithImportOrExportDefaultNoTslib.1.ts,"['esmoduleinterop=true', 'module=es2020']",skip-config,rust-pass
compiler,importHelpersWithImportOrExportDefaultNoTslib.1.ts,"['esmoduleinterop=true', 'module=es2015']",skip-config,rust-pass
compiler,importHelpersWithImportOrExportDefaultNoTslib.1.ts,"['esmoduleinterop=false', 'module=es2015']",skip-config,rust-pass
compiler,importHelpersWithImportOrExportDefaultNoTslib.1.ts,"['esmoduleinterop=false', 'module=es2020']",skip-config,rust-pass
compiler,importHelpersWithImportOrExportDefaultNoTslib.1.ts,"['esmoduleinterop=true', 'module=commonjs']",skip-config,rust-pass
compiler,importHelpersWithImportOrExportDefaultNoTslib.1.ts,"['esmoduleinterop=false', 'module=commonjs']",skip-config,rust-pass
compiler,importHelpersWithImportOrExportDefaultNoTslib.2.ts,"['esmoduleinterop=true', 'module=es2020']",skip-config,rust-pass
compiler,importHelpersWithImportOrExportDefaultNoTslib.2.ts,"['esmoduleinterop=true', 'module=es2015']",skip-config,rust-pass
compiler,importHelpersWithImportOrExportDefaultNoTslib.2.ts,"['esmoduleinterop=false', 'module=es2015']",skip-config,rust-pass
compiler,importHelpersWithImportOrExportDefaultNoTslib.2.ts,"['esmoduleinterop=false', 'module=es2020']",skip-config,rust-pass
compiler,importHelpersWithImportOrExportDefaultNoTslib.2.ts,"['esmoduleinterop=true', 'module=commonjs']",skip-config,rust-pass
compiler,importHelpersWithImportOrExportDefaultNoTslib.2.ts,"['esmoduleinterop=false', 'module=commonjs']",skip-config,rust-pass
compiler,importHelpersWithImportOrExportDefaultNoTslib.3.ts,"['esmoduleinterop=true', 'module=es2020']",skip-config,rust-pass
compiler,importHelpersWithImportOrExportDefaultNoTslib.3.ts,"['esmoduleinterop=true', 'module=es2015']",skip-config,rust-pass
compiler,importHelpersWithImportOrExportDefaultNoTslib.3.ts,"['esmoduleinterop=false', 'module=es2015']",skip-config,rust-pass
compiler,importHelpersWithImportOrExportDefaultNoTslib.3.ts,"['esmoduleinterop=false', 'module=es2020']",skip-config,rust-pass
compiler,importHelpersWithImportOrExportDefaultNoTslib.3.ts,"['esmoduleinterop=true', 'module=commonjs']",skip-config,rust-pass
compiler,importHelpersWithImportOrExportDefaultNoTslib.3.ts,"['esmoduleinterop=false', 'module=commonjs']",skip-config,rust-pass
compiler,importHelpersWithLocalCollisions.ts,['module=commonjs'],skip-config,rust-pass
compiler,importHelpersWithLocalCollisions.ts,['module=es2015'],skip-config,rust-pass
compiler,importNonExportedMember1.ts,[],go-diff,rust-pass
compiler,importNonExportedMember2.ts,[],go-diff,rust-pass
compiler,importNonExportedMember3.ts,[],go-diff,rust-pass
compiler,importNonExportedMember4.ts,[],go-pass,rust-diff
compiler,importNonExportedMember6.ts,[],go-pass,rust-diff
compiler,importNotElidedWhenNotFound.ts,[],go-diff,rust-pass
compiler,importOnAliasedIdentifiers.ts,[],go-pass,rust-diff
compiler,importPropertyFromMappedType.ts,[],go-pass,rust-diff
compiler,importTypeGenericArrowTypeParenthesized.ts,[],go-pass,rust-diff
compiler,importUsedInExtendsList1.ts,[],go-diff,rust-pass
compiler,importWithTrailingSlash_noResolve.ts,[],go-diff,rust-pass
compiler,importedAliasedConditionalTypeInstantiation.ts,[],go-pass,rust-diff
compiler,inKeywordAndIntersection.ts,[],go-pass,rust-diff
compiler,inKeywordNarrowingWithNoUncheckedIndexedAccess.ts,[],go-pass,rust-diff
compiler,incompatibleAssignmentOfIdenticallyNamedTypes.ts,[],go-diff,rust-pass
compiler,incorrectClassOverloadChain.ts,[],go-diff,rust-pass
compiler,incrementalInvalid.ts,[],go-pass,rust-diff
compiler,indexIntoArraySubclass.ts,[],go-diff,rust-pass
compiler,indexWithUndefinedAndNull.ts,[],go-diff,rust-pass
compiler,indexWithUndefinedAndNullStrictNullChecks.ts,[],go-diff,rust-pass
compiler,indexWithoutParamType2.ts,[],go-diff,rust-pass
compiler,indexedAccessAndNullableNarrowing.ts,[],go-pass,rust-diff
compiler,indexedAccessKeyofNestedSimplifiedSubstituteUnwrapped.ts,[],go-diff,rust-pass
compiler,indexedAccessTypeConstraints.ts,[],go-pass,rust-diff
compiler,indexerA.ts,[],go-diff,rust-pass
compiler,indexerAssignability.ts,[],go-diff,rust-pass
compiler,indexerReturningTypeParameter1.ts,[],go-diff,rust-pass
compiler,indirectGlobalSymbolPartOfObjectType.ts,[],go-pass,rust-diff
compiler,inferPropertyWithContextSensitiveReturnStatement.ts,[],go-pass,rust-diff
compiler,inferSetterParamType.ts,[],go-diff,rust-pass
compiler,inferStringLiteralUnionForBindingElement.ts,[],go-pass,rust-diff
compiler,inferenceAndHKTs.ts,[],go-pass,rust-diff
compiler,inferenceContextualReturnTypeUnion1.ts,[],go-pass,rust-diff
compiler,inferenceContextualReturnTypeUnion3.ts,[],go-pass,rust-diff
compiler,inferenceDoesNotAddUndefinedOrNull.ts,[],go-pass,rust-diff
compiler,inferenceDoesntCompareAgainstUninstantiatedTypeParameter.ts,[],go-pass,rust-diff
compiler,inferenceFromGenericClassNoCrash1.ts,[],go-diff,rust-pass
compiler,inferenceLimit.ts,[],go-pass,rust-diff
compiler,inferenceOfNullableObjectTypesWithCommonBase.ts,[],go-pass,rust-diff
compiler,inferenceOptionalProperties.ts,[],go-pass,rust-diff
compiler,inferenceOptionalPropertiesStrict.ts,[],go-pass,rust-diff
compiler,inferenceOptionalPropertiesToIndexSignatures.ts,[],go-pass,rust-diff
compiler,inferentialTypingUsingApparentType1.ts,[],go-diff,rust-pass
compiler,inferentialTypingWithFunctionTypeZip.ts,[],go-diff,rust-pass
compiler,inferentiallyTypingAnEmptyArray.ts,[],go-diff,rust-pass
compiler,inferredReturnTypeIncorrectReuse1.ts,[],go-pass,rust-diff
compiler,inferringAnyFunctionType1.ts,[],go-pass,rust-diff
compiler,infinitelyExpandingBaseTypes2.ts,[],go-diff,rust-pass
compiler,infinitelyExpandingOverloads.ts,[],go-diff,rust-pass
compiler,infinitelyExpandingTypeAssignability.ts,[],go-diff,rust-pass
compiler,infinitelyExpandingTypes2.ts,[],go-diff,rust-pass
compiler,infinitelyExpandingTypes3.ts,[],go-diff,rust-pass
compiler,infinitelyExpandingTypes4.ts,[],go-diff,rust-pass
compiler,infinitelyExpandingTypesNonGenericBase.ts,[],go-diff,rust-pass
compiler,inheritSameNamePrivatePropertiesFromSameOrigin.ts,[],go-diff,rust-pass
compiler,inheritedConstructorWithRestParams.ts,[],go-diff,rust-pass
compiler,inheritedGenericCallSignature.ts,[],go-diff,rust-pass
compiler,inlineConditionalHasSimilarAssignability.ts,[],go-pass,rust-diff
compiler,innerAliases.ts,[],go-diff,rust-pass
compiler,innerAliases2.ts,[],go-diff,rust-pass
compiler,innerModExport1.ts,[],go-diff,rust-pass
compiler,innerTypeCheckOfLambdaArgument.ts,[],go-diff,rust-pass
compiler,instantiateContextualTypes.ts,[],go-pass,rust-diff
compiler,instantiateContextuallyTypedGenericThis.ts,[],go-diff,rust-pass
compiler,instantiateCrossFileMerge.ts,[],go-pass,rust-diff
compiler,instantiatedReturnTypeContravariance.ts,[],go-diff,rust-pass
compiler,interfaceContextualType.ts,[],go-diff,rust-pass
compiler,interfaceDeclaration6.ts,[],go-diff,rust-pass
compiler,interfaceExtendsClassWithPrivate1.ts,[],go-diff,rust-pass
compiler,interfaceInReopenedModule.ts,[],go-diff,rust-pass
compiler,interfaceInheritance2.ts,[],go-diff,rust-pass
compiler,internalAliasClassInsideLocalModuleWithoutExportAccessError.ts,[],go-diff,rust-pass
compiler,internalAliasEnumInsideLocalModuleWithoutExportAccessError.ts,[],go-diff,rust-pass
compiler,internalAliasFunctionInsideLocalModuleWithoutExportAccessError.ts,[],go-diff,rust-pass
compiler,internalAliasInitializedModuleInsideLocalModuleWithoutExportAccessError.ts,[],go-diff,rust-pass
compiler,internalAliasVarInsideLocalModuleWithoutExportAccessError.ts,[],go-diff,rust-pass
compiler,internalImportInstantiatedModuleMergedWithClassNotReferencingInstance.ts,[],go-diff,rust-pass
compiler,internalImportInstantiatedModuleMergedWithClassNotReferencingInstanceNoConflict.ts,[],go-diff,rust-pass
compiler,internalImportInstantiatedModuleNotReferencingInstance.ts,[],go-diff,rust-pass
compiler,internalImportUnInstantiatedModuleMergedWithClassNotReferencingInstance.ts,[],go-diff,rust-pass
compiler,internalImportUnInstantiatedModuleMergedWithClassNotReferencingInstanceNoConflict.ts,[],go-diff,rust-pass
compiler,internalImportUnInstantiatedModuleNotReferencingInstanceNoConflict.ts,[],go-pass,rust-diff
compiler,intersectionOfMixinConstructorTypeAndNonConstructorType.ts,[],go-pass,rust-diff
compiler,intersectionTypeInference1.ts,[],go-pass,rust-diff
compiler,intersectionTypeNormalization.ts,[],go-pass,rust-diff
compiler,intrinsics.ts,[],go-diff,rust-pass
compiler,invalidContinueInDownlevelAsync.ts,[],go-diff,rust-pass
compiler,invalidSymbolInTypeParameter1.ts,[],go-diff,rust-pass
compiler,invalidThisEmitInContextualObjectLiteral.ts,[],go-pass,rust-diff
compiler,invalidUnicodeEscapeSequance.ts,[],go-diff,rust-pass
compiler,invalidUnicodeEscapeSequance2.ts,[],go-diff,rust-pass
compiler,invalidUnicodeEscapeSequance3.ts,[],go-diff,rust-pass
compiler,invalidUseOfTypeAsNamespace.ts,[],go-diff,rust-pass
compiler,invokingNonGenericMethodWithTypeArguments1.ts,[],go-diff,rust-pass
compiler,ipromise2.ts,[],go-diff,rust-pass
compiler,ipromise3.ts,[],go-diff,rust-pass
compiler,isLiteral1.ts,[],go-diff,rust-pass
compiler,isolatedDeclarationErrorTypes1.ts,[],go-diff,rust-pass
compiler,isolatedDeclarationsAddUndefined2.ts,[],go-diff,rust-pass
compiler,isolatedDeclarationsRequiresDeclaration.ts,[],go-pass,rust-diff
compiler,isolatedModulesNoEmitOnError.ts,[],go-diff,rust-pass
compiler,isolatedModulesReExportAlias.ts,[],skip-config,rust-pass
compiler,isolatedModulesRequiresPreserveConstEnum.ts,[],go-pass,rust-diff
compiler,isolatedModulesSketchyAliasLocalMerge.ts,"['isolatedmodules=false', 'verbatimmodulesyntax=false']",skip-config,rust-pass
compiler,iterableTReturnTNext.ts,['strictbuiltiniteratorreturn=false'],go-pass,rust-diff
compiler,jsFileCompilationWithDeclarationEmitPathSameAsInput.ts,[],go-pass,rust-diff
compiler,jsxChildrenSingleChildConfusableWithMultipleChildrenNoError.tsx,[],go-diff,rust-pass
compiler,jsxEmptyExpressionNotCountedAsChild.tsx,['jsx=react-jsx'],go-diff,rust-pass
compiler,jsxEmptyExpressionNotCountedAsChild.tsx,['jsx=react'],go-diff,rust-pass
compiler,jsxEmptyExpressionNotCountedAsChild.tsx,['jsx=react-jsxdev'],go-diff,rust-pass
compiler,jsxFactoryAndJsxFragmentFactoryErrorNotIdentifier.tsx,[],go-pass,rust-diff
compiler,jsxFactoryAndReactNamespace.ts,[],go-pass,rust-diff
compiler,jsxFactoryMissingErrorInsideAClass.ts,[],go-diff,rust-pass
compiler,jsxFactoryNotIdentifierOrQualifiedName.ts,[],go-pass,rust-diff
compiler,jsxFactoryNotIdentifierOrQualifiedName2.ts,[],go-pass,rust-diff
compiler,jsxFragmentFactoryReference.tsx,['jsx=preserve'],skip-config,rust-pass
compiler,jsxFragmentFactoryReference.tsx,['jsx=react-native'],skip-config,rust-pass
compiler,jsxGenericComponentWithSpreadingResultOfGenericFunction.tsx,[],go-diff,rust-pass
compiler,jsxHasLiteralType.tsx,[],go-diff,rust-pass
compiler,jsxIntrinsicElementsCompatability.tsx,[],go-diff,rust-pass
compiler,jsxIntrinsicElementsExtendsRecord.tsx,[],go-pass,rust-diff
compiler,jsxLibraryManagedAttributesUnusedGeneric.tsx,[],go-pass,rust-diff
compiler,jsxNamespaceGlobalReexport.tsx,[],go-pass,rust-diff
compiler,jsxNamespaceImplicitImportJSXNamespace.tsx,[],go-pass,rust-diff
compiler,jsxNamespaceImplicitImportJSXNamespaceFromConfigPickedOverGlobalOne.tsx,['jsx=react-jsx'],go-pass,rust-diff
compiler,jsxNamespaceImplicitImportJSXNamespaceFromPragmaPickedOverGlobalOne.tsx,[],go-pass,rust-diff
compiler,jsxNamespaceNoElementChildrenAttributeReactJsx.tsx,['jsx=react-jsx'],go-diff,rust-pass
compiler,jsxNamespaceNoElementChildrenAttributeReactJsx.tsx,['jsx=react-jsxdev'],go-diff,rust-pass
compiler,jsxNamespacedNameNotComparedToNonMatchingIndexSignature.tsx,[],go-diff,rust-pass
compiler,jsxPartialSpread.tsx,[],go-diff,rust-pass
compiler,jsxRuntimePragma.ts,['jsx=react-jsx'],go-diff,rust-pass
compiler,jsxRuntimePragma.ts,['jsx=react-jsxdev'],go-diff,rust-pass
compiler,jsxRuntimePragma.ts,['jsx=preserve'],go-diff,rust-pass
compiler,jsxSpreadTag.ts,['target=esnext'],go-diff,rust-pass
compiler,jsxSpreadTag.ts,['target=es2015'],go-diff,rust-pass
compiler,keyofGenericExtendingClassDoubleLayer.ts,[],go-diff,rust-pass
compiler,keywordExpressionInternalComments.ts,[],go-diff,rust-pass
compiler,lambdaParameterWithTupleArgsHasCorrectAssignability.ts,[],go-pass,rust-diff
compiler,largeControlFlowGraph.ts,[],go-diff,rust-pass
compiler,letAsIdentifier2.ts,[],go-diff,rust-pass
compiler,letDeclarations-scopes2.ts,[],go-diff,rust-pass
compiler,letDeclarations-useBeforeDefinition.ts,[],go-diff,rust-pass
compiler,letInVarDeclOfForIn_ES5.ts,['target=es2015'],go-diff,rust-pass
compiler,letInVarDeclOfForIn_ES6.ts,[],go-diff,rust-pass
compiler,letInVarDeclOfForOf_ES5.ts,['target=es2015'],go-diff,rust-pass
compiler,letInVarDeclOfForOf_ES6.ts,[],go-diff,rust-pass
compiler,library_RegExpExecArraySlice.ts,[],go-diff,rust-pass
compiler,lift.ts,[],go-diff,rust-pass
compiler,literals-negative.ts,[],go-diff,rust-pass
compiler,localAliasExportAssignment.ts,[],go-diff,rust-pass
compiler,logicalNotExpression1.ts,[],go-diff,rust-pass
compiler,m7Bugs.ts,[],go-diff,rust-pass
compiler,manyCompilerErrorsInTheTwoFiles.ts,[],go-pass,rust-diff
compiler,mapOnTupleTypes01.ts,[],go-pass,rust-diff
compiler,mapOnTupleTypes02.ts,[],go-pass,rust-diff
compiler,mappedTypeGenericIndexedAccess.ts,[],go-pass,rust-diff
compiler,mappedTypeNoTypeNoCrash.ts,[],go-diff,rust-pass
compiler,mappedTypeParameterConstraint.ts,[],go-pass,rust-diff
compiler,mappedTypeRecursiveInference2.ts,[],go-pass,rust-diff
compiler,mappedTypeTupleConstraintAssignability.ts,[],go-pass,rust-diff
compiler,mappedTypeWithNameClauseAppliedToArrayType.ts,[],go-pass,rust-diff
compiler,matchReturnTypeInAllBranches.ts,[],go-diff,rust-pass
compiler,matchingOfObjectLiteralConstraints.ts,[],go-pass,rust-diff
compiler,maximum10SpellingSuggestions.ts,[],go-diff,rust-pass
compiler,memberOverride.ts,[],go-diff,rust-pass
compiler,mergeMultipleInterfacesReexported.ts,[],go-pass,rust-diff
compiler,mergedDeclarations4.ts,[],go-pass,rust-diff
compiler,mergedDeclarations5.ts,[],go-pass,rust-diff
compiler,metadataOfClassFromAlias.ts,"['strict=true', 'target=es2015']",go-diff,rust-pass
compiler,metadataOfClassFromAlias2.ts,['target=es2015'],go-diff,rust-pass
compiler,metadataOfClassFromModule.ts,['target=es2015'],go-diff,rust-pass
compiler,metadataOfEventAlias.ts,['target=es2015'],go-diff,rust-pass
compiler,metadataOfStringLiteral.ts,[],go-diff,rust-pass
compiler,metadataReferencedWithinFilteredUnion.ts,"['strictnullchecks=true', 'target=es2015']",go-diff,rust-pass
compiler,methodInAmbientClass1.ts,[],go-diff,rust-pass
compiler,mismatchedClassConstructorVariable.ts,[],go-diff,rust-pass
compiler,missingArgument1.ts,[],go-diff,rust-pass
compiler,missingCloseBrace.ts,[],go-diff,rust-pass
compiler,missingCloseBraceInObjectLiteral.ts,[],go-diff,rust-pass
compiler,missingCloseBracketInArray.ts,[],go-diff,rust-pass
compiler,missingDomElement_UsingDomLib.ts,[],go-diff,rust-pass
compiler,missingFunctionImplementation2.ts,[],go-diff,rust-pass
compiler,missingReturnStatement.ts,[],go-diff,rust-pass
compiler,missingReturnStatement1.ts,[],go-diff,rust-pass
compiler,missingTypeArguments1.ts,[],go-diff,rust-pass
compiler,missingTypeArguments2.ts,[],go-diff,rust-pass
compiler,modifierOnParameter1.ts,[],go-diff,rust-pass
compiler,modularizeLibrary_ErrorFromUsingES6ArrayWithOnlyES6ArrayLib.ts,['target=es2015'],go-pass,rust-diff
compiler,modularizeLibrary_ErrorFromUsingES6FeaturesWithOnlyES5Lib.ts,[],go-pass,rust-diff
compiler,modularizeLibrary_TargetES6UsingES6Lib.ts,[],go-pass,rust-diff
compiler,modularizeLibrary_UsingES5LibAndES6FeatureLibs.ts,[],go-pass,rust-diff
compiler,moduleAndInterfaceSharingName.ts,[],go-diff,rust-pass
compiler,moduleAndInterfaceSharingName3.ts,[],go-diff,rust-pass
compiler,moduleAndInterfaceWithSameName.ts,[],go-diff,rust-pass
compiler,moduleAugmentationDoesInterfaceMergeOfReexport.ts,[],go-pass,rust-diff
compiler,moduleAugmentationDoesNamespaceEnumMergeOfReexport.ts,[],go-pass,rust-diff
compiler,moduleAugmentationDoesNamespaceMergeOfReexport.ts,[],go-pass,rust-diff
compiler,moduleAugmentationDuringSyntheticDefaultCheck.ts,[],go-pass,rust-diff
compiler,moduleAugmentationGlobal2.ts,[],go-pass,rust-diff
compiler,moduleAugmentationGlobal3.ts,[],go-pass,rust-diff
compiler,moduleAugmentationInAmbientModule5.ts,[],go-pass,rust-diff
compiler,moduleAugmentationInDependency.ts,[],go-pass,rust-diff
compiler,moduleAugmentationInDependency2.ts,[],go-diff,rust-pass
compiler,moduleAugmentationOfAlias.ts,[],go-pass,rust-diff
compiler,moduleAugmentationWithNonExistentNamedImport.ts,[],go-diff,rust-pass
compiler,moduleClassArrayCodeGenTest.ts,[],go-diff,rust-pass
compiler,moduleDeclarationExportStarShadowingGlobalIsNameable.ts,[],go-pass,rust-diff
compiler,moduleExports1.ts,[],go-diff,rust-pass
compiler,moduleImport.ts,[],go-diff,rust-pass
compiler,moduleKeywordRepeatError.ts,[],go-diff,rust-pass
compiler,moduleMemberMissingErrorIsRelative.ts,[],go-diff,rust-pass
compiler,moduleMemberWithoutTypeAnnotation1.ts,[],go-diff,rust-pass
compiler,moduleNewExportBug.ts,[],go-diff,rust-pass
compiler,modulePreserve3.ts,[],skip-config,rust-pass
compiler,moduleProperty2.ts,[],go-diff,rust-pass
compiler,moduleReopenedTypeOtherBlock.ts,[],go-diff,rust-pass
compiler,moduleReopenedTypeSameBlock.ts,[],go-diff,rust-pass
compiler,moduleResolutionAsTypeReferenceDirective.ts,[],go-diff,rust-pass
compiler,moduleResolutionAsTypeReferenceDirectiveAmbient.ts,[],go-diff,rust-pass
compiler,moduleResolutionPackageIdWithRelativeAndAbsolutePath.ts,[],skip-config,rust-pass
compiler,moduleResolutionWithExtensions_notSupported3.ts,[],go-diff,rust-pass
compiler,moduleResolutionWithModule.ts,"['module=node16', 'moduleresolution=node16']",go-diff,rust-pass
compiler,moduleResolutionWithModule.ts,"['module=node18', 'moduleresolution=node16']",go-diff,rust-pass
compiler,moduleResolutionWithModule.ts,"['module=node16', 'moduleresolution=nodenext']",go-diff,rust-pass
compiler,moduleResolutionWithModule.ts,"['module=node18', 'moduleresolution=nodenext']",go-diff,rust-pass
compiler,moduleResolutionWithSuffixes_empty.ts,[],go-pass,rust-diff
compiler,moduleResolutionWithSuffixes_notSpecified.ts,[],go-pass,rust-diff
compiler,moduleResolutionWithSuffixes_one.ts,[],go-pass,rust-diff
compiler,moduleResolutionWithSuffixes_oneBlank.ts,[],go-pass,rust-diff
compiler,moduleResolutionWithSuffixes_oneNotFound.ts,[],go-pass,rust-diff
compiler,moduleResolutionWithSuffixes_one_dirModuleWithIndex.ts,[],go-pass,rust-diff
compiler,moduleResolutionWithSuffixes_threeLastIsBlank1.ts,[],go-pass,rust-diff
compiler,moduleResolutionWithSuffixes_threeLastIsBlank2.ts,[],go-pass,rust-diff
compiler,moduleResolutionWithSuffixes_threeLastIsBlank3.ts,[],go-pass,rust-diff
compiler,moduleResolutionWithSuffixes_threeLastIsBlank4.ts,[],go-pass,rust-diff
compiler,moduleResolution_automaticTypeDirectiveNames.ts,[],go-diff,rust-pass
compiler,moduleResolution_noLeadingDot.ts,[],go-diff,rust-pass
compiler,moduleResolution_packageJson_yesAtPackageRoot.ts,[],go-diff,rust-pass
compiler,moduleResolution_packageJson_yesAtPackageRoot_fakeScopedPackage.ts,[],go-diff,rust-pass
compiler,moduleResolution_relativeImportJsFile.ts,[],go-diff,rust-pass
compiler,moduleSharesNameWithImportDeclarationInsideIt3.ts,[],go-diff,rust-pass
compiler,moduleSharesNameWithImportDeclarationInsideIt5.ts,[],go-diff,rust-pass
compiler,moduleVisibilityTest2.ts,[],go-diff,rust-pass
compiler,module_augmentExistingAmbientVariable.ts,[],go-diff,rust-pass
compiler,module_augmentExistingVariable.ts,[],go-diff,rust-pass
compiler,module_augmentUninstantiatedModule2.ts,[],go-pass,rust-diff
compiler,multiExtendsSplitInterfaces2.ts,[],go-diff,rust-pass
compiler,multiLineContextDiagnosticWithPretty.ts,[],go-pass,rust-diff
compiler,multiLineErrors.ts,[],go-diff,rust-pass
compiler,multipleClassPropertyModifiers.ts,[],go-diff,rust-pass
compiler,mutrec.ts,[],go-diff,rust-pass
compiler,mutuallyRecursiveGenericBaseTypes1.ts,[],go-diff,rust-pass
compiler,mutuallyRecursiveGenericBaseTypes2.ts,[],go-diff,rust-pass
compiler,mutuallyRecursiveInference.ts,[],go-diff,rust-pass
compiler,nameCollisions.ts,[],go-diff,rust-pass
compiler,namedFunctionExpressionCallErrors.ts,[],go-diff,rust-pass
compiler,namespacesDeclaration2.ts,[],go-diff,rust-pass
compiler,namespacesWithTypeAliasOnlyExportsMerge.ts,[],go-pass,rust-diff
compiler,narrowByClauseExpressionInSwitchTrue3.ts,[],go-diff,rust-pass
compiler,narrowByParenthesizedSwitchExpression.ts,[],go-pass,rust-diff
compiler,narrowTypeByInstanceof.ts,[],go-diff,rust-pass
compiler,narrowedConstInMethod.ts,[],go-pass,rust-diff
compiler,narrowedImports.ts,[],go-pass,rust-diff
compiler,narrowingByTypeofInSwitch.ts,[],go-pass,rust-diff
compiler,narrowingDestructuring.ts,[],go-pass,rust-diff
compiler,narrowingOfDottedNames.ts,[],go-diff,rust-pass
compiler,narrowingTypeofDiscriminant.ts,[],go-pass,rust-diff
compiler,narrowingTypeofUndefined2.ts,[],go-pass,rust-diff
compiler,narrowingUnionToUnion.ts,[],go-pass,rust-diff
compiler,nativeToBoxedTypes.ts,[],go-diff,rust-pass
compiler,nearbyIdenticalGenericLambdasAssignable.ts,[],go-pass,rust-diff
compiler,nestedIfStatement.ts,[],go-diff,rust-pass
