测试用例文件路径,原结果,rust 结果,rust 当前处理方式,配置
_submodules/TypeScript/tests/cases/conformance/dynamicImport/importCallExpressionReturnPromiseOfAny.ts,,"1.ts(12,5): error TS2403: Subsequent variable declarations must have the same type.  Variable 'p1' must be of type 'any', but here has type 'Promise<any>'.
1.ts(16,17): error TS2339: Property 'foo' does not exist on type 'IteratorYieldResult<T> | IteratorReturnResult<error>'.
",,default
_submodules/TypeScript/tests/cases/conformance/dynamicImport/importCallExpressionShouldNotGetParen.ts,,"importCallExpressionShouldNotGetParen.ts(2,43): error TS7006: Parameter 'bar' implicitly has an 'any' type.
importCallExpressionShouldNotGetParen.ts(6,48): error TS7006: Parameter 'bar' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/conformance/emitter/es2015/asyncGenerators/emitter.asyncGenerators.objectLiteralMethods.es2015.ts,,"O2.ts(3,19): error TS1212: Identifier expected. 'yield' is a reserved word in strict mode.
O2.ts(3,19): error TS2304: Cannot find name 'yield'.
",,default
_submodules/TypeScript/tests/cases/conformance/emitter/es2018/asyncGenerators/emitter.asyncGenerators.objectLiteralMethods.es2018.ts,,"O2.ts(3,19): error TS1212: Identifier expected. 'yield' is a reserved word in strict mode.
O2.ts(3,19): error TS2304: Cannot find name 'yield'.
",,default
_submodules/TypeScript/tests/cases/conformance/emitter/es5/asyncGenerators/emitter.asyncGenerators.objectLiteralMethods.es5.ts,,"O2.ts(3,19): error TS1212: Identifier expected. 'yield' is a reserved word in strict mode.
O2.ts(3,19): error TS2304: Cannot find name 'yield'.
",,target=es2015
_submodules/TypeScript/tests/cases/conformance/enums/enumBasics.ts,,"enumBasics.ts(23,5): error TS2403: Subsequent variable declarations must have the same type.  Variable 's' must be of type 'any', but here has type 'string'.
",,default
_submodules/TypeScript/tests/cases/conformance/es2017/useObjectValuesAndEntries1.ts,,"useObjectValuesAndEntries1.ts(13,33): error TS2353: Object literal may only specify known properties, and 'a' does not exist in type 'object'.
useObjectValuesAndEntries1.ts(14,31): error TS2353: Object literal may only specify known properties, and 'a' does not exist in type 'object'.
",,target=es2015
_submodules/TypeScript/tests/cases/conformance/es2018/es2018IntlAPIs.ts,,"es2018IntlAPIs.ts(5,58): error TS2345: Argument of type '{ localeMatcher: string; }' is not assignable to parameter of type '{ localeMatcher?: ""lookup"" | ""best fit"" | undefined; }'.
  Types of property 'localeMatcher' are incompatible.
    Type 'string' is not assignable to type '""lookup"" | ""best fit"" | undefined'.
es2018IntlAPIs.ts(7,42): error TS2339: Property 'formatToParts' does not exist on type 'NumberFormat'.
",,default
_submodules/TypeScript/tests/cases/conformance/es2018/usePromiseFinally.ts,,"usePromiseFinally.ts(1,28): error TS2345: Argument of type '(resolve: (value: unknown | PromiseLike<unknown>) => void, reject: (reason: any | undefined) => void) => void' is not assignable to parameter of type '(resolve: (value: T | PromiseLike<T>) => void, reject: (reason: any | undefined) => void) => void'.
  Types of parameters 'resolve' and 'resolve' are incompatible.
    Type '(value: T | PromiseLike<T>) => void' is not assignable to type '(value: unknown | PromiseLike<unknown>) => void'.
      Types of parameters 'value' and 'value' are incompatible.
        Type 'unknown | PromiseLike<unknown>' is not assignable to type 'T | PromiseLike<T>'.
          Type 'unknown' is not assignable to type 'T | PromiseLike<T>'.
usePromiseFinally.ts(2,18): error TS2339: Property 'finally' does not exist on type 'Promise<T>'.
",,target=es2015
_submodules/TypeScript/tests/cases/conformance/es2019/importMeta/importMetaNarrowing.ts,,"importMetaNarrowing.ts(3,17): error TS2339: Property 'foo' does not exist on type 'ImportMeta'.
importMetaNarrowing.ts(4,15): error TS2339: Property 'foo' does not exist on type 'ImportMeta'.
",,module=es2020
_submodules/TypeScript/tests/cases/conformance/es2019/importMeta/importMetaNarrowing.ts,,"importMetaNarrowing.ts(3,17): error TS2339: Property 'foo' does not exist on type 'ImportMeta'.
importMetaNarrowing.ts(4,15): error TS2339: Property 'foo' does not exist on type 'ImportMeta'.
",,module=esnext
_submodules/TypeScript/tests/cases/conformance/es2020/intlNumberFormatES2020.ts,,"intlNumberFormatES2020.ts(8,34): error TS2353: Object literal may only specify known properties, and 'numberingSystem' does not exist in type 'NumberFormatOptions | undefined'.
intlNumberFormatES2020.ts(11,105): error TS2353: Object literal may only specify known properties, and 'currencySign' does not exist in type 'NumberFormatOptions | undefined'.
intlNumberFormatES2020.ts(14,79): error TS2353: Object literal may only specify known properties, and 'unit' does not exist in type 'NumberFormatOptions | undefined'.
intlNumberFormatES2020.ts(17,61): error TS2353: Object literal may only specify known properties, and 'notation' does not exist in type 'NumberFormatOptions | undefined'.
intlNumberFormatES2020.ts(20,34): error TS2353: Object literal may only specify known properties, and 'signDisplay' does not exist in type 'NumberFormatOptions | undefined'.
intlNumberFormatES2020.ts(23,47): error TS2322: Type 'string' is not assignable to type '""literal"" | ""nan"" | ""infinity"" | ""percent"" | ""integer"" | ""group"" | ""decimal"" | ""fraction"" | ""plusSign"" | ""minusSign"" | ""percentSign"" | ""currency""'.
intlNumberFormatES2020.ts(23,58): error TS2322: Type 'string' is not assignable to type '""literal"" | ""nan"" | ""infinity"" | ""percent"" | ""integer"" | ""group"" | ""decimal"" | ""fraction"" | ""plusSign"" | ""minusSign"" | ""percentSign"" | ""currency""'.
intlNumberFormatES2020.ts(23,66): error TS2322: Type 'string' is not assignable to type '""literal"" | ""nan"" | ""infinity"" | ""percent"" | ""integer"" | ""group"" | ""decimal"" | ""fraction"" | ""plusSign"" | ""minusSign"" | ""percentSign"" | ""currency""'.
",,default
_submodules/TypeScript/tests/cases/conformance/es2020/localesObjectArgument.ts,,"localesObjectArgument.ts(33,22): error TS2345: Argument of type 'Locale[]' is not assignable to parameter of type 'string | string[]'.
localesObjectArgument.ts(36,37): error TS2345: Argument of type 'Locale[]' is not assignable to parameter of type 'string | string[]'.
localesObjectArgument.ts(47,19): error TS2345: Argument of type 'Locale[]' is not assignable to parameter of type 'string | string[]'.
localesObjectArgument.ts(50,34): error TS2345: Argument of type 'Locale[]' is not assignable to parameter of type 'string | string[]'.
localesObjectArgument.ts(53,25): error TS2345: Argument of type 'Locale[]' is not assignable to parameter of type 'string | string[]'.
localesObjectArgument.ts(56,40): error TS2345: Argument of type 'Locale[]' is not assignable to parameter of type 'string | string[]'.
localesObjectArgument.ts(60,23): error TS2345: Argument of type 'Locale[]' is not assignable to parameter of type 'string | string[]'.
",,default
_submodules/TypeScript/tests/cases/conformance/es2020/modules/exportAsNamespace5.ts,,"one.ts(2,14): error TS2503: Cannot find namespace 'ns'.
",,default
_submodules/TypeScript/tests/cases/conformance/es2021/intlDateTimeFormatRangeES2021.ts,,"intlDateTimeFormatRangeES2021.ts(1,27): error TS2339: Property 'formatRange' does not exist on type 'DateTimeFormat'.
intlDateTimeFormatRangeES2021.ts(2,44): error TS2339: Property 'formatRangeToParts' does not exist on type 'DateTimeFormat'.
",,default
_submodules/TypeScript/tests/cases/conformance/es2023/intlNumberFormatES2023.ts,,"intlNumberFormatES2023.ts(8,34): error TS2353: Object literal may only specify known properties, and 'roundingPriority' does not exist in type 'NumberFormatOptions | undefined'.
intlNumberFormatES2023.ts(11,58): error TS2353: Object literal may only specify known properties, and 'signDisplay' does not exist in type 'NumberFormatOptions | undefined'.
intlNumberFormatES2023.ts(15,32): error TS2345: Argument of type '{ useGrouping: string; }' is not assignable to parameter of type 'NumberFormatOptions'.
  Types of property 'useGrouping' are incompatible.
    Type '""true""' is not assignable to type 'boolean | undefined'.
intlNumberFormatES2023.ts(16,32): error TS2345: Argument of type '{ useGrouping: string; }' is not assignable to parameter of type 'NumberFormatOptions'.
  Types of property 'useGrouping' are incompatible.
    Type '""always""' is not assignable to type 'boolean | undefined'.
intlNumberFormatES2023.ts(19,32): error TS2339: Property 'formatRange' does not exist on type 'NumberFormat'.
intlNumberFormatES2023.ts(20,32): error TS2339: Property 'formatRange' does not exist on type 'NumberFormat'.
intlNumberFormatES2023.ts(21,32): error TS2339: Property 'formatRangeToParts' does not exist on type 'NumberFormat'.
intlNumberFormatES2023.ts(22,32): error TS2339: Property 'formatRangeToParts' does not exist on type 'NumberFormat'.
intlNumberFormatES2023.ts(25,39): error TS2345: Argument of type 'string' is not assignable to parameter of type 'number'.
intlNumberFormatES2023.ts(26,32): error TS2339: Property 'formatRange' does not exist on type 'NumberFormat'.
intlNumberFormatES2023.ts(27,32): error TS2339: Property 'formatRangeToParts' does not exist on type 'NumberFormat'.
intlNumberFormatES2023.ts(28,39): error TS2345: Argument of type 'string' is not assignable to parameter of type 'number'.
intlNumberFormatES2023.ts(29,39): error TS2345: Argument of type 'string' is not assignable to parameter of type 'number'.
intlNumberFormatES2023.ts(30,39): error TS2345: Argument of type 'string' is not assignable to parameter of type 'number'.
intlNumberFormatES2023.ts(40,4): error TS2339: Property 'formatRangeToParts' does not exist on type 'NumberFormat'.
intlNumberFormatES2023.ts(41,12): error TS7006: Parameter 'part' implicitly has an 'any' type.
intlNumberFormatES2023.ts(42,9): error TS7006: Parameter 'part' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/conformance/es2025/syncIteratorHelpers.ts,,"syncIteratorHelpers.ts(2,20): error TS2362: The left-hand side of an arithmetic operation must be of type 'any', 'number', 'bigint' or an enum type.
syncIteratorHelpers.ts(3,17): error TS2362: The left-hand side of an arithmetic operation must be of type 'any', 'number', 'bigint' or an enum type.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/Symbols/symbolProperty2.ts,,"symbolProperty2.ts(4,5): error TS1117: An object literal cannot have multiple properties with the same name.
symbolProperty2.ts(5,9): error TS1117: An object literal cannot have multiple properties with the same name.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/Symbols/symbolProperty20.ts,,"symbolProperty20.ts(7,24): error TS7006: Parameter 's' implicitly has an 'any' type.
symbolProperty20.ts(8,26): error TS7006: Parameter 'n' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/Symbols/symbolProperty22.ts,,"symbolProperty22.ts(7,33): error TS7006: Parameter 's' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/Symbols/symbolProperty51.ts,,"symbolProperty51.ts(5,10): error TS2708: Cannot use namespace 'Symbol' as a value.
symbolProperty51.ts(5,17): error TS2339: Property 'iterator' does not exist on type 'typeof Symbol'.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/Symbols/symbolProperty61.ts,,"symbolProperty61.ts(7,26): error TS2304: Cannot find name ''.
symbolProperty61.ts(29,6): error TS2345: Argument of type 'MyObservable' is not assignable to parameter of type '{ [Symbol.obs]: () => { subscribe: (next: (val: T) => void) => void; }; }'.
  Property '[Symbol.obs]' is missing in type 'MyObservable' but required in type '{ [Symbol.obs]: () => { subscribe: (next: (val: T) => void) => void; }; }'.
symbolProperty61.ts(29,23): error TS2345: Argument of type '42' is not assignable to parameter of type 'T'.
  'T' could be instantiated with an arbitrary type which could be unrelated to '42'.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/classDeclaration/emitClassDeclarationWithExtensionInES6.ts,,"emitClassDeclarationWithExtensionInES6.ts(20,19): error TS2554: Expected 0 arguments, but got 2.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/computedProperties/computedPropertyNamesContextualType1_ES5.ts,,"computedPropertyNamesContextualType1_ES5.ts(7,14): error TS7006: Parameter 'y' implicitly has an 'any' type.
computedPropertyNamesContextualType1_ES5.ts(8,15): error TS7006: Parameter 'y' implicitly has an 'any' type.
",,target=es2015
_submodules/TypeScript/tests/cases/conformance/es6/computedProperties/computedPropertyNamesContextualType1_ES6.ts,,"computedPropertyNamesContextualType1_ES6.ts(7,14): error TS7006: Parameter 'y' implicitly has an 'any' type.
computedPropertyNamesContextualType1_ES6.ts(8,15): error TS7006: Parameter 'y' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/computedProperties/computedPropertyNamesContextualType2_ES5.ts,,"computedPropertyNamesContextualType2_ES5.ts(7,14): error TS7006: Parameter 'y' implicitly has an 'any' type.
computedPropertyNamesContextualType2_ES5.ts(8,15): error TS7006: Parameter 'y' implicitly has an 'any' type.
",,target=es2015
_submodules/TypeScript/tests/cases/conformance/es6/computedProperties/computedPropertyNamesContextualType2_ES6.ts,,"computedPropertyNamesContextualType2_ES6.ts(7,14): error TS7006: Parameter 'y' implicitly has an 'any' type.
computedPropertyNamesContextualType2_ES6.ts(8,15): error TS7006: Parameter 'y' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/computedProperties/computedPropertyNamesContextualType3_ES5.ts,,"computedPropertyNamesContextualType3_ES5.ts(6,14): error TS7006: Parameter 'y' implicitly has an 'any' type.
computedPropertyNamesContextualType3_ES5.ts(7,15): error TS7006: Parameter 'y' implicitly has an 'any' type.
",,target=es2015
_submodules/TypeScript/tests/cases/conformance/es6/computedProperties/computedPropertyNamesContextualType3_ES6.ts,,"computedPropertyNamesContextualType3_ES6.ts(6,14): error TS7006: Parameter 'y' implicitly has an 'any' type.
computedPropertyNamesContextualType3_ES6.ts(7,15): error TS7006: Parameter 'y' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/decorators/class/method/parameter/decoratorOnClassMethodParameter1.es6.ts,,"decoratorOnClassMethodParameter1.es6.ts(4,5): error TS2391: Function implementation is missing or not immediately following the declaration.
decoratorOnClassMethodParameter1.es6.ts(4,5): error TS7010: 'method', which lacks return-type annotation, implicitly has an 'any' return type.
decoratorOnClassMethodParameter1.es6.ts(4,12): error TS1138: Parameter declaration expected.
decoratorOnClassMethodParameter1.es6.ts(4,17): error TS2564: Property 'p' has no initializer and is not definitely assigned in the constructor.
decoratorOnClassMethodParameter1.es6.ts(4,26): error TS1442: Expected '=' for property initializer.
decoratorOnClassMethodParameter1.es6.ts(4,28): error TS1068: Unexpected token. A constructor, method, accessor, or property was expected.
decoratorOnClassMethodParameter1.es6.ts(5,1): error TS1128: Declaration or statement expected.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/destructuring/declarationInAmbientContext.ts,,"declarationInAmbientContext.ts(1,13): error TS1182: A destructuring declaration must have an initializer.
declarationInAmbientContext.ts(2,13): error TS1182: A destructuring declaration must have an initializer.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/for-ofStatements/for-of13.ts,,"for-of13.ts(2,6): error TS2454: Variable 'v' is used before being assigned.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/for-ofStatements/for-of18.ts,,"for-of18.ts(14,6): error TS2454: Variable 'v' is used before being assigned.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/for-ofStatements/for-of49.ts,,"for-of49.ts(3,7): error TS2454: Variable 'k' is used before being assigned.
for-of49.ts(3,14): error TS2454: Variable 'v' is used before being assigned.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/for-ofStatements/for-of9.ts,,"for-of9.ts(2,6): error TS2454: Variable 'v' is used before being assigned.
for-of9.ts(3,6): error TS2454: Variable 'v' is used before being assigned.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/modules/defaultExportInAwaitExpression02.ts,,"a.ts(1,24): error TS2345: Argument of type '(resolve: (value: unknown | PromiseLike<unknown>) => void, reject: (reason: any | undefined) => void) => void' is not assignable to parameter of type '(resolve: (value: T | PromiseLike<T>) => void, reject: (reason: any | undefined) => void) => void'.
  Types of parameters 'resolve' and 'resolve' are incompatible.
    Type '(value: T | PromiseLike<T>) => void' is not assignable to type '(value: unknown | PromiseLike<unknown>) => void'.
      Types of parameters 'value' and 'value' are incompatible.
        Type 'unknown | PromiseLike<unknown>' is not assignable to type 'T | PromiseLike<T>'.
          Type 'unknown' is not assignable to type 'T | PromiseLike<T>'.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/shorthandPropertyAssignment/objectLiteralShorthandPropertiesAssignment.ts,,"objectLiteralShorthandPropertiesAssignment.ts(12,5): error TS2353: Object literal may only specify known properties, and 'id' does not exist in type '{ name: string; }'.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/templates/taggedTemplateStringsPlainCharactersThatArePartsOfEscapes01.ts,,"taggedTemplateStringsPlainCharactersThatArePartsOfEscapes01.ts(5,1): error TS1434: Unexpected keyword or identifier.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/templates/taggedTemplateStringsPlainCharactersThatArePartsOfEscapes01_ES6.ts,,"taggedTemplateStringsPlainCharactersThatArePartsOfEscapes01_ES6.ts(5,1): error TS1434: Unexpected keyword or identifier.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/templates/taggedTemplateStringsPlainCharactersThatArePartsOfEscapes02_ES6.ts,,"taggedTemplateStringsPlainCharactersThatArePartsOfEscapes02_ES6.ts(5,1): error TS1434: Unexpected keyword or identifier.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/templates/taggedTemplateStringsWithOverloadResolution2.ts,,"taggedTemplateStringsWithOverloadResolution2.ts(7,14): error TS1005: ',' expected.
taggedTemplateStringsWithOverloadResolution2.ts(16,14): error TS1005: ',' expected.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/templates/taggedTemplateStringsWithOverloadResolution2_ES6.ts,,"taggedTemplateStringsWithOverloadResolution2_ES6.ts(7,14): error TS1005: ',' expected.
taggedTemplateStringsWithOverloadResolution2_ES6.ts(16,14): error TS1005: ',' expected.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/templates/taggedTemplateStringsWithTagsTypedAsAny.ts,,"taggedTemplateStringsWithTagsTypedAsAny.ts(3,1): error TS1434: Unexpected keyword or identifier.
taggedTemplateStringsWithTagsTypedAsAny.ts(5,1): error TS1434: Unexpected keyword or identifier.
taggedTemplateStringsWithTagsTypedAsAny.ts(7,7): error TS1005: ';' expected.
taggedTemplateStringsWithTagsTypedAsAny.ts(9,7): error TS1005: ';' expected.
taggedTemplateStringsWithTagsTypedAsAny.ts(11,1): error TS1434: Unexpected keyword or identifier.
taggedTemplateStringsWithTagsTypedAsAny.ts(11,9): error TS2339: Property 'member' does not exist on type 'string'.
taggedTemplateStringsWithTagsTypedAsAny.ts(13,1): error TS1434: Unexpected keyword or identifier.
taggedTemplateStringsWithTagsTypedAsAny.ts(13,23): error TS2339: Property 'member' does not exist on type 'string'.
taggedTemplateStringsWithTagsTypedAsAny.ts(15,1): error TS1434: Unexpected keyword or identifier.
taggedTemplateStringsWithTagsTypedAsAny.ts(17,1): error TS1434: Unexpected keyword or identifier.
taggedTemplateStringsWithTagsTypedAsAny.ts(19,1): error TS1434: Unexpected keyword or identifier.
taggedTemplateStringsWithTagsTypedAsAny.ts(19,32): error TS1005: ';' expected.
taggedTemplateStringsWithTagsTypedAsAny.ts(21,1): error TS1434: Unexpected keyword or identifier.
taggedTemplateStringsWithTagsTypedAsAny.ts(21,46): error TS1005: ';' expected.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/templates/taggedTemplateStringsWithTagsTypedAsAnyES6.ts,,"taggedTemplateStringsWithTagsTypedAsAnyES6.ts(2,1): error TS1434: Unexpected keyword or identifier.
taggedTemplateStringsWithTagsTypedAsAnyES6.ts(4,1): error TS1434: Unexpected keyword or identifier.
taggedTemplateStringsWithTagsTypedAsAnyES6.ts(6,7): error TS1005: ';' expected.
taggedTemplateStringsWithTagsTypedAsAnyES6.ts(8,7): error TS1005: ';' expected.
taggedTemplateStringsWithTagsTypedAsAnyES6.ts(10,1): error TS1434: Unexpected keyword or identifier.
taggedTemplateStringsWithTagsTypedAsAnyES6.ts(10,9): error TS2339: Property 'member' does not exist on type 'string'.
taggedTemplateStringsWithTagsTypedAsAnyES6.ts(12,1): error TS1434: Unexpected keyword or identifier.
taggedTemplateStringsWithTagsTypedAsAnyES6.ts(12,23): error TS2339: Property 'member' does not exist on type 'string'.
taggedTemplateStringsWithTagsTypedAsAnyES6.ts(14,1): error TS1434: Unexpected keyword or identifier.
taggedTemplateStringsWithTagsTypedAsAnyES6.ts(16,1): error TS1434: Unexpected keyword or identifier.
taggedTemplateStringsWithTagsTypedAsAnyES6.ts(18,1): error TS1434: Unexpected keyword or identifier.
taggedTemplateStringsWithTagsTypedAsAnyES6.ts(18,32): error TS1005: ';' expected.
taggedTemplateStringsWithTagsTypedAsAnyES6.ts(20,1): error TS1434: Unexpected keyword or identifier.
taggedTemplateStringsWithTagsTypedAsAnyES6.ts(20,46): error TS1005: ';' expected.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/templates/taggedTemplatesWithTypeArguments1.ts,,"taggedTemplatesWithTypeArguments1.ts(11,7): error TS7006: Parameter 'stuff' implicitly has an 'any' type.
taggedTemplatesWithTypeArguments1.ts(13,7): error TS7006: Parameter 'stuff' implicitly has an 'any' type.
taggedTemplatesWithTypeArguments1.ts(15,7): error TS7006: Parameter 'stuff' implicitly has an 'any' type.
taggedTemplatesWithTypeArguments1.ts(22,27): error TS1155: 'const' declarations must be initialized.
taggedTemplatesWithTypeArguments1.ts(22,35): error TS1155: 'const' declarations must be initialized.
taggedTemplatesWithTypeArguments1.ts(22,43): error TS1155: 'const' declarations must be initialized.
taggedTemplatesWithTypeArguments1.ts(22,50): error TS1005: ',' expected.
taggedTemplatesWithTypeArguments1.ts(22,52): error TS1134: Variable declaration expected.
taggedTemplatesWithTypeArguments1.ts(24,7): error TS7006: Parameter 'stuff' implicitly has an 'any' type.
taggedTemplatesWithTypeArguments1.ts(26,7): error TS7006: Parameter 'stuff' implicitly has an 'any' type.
taggedTemplatesWithTypeArguments1.ts(28,7): error TS7006: Parameter 'stuff' implicitly has an 'any' type.
taggedTemplatesWithTypeArguments1.ts(37,39): error TS7006: Parameter 'input' implicitly has an 'any' type.
taggedTemplatesWithTypeArguments1.ts(38,3): error TS2339: Property 'returnedObjProp' does not exist on type 'boolean'.
taggedTemplatesWithTypeArguments1.ts(39,3): error TS2339: Property 'returnedObjProp' does not exist on type 'boolean'.
taggedTemplatesWithTypeArguments1.ts(40,3): error TS2339: Property 'returnedObjProp' does not exist on type 'boolean'.
taggedTemplatesWithTypeArguments1.ts(42,25): error TS7006: Parameter 'input' implicitly has an 'any' type.
taggedTemplatesWithTypeArguments1.ts(43,3): error TS2339: Property 'returnedObjProp' does not exist on type 'boolean'.
taggedTemplatesWithTypeArguments1.ts(44,3): error TS2339: Property 'returnedObjProp' does not exist on type 'boolean'.
taggedTemplatesWithTypeArguments1.ts(45,3): error TS2339: Property 'returnedObjProp' does not exist on type 'boolean'.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/yieldExpressions/generatorOverloads4.ts,,"generatorOverloads4.ts(4,17): error TS2355: A function whose declared type is neither 'undefined', 'void', nor 'any' must return a value.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/yieldExpressions/generatorOverloads5.ts,,"generatorOverloads5.ts(4,26): error TS2355: A function whose declared type is neither 'undefined', 'void', nor 'any' must return a value.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/yieldExpressions/generatorTypeCheck1.ts,,"generatorTypeCheck1.ts(1,17): error TS2355: A function whose declared type is neither 'undefined', 'void', nor 'any' must return a value.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/yieldExpressions/generatorTypeCheck10.ts,,"generatorTypeCheck10.ts(2,5): error TS2322: Type 'undefined' is not assignable to type 'IterableIterator<any>'.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/yieldExpressions/generatorTypeCheck2.ts,,"generatorTypeCheck2.ts(1,17): error TS2355: A function whose declared type is neither 'undefined', 'void', nor 'any' must return a value.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/yieldExpressions/generatorTypeCheck26.ts,,"generatorTypeCheck26.ts(2,11): error TS7006: Parameter 'x' implicitly has an 'any' type.
generatorTypeCheck26.ts(3,13): error TS7006: Parameter 'x' implicitly has an 'any' type.
generatorTypeCheck26.ts(4,12): error TS7006: Parameter 'x' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/yieldExpressions/generatorTypeCheck27.ts,,"generatorTypeCheck27.ts(1,16): error TS2355: A function whose declared type is neither 'undefined', 'void', nor 'any' must return a value.
generatorTypeCheck27.ts(3,15): error TS7006: Parameter 'x' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/yieldExpressions/generatorTypeCheck28.ts,,"generatorTypeCheck28.ts(1,16): error TS2355: A function whose declared type is neither 'undefined', 'void', nor 'any' must return a value.
generatorTypeCheck28.ts(4,19): error TS7006: Parameter 'x' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/yieldExpressions/generatorTypeCheck29.ts,,"generatorTypeCheck29.ts(1,17): error TS2355: A function whose declared type is neither 'undefined', 'void', nor 'any' must return a value.
generatorTypeCheck29.ts(3,15): error TS7006: Parameter 'x' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/yieldExpressions/generatorTypeCheck3.ts,,"generatorTypeCheck3.ts(1,17): error TS2355: A function whose declared type is neither 'undefined', 'void', nor 'any' must return a value.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/yieldExpressions/generatorTypeCheck30.ts,,"generatorTypeCheck30.ts(1,17): error TS2355: A function whose declared type is neither 'undefined', 'void', nor 'any' must return a value.
generatorTypeCheck30.ts(3,15): error TS7006: Parameter 'x' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/yieldExpressions/generatorTypeCheck4.ts,,"generatorTypeCheck4.ts(1,17): error TS2355: A function whose declared type is neither 'undefined', 'void', nor 'any' must return a value.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/yieldExpressions/generatorTypeCheck45.ts,,"generatorTypeCheck45.ts(3,9): error TS2345: Argument of type '() => void' is not assignable to parameter of type '() => Iterator<(x: any) => unknown>'.
  Type 'void' is not assignable to type 'Iterator<(x: any) => unknown>'.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/yieldExpressions/generatorTypeCheck46.ts,,"generatorTypeCheck46.ts(3,9): error TS2345: Argument of type '() => void' is not assignable to parameter of type '() => Iterable<(x: any) => unknown>'.
  Type 'void' is not assignable to type 'Iterable<(x: any) => unknown>'.
",,default
_submodules/TypeScript/tests/cases/conformance/es6/yieldExpressions/generatorTypeCheck64.ts,,"generatorTypeCheck64.ts(1,17): error TS2355: A function whose declared type is neither 'undefined', 'void', nor 'any' must return a value.
generatorTypeCheck64.ts(3,15): error TS7006: Parameter 'x' implicitly has an 'any' type.
generatorTypeCheck64.ts(7,17): error TS2355: A function whose declared type is neither 'undefined', 'void', nor 'any' must return a value.
generatorTypeCheck64.ts(9,12): error TS7006: Parameter 'x' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/conformance/esDecorators/esDecorators-contextualTypes.2.ts,,"esDecorators-contextualTypes.2.ts(25,9): error TS2322: Type '(args: any) => any' is not assignable to type '(args: Args) => Return'.
esDecorators-contextualTypes.2.ts(25,32): error TS7019: Rest parameter 'args' implicitly has an 'any[]' type.
esDecorators-contextualTypes.2.ts(26,77): error TS2339: Property 'toString' does not exist on type 'string | symbol'.
",,default
_submodules/TypeScript/tests/cases/conformance/esnext/logicalAssignment/logicalAssignment11.ts,,"logicalAssignment11.ts(5,1): error TS18048: 'd' is possibly 'undefined'.
logicalAssignment11.ts(9,1): error TS18048: 'e' is possibly 'undefined'.
",,target=es2015
_submodules/TypeScript/tests/cases/conformance/esnext/logicalAssignment/logicalAssignment11.ts,,"logicalAssignment11.ts(5,1): error TS18048: 'd' is possibly 'undefined'.
logicalAssignment11.ts(9,1): error TS18048: 'e' is possibly 'undefined'.
",,target=es2020
_submodules/TypeScript/tests/cases/conformance/esnext/logicalAssignment/logicalAssignment11.ts,,"logicalAssignment11.ts(5,1): error TS18048: 'd' is possibly 'undefined'.
logicalAssignment11.ts(9,1): error TS18048: 'e' is possibly 'undefined'.
",,target=esnext
