norm_name,go_func,go_recv,go_file,rust_func,rust_file,rust_impl,match_type,score,aligned,marked_round,note
scan_class_string_disjunction_contents,scanClassStringDisjunctionContents,regExpParser,tsc/internal/scanner/regexp.go:809,scan_class_string_disjunction_contents,tsox-frontend/src/scanner/regexp_class_set_operand.rs:42,RegExpParser,exact,1.0,,,
scan_comments,,,,scan_comments,tsox-frontend/src/scanner/tests.rs:133,,rust_only,0.0,,,
scan_conflict_marker_trivia,scanConflictMarkerTrivia,,tsc/internal/scanner/scanner.go:2443,scan_conflict_marker_trivia,tsox-frontend/src/scanner/is_conflict_marker_trivia.rs:29,,exact,1.0,,,
scan_decimal_escape,scanDecimalEscape,regExpParser,tsc/internal/scanner/regexp.go:434,scan_decimal_escape,tsox-frontend/src/scanner/regexp_escapes_reg_exp_parser.rs:38,RegExpParser,exact,1.0,,,
scan_digits,scanDigits,Scanner,tsc/internal/scanner/scanner.go:2089,scan_digits,tsox-frontend/src/scanner/regexp_pattern.rs:281,RegExpParser,exact,1.0,,,
scan_digits,scanDigits,regExpParser,tsc/internal/scanner/regexp.go:1067,scan_digits,tsox-frontend/src/scanner/regexp_pattern.rs:281,RegExpParser,exact,1.0,,,
scan_disjunction,scanDisjunction,regExpParser,tsc/internal/scanner/regexp.go:156,scan_disjunction,tsox-frontend/src/scanner/regexp_pattern.rs:13,RegExpParser,exact,1.0,,,
scan_error,scanError,Parser,tsc/internal/parser/parser.go:318,,,,go_only,0.0,,,
scan_escape_sequence,scanEscapeSequence,Scanner,tsc/internal/scanner/scanner.go:1689,scan_escape_sequence,tsox-frontend/src/scanner/impl_chunk_scanner_4.rs:46;tsox-frontend/src/scanner/regexp_escapes_reg_exp_parser.rs:99,RegExpParser;Scanner,exact,1.0,,,
scan_expected_char,scanExpectedChar,regExpParser,tsc/internal/scanner/regexp.go:1059,scan_expected_char,tsox-frontend/src/scanner/regexp_cursor.rs:73,RegExpParser,exact,1.0,,,
scan_group_name,scanGroupName,regExpParser,tsc/internal/scanner/regexp.go:500,scan_group_name,tsox-frontend/src/scanner/regexp_escapes_reg_exp_parser.rs:292,RegExpParser,exact,1.0,,,
scan_hex_digits,scanHexDigits,Scanner,tsc/internal/scanner/scanner.go:2101,,,,go_only,0.0,,,
scan_identifier,scanIdentifier,Scanner,tsc/internal/scanner/scanner.go:1484,scan_identifier,tsox-frontend/src/scanner/impl_chunk_scanner_3.rs:6,Scanner,exact,1.0,,,
scan_identifier_escape,scanIdentifierEscape,Scanner,tsc/internal/scanner/scanner.go:1560,scan_identifier_escape_part,tsox-frontend/src/scanner/impl_chunk_scanner_3.rs:64,Scanner,fuzzy,0.898,,,
scan_identifier_name,,,,scan_identifier_name,tsox-frontend/src/scanner/regexp_escapes_reg_exp_parser_2.rs:6,RegExpParser,rust_only,0.0,,,
scan_identifier_parts,scanIdentifierParts,Scanner,tsc/internal/scanner/scanner.go:1530,,,,go_only,0.0,,,
scan_identifiers_and_keywords,,,,scan_identifiers_and_keywords,tsox-frontend/src/scanner/tests.rs:18,,rust_only,0.0,,,
scan_invalid_character,scanInvalidCharacter,Scanner,tsc/internal/scanner/scanner.go:2206,,,,go_only,0.0,,,
scan_js_doc_comment_for_tags,scanJSDocCommentForTags,Scanner,tsc/internal/scanner/scanner.go:358,scan_jsdoc_comment_for_tags,tsox-frontend/src/scanner/is_jsx_line_break.rs:246,,fuzzy,0.982,,,
scan_js_doc_comment_text_token,ScanJSDocCommentTextToken,Scanner,tsc/internal/scanner/scanner.go:1356,scan_jsdoc_comment_text_token,tsox-frontend/src/scanner/impl_chunk_scanner_7.rs:90,Scanner,fuzzy,0.983,,,
scan_js_doc_token,ScanJSDocToken,Scanner,tsc/internal/scanner/scanner.go:1400,scan_jsdoc_token,tsox-frontend/src/scanner/impl_chunk_scanner_7.rs:6,Scanner,fuzzy,0.97,,,
scan_jsdoc_comment_for_tags_helper,,,,scan_jsdoc_comment_for_tags_helper,tsox-frontend/src/scanner/tests.rs:984,,rust_only,0.0,,,
scan_jsx_attribute_value,scanJsxAttributeValue,Parser,tsc/internal/parser/parser.go:4965,scan_jsx_attribute_value,tsox-frontend/src/parser/impl_chunk_parser_2.rs:13;tsox-frontend/src/scanner/impl_chunk_scanner_6.rs:295,Parser;Scanner,exact,1.0,,,
scan_jsx_attribute_value,ScanJsxAttributeValue,Scanner,tsc/internal/scanner/scanner.go:1330,scan_jsx_attribute_value,tsox-frontend/src/parser/impl_chunk_parser_2.rs:13;tsox-frontend/src/scanner/impl_chunk_scanner_6.rs:295,Parser;Scanner,exact,1.0,,,
scan_jsx_identifier,scanJsxIdentifier,Parser,tsc/internal/parser/parser.go:4960,scan_jsx_identifier,tsox-frontend/src/parser/impl_chunk_parser_2.rs:6;tsox-frontend/src/scanner/impl_chunk_scanner_6.rs:259,Parser;Scanner,exact,1.0,,,
scan_jsx_identifier,ScanJsxIdentifier,Scanner,tsc/internal/scanner/scanner.go:1317,scan_jsx_identifier,tsox-frontend/src/parser/impl_chunk_parser_2.rs:6;tsox-frontend/src/scanner/impl_chunk_scanner_6.rs:259,Parser;Scanner,exact,1.0,,,
scan_jsx_text,scanJsxText,Parser,tsc/internal/parser/parser.go:4955,scan_jsx_text,tsox-frontend/src/parser/impl_chunk_parser.rs:395,Parser,exact,1.0,,,
scan_jsx_token,ScanJsxToken,Scanner,tsc/internal/scanner/scanner.go:1245,scan_jsx_token,tsox-frontend/src/scanner/impl_chunk_scanner_6.rs:181,Scanner,exact,1.0,,,
scan_jsx_token_ex,ScanJsxTokenEx,Scanner,tsc/internal/scanner/scanner.go:1249,scan_jsx_token_ex,tsox-frontend/src/scanner/impl_chunk_scanner_6.rs:185,Scanner,exact,1.0,,,
scan_low_surrogate_escape,scanLowSurrogateEscape,Scanner,tsc/internal/scanner/scanner.go:1911,,,,go_only,0.0,,,
scan_navigation_token,scanNavigationToken,,tsc/internal/astnav/tokens.go:15,,,,go_only,0.0,,,
scan_non_ascii_unknown_characters_do_not_split_utf8,,,,scan_non_ascii_unknown_characters_do_not_split_utf8,tsox-frontend/src/scanner/tests.rs:107,,rust_only,0.0,,,
scan_non_whitespace,scanNonWhitespace,,tsc/internal/ls/jsdoc_snippet.go:475,scan_whitespace,tsox-frontend/src/scanner/impl_chunk_scanner_2.rs:321,Scanner,fuzzy,0.882,,,
scan_number,scanNumber,Scanner,tsc/internal/scanner/scanner.go:1943,scan_number,tsox-frontend/src/scanner/scan_number_literal.rs:13,Scanner,exact,1.0,,,
scan_number_fragment,scanNumberFragment,Scanner,tsc/internal/scanner/scanner.go:2043,,,,go_only,0.0,,,
scan_number_fragment_with_sep,,,,scan_number_fragment_with_sep,tsox-frontend/src/scanner/scan_number_literal.rs:184,Scanner,rust_only,0.0,,,
scan_numbers,,,,scan_numbers,tsox-frontend/src/scanner/tests.rs:48,,rust_only,0.0,,,
scan_pattern_modifiers,scanPatternModifiers,regExpParser,tsc/internal/scanner/regexp.go:377,scan_pattern_modifiers,tsox-frontend/src/scanner/regexp_pattern.rs:246,RegExpParser,exact,1.0,,,
scan_punctuation,,,,scan_punctuation,tsox-frontend/src/scanner/impl_chunk_scanner_5.rs:53;tsox-frontend/src/scanner/tests.rs:98,Scanner,rust_only,0.0,,,
scan_shebang_at_file_start_is_trivia,,,,scan_shebang_at_file_start_is_trivia,tsox-frontend/src/scanner/tests.rs:40,,rust_only,0.0,,,
scan_shebang_trivia,scanShebangTrivia,,tsc/internal/scanner/scanner.go:2484,scan_shebang_trivia,tsox-frontend/src/scanner/is_jsx_line_break.rs:286,,exact,1.0,,,
scan_single_line_comment,,,,scan_single_line_comment,tsox-frontend/src/scanner/impl_chunk_scanner_2.rs:345,Scanner,rust_only,0.0,,,
scan_source_character,scanSourceCharacter,regExpParser,tsc/internal/scanner/regexp.go:1016,scan_source_character,tsox-frontend/src/scanner/regexp_cursor.rs:110,RegExpParser,exact,1.0,,,
scan_start_of_declaration,scanStartOfDeclaration,Parser,tsc/internal/parser/parser.go:6127,scan_start_of_declaration,tsox-frontend/src/parser/impl_chunk_parser_5.rs:6,Parser,exact,1.0,,,
scan_start_of_named_tuple_element,scanStartOfNamedTupleElement,Parser,tsc/internal/parser/parser.go:3687,is_start_of_named_tuple_element,tsox-frontend/src/parser/types_parser_3.rs:143,Parser,fuzzy,0.938,,,
scan_string,scanString,Scanner,tsc/internal/scanner/scanner.go:1585,scan_string,tsox-frontend/src/scanner/impl_chunk_scanner_4.rs:6,Scanner,exact,1.0,,,
scan_string_escape_sequences,,,,scan_string_escape_sequences,tsox-frontend/src/scanner/tests.rs:74,,rust_only,0.0,,,
scan_string_ex,,,,scan_string_ex,tsox-frontend/src/scanner/impl_chunk_scanner_4.rs:11,Scanner,rust_only,0.0,,,
scan_string_preserves_lone_surrogates,,,,scan_string_preserves_lone_surrogates,tsox-frontend/src/scanner/tests.rs:1512,,rust_only,0.0,,,
scan_strings,,,,scan_strings,tsox-frontend/src/scanner/tests.rs:65,,rust_only,0.0,,,
scan_template,,,,scan_template,tsox-frontend/src/scanner/impl_chunk_scanner_5.rs:6,Scanner,rust_only,0.0,,,
scan_template_and_set_token_value,scanTemplateAndSetTokenValue,Scanner,tsc/internal/scanner/scanner.go:1637,,,,go_only,0.0,,,
scan_template_continuation,,,,scan_template_continuation,tsox-frontend/src/scanner/impl_chunk_scanner_2.rs:266,Scanner,rust_only,0.0,,,
scan_template_continuation_ex,,,,scan_template_continuation_ex,tsox-frontend/src/scanner/impl_chunk_scanner_2.rs:270,Scanner,rust_only,0.0,,,
scan_template_ex,,,,scan_template_ex,tsox-frontend/src/scanner/impl_chunk_scanner_5.rs:12,Scanner,rust_only,0.0,,,
scan_token_at_position,ScanTokenAtPosition,,tsc/internal/scanner/scanner.go:2515,,,,go_only,0.0,,,
scan_tokens,,,,scan_tokens,tsox-lsp/src/ls/completions_context.rs:24,,rust_only,0.0,,,
scan_type_member_start,scanTypeMemberStart,Parser,tsc/internal/parser/parser.go:5982,,,,go_only,0.0,,,
scan_unicode_escape,scanUnicodeEscape,Scanner,tsc/internal/scanner/scanner.go:1854,scan_unicode_escape,tsox-frontend/src/scanner/impl_chunk_scanner_3.rs:86,Scanner,exact,1.0,,,
scan_word_characters,scanWordCharacters,regExpParser,tsc/internal/scanner/regexp.go:1004,scan_word_characters,tsox-frontend/src/scanner/regexp_pattern.rs:289,RegExpParser,exact,1.0,,,
scanner_reaches_arrow_before_line_end,,,,scanner_reaches_arrow_before_line_end,tsox-frontend/src/parser/expressions_parser_2.rs:152,Parser,rust_only,0.0,,,
schedule_cleanup_locked,scheduleCleanupLocked,checkerPool,tsc/internal/project/checkerpool.go:396,,,,go_only,0.0,,,
schedule_diagnostics_refresh,ScheduleDiagnosticsRefresh,Session,tsc/internal/project/session.go:570,schedule_diagnostics_refresh,tsox-lsp/src/project/session_session.rs:245,Session,exact,1.0,,,
schedule_diagnostics_refresh,scheduleDiagnosticsRefresh,Session,tsc/internal/project/session.go:577,schedule_diagnostics_refresh,tsox-lsp/src/project/session_session.rs:245,Session,exact,1.0,,,
schedule_flush_locked,scheduleFlushLocked,Watcher,tsc/internal/lsp/lspwatcher/lspwatcher.go:499,,,,go_only,0.0,,,
schedule_idle_cache_clean,scheduleIdleCacheClean,Session,tsc/internal/project/session.go:726,schedule_idle_cache_clean,tsox-lsp/src/project/session_session.rs:277,Session,exact,1.0,,,
schedule_snapshot_update,ScheduleSnapshotUpdate,Session,tsc/internal/project/session.go:640,schedule_snapshot_update,tsox-lsp/src/project/session_session.rs:224,Session,exact,1.0,,,
scope_restores_state,,,,scope_restores_state,tsox-core/src/collections/cow_tests.rs:4,,rust_only,0.0,,,
scope_stack_lookup,,,,scope_stack_lookup,tsox-checker/src/checker/checker_resolve_checker_walk_scopes.rs:7,Checker,rust_only,0.0,,,
script_kind_from_file_name_matches_go_mapping,,,,script_kind_from_file_name_matches_go_mapping,tsox-frontend/src/parser/tests.rs:337,,rust_only,0.0,,,
script_range,scriptRange,,tsc/internal/testutil/contentmappertest/hoisting.go:88,,,,go_only,0.0,,,
script_target_name,,,,script_target_name,tsox-tsoptions/src/tsoptions/parse_module_resolution.rs:27,,rust_only,0.0,,,
search,Search,View,tsc/internal/ls/autoimport/view.go:79,search,tsox-lsp/src/ls/autoimport_view.rs:71,View,exact,1.0,,,
search,search,View,tsc/internal/ls/autoimport/view.go:106,search,tsox-lsp/src/ls/autoimport_view.rs:71,View,exact,1.0,,,
search_by_export_id,SearchByExportID,View,tsc/internal/ls/autoimport/view.go:96,search_by_export_id,tsox-lsp/src/ls/autoimport_view.rs:75,View,exact,1.0,,,
search_empty,,,,search_empty,tsox-core/src/core/binary_search_tests.rs:20,,rust_only,0.0,,,
search_for_imported_symbol,searchForImportedSymbol,refState,tsc/internal/ls/findallreferences.go:2462,,,,go_only,0.0,,,
search_for_imports_of_export,searchForImportsOfExport,refState,tsc/internal/ls/findallreferences.go:2471,,,,go_only,0.0,,,
search_for_name,searchForName,refState,tsc/internal/ls/findallreferences.go:2739,,,,go_only,0.0,,,
search_found,,,,search_found,tsox-core/src/core/binary_search_tests.rs:4,,rust_only,0.0,,,
search_implementation_file,searchImplementationFile,sourceDefResolver,tsc/internal/ls/sourcedefinition.go:285,,,,go_only,0.0,,,
search_not_found,,,,search_not_found,tsox-core/src/core/binary_search_tests.rs:12,,rust_only,0.0,,,
search_word_prefix,SearchWordPrefix,,tsc/internal/ls/autoimport/index.go:54,search_word_prefix,tsox-lsp/src/ls/autoimport_index.rs:54,Index,exact,1.0,,,
seed_inferred_project_for_program,seedInferredProjectForProgram,ProjectCollectionBuilder,tsc/internal/project/projectcollectionbuilder.go:1135,,,,go_only,0.0,,,
seen_file,SeenFile,sourceFS,tsc/internal/project/snapshotfs.go:755,,,,go_only,0.0,,,
seen_file_or_missing_parent_directory,SeenFileOrMissingParentDirectory,sourceFS,tsc/internal/project/snapshotfs.go:762,,,,go_only,0.0,,,
segment_groups_at_original_position,segmentGroupsAtOriginalPosition,originalIndex,tsc/internal/spanmap/spanmap.go:741,,,,go_only,0.0,,,
segment_index_at,segmentIndexAt,SpanMap,tsc/internal/spanmap/spanmap.go:378,,,,go_only,0.0,,,
segments,Segments,SpanMap,tsc/internal/spanmap/spanmap.go:231,,,,go_only,0.0,,,
segments_at_original_position,segmentsAtOriginalPosition,originalIndex,tsc/internal/spanmap/spanmap.go:693,,,,go_only,0.0,,,
segments_ending_after_position,segmentsEndingAfterPosition,originalIndex,tsc/internal/spanmap/spanmap.go:704,,,,go_only,0.0,,,
select_code_fix_diagnostic,selectCodeFixDiagnostic,,tsc/internal/fourslash/fourslash.go:6046,,,,go_only,0.0,,,
select_diagnostic_based_on_module_name,selectDiagnosticBasedOnModuleName,,tsc/internal/transformers/declarations/diagnostics.go:64,,,,go_only,0.0,,,
select_diagnostic_based_on_module_name_no_name_check,selectDiagnosticBasedOnModuleNameNoNameCheck,,tsc/internal/transformers/declarations/diagnostics.go:74,,,,go_only,0.0,,,
select_expression_of_call_or_new_expression_or_decorator,selectExpressionOfCallOrNewExpressionOrDecorator,,tsc/internal/ast/utilities.go:3668,,,,go_only,0.0,,,
select_flags_by_meaning,,,,select_flags_by_meaning,tsox-checker/src/checker/hover_display.rs:292,Checker,rust_only,0.0,,,
select_line,selectLine,FourslashTest,tsc/internal/fourslash/fourslash.go:3959,,,,go_only,0.0,,,
select_packages_by_name,selectPackagesByName,,tsc/internal/testutil/autoimporttestutil/fixtures.go:544,,,,go_only,0.0,,,
select_range,selectRange,FourslashTest,tsc/internal/fourslash/fourslash.go:3971,,,,go_only,0.0,,,
select_tag_name_of_jsx_opening_like_element,selectTagNameOfJsxOpeningLikeElement,,tsc/internal/ast/utilities.go:3682,,,,go_only,0.0,,,
select_tag_of_tagged_template_expression,selectTagOfTaggedTemplateExpression,,tsc/internal/ast/utilities.go:3675,,,,go_only,0.0,,,
self_member_name_text,,,,self_member_name_text,tsox-checker/src/checker/checker_class_dup_declarations.rs:281,Checker,rust_only,0.0,,,
self_reference_location_exempts,,,,self_reference_location_exempts,tsox-checker/src/checker/checker_resolve_checker.rs:75,Checker,rust_only,0.0,,,
semantic_token_lsp_range,semanticTokenLSPRange,,tsc/internal/ls/semantictokens.go:210,,,,go_only,0.0,,,
semantic_tokens_legend,SemanticTokensLegend,,tsc/internal/ls/semantictokens.go:109,,,,go_only,0.0,,,
semicolon_option,semicolonOption,,tsc/internal/format/rulecontext.go:22,,,,go_only,0.0,,,
send,send,Server,tsc/internal/lsp/server.go:1138,,,,go_only,0.0,,,
send_changed_paths,SendChangedPaths,MockWatchBackend,tsc/internal/execute/tsctests/mock_watch_backend.go:153,,,,go_only,0.0,,,
send_client_request,sendClientRequest,,tsc/internal/lsp/server.go:1053,send_client_request,tsox-lsp/src/lsp/server_request_handler.rs:210,Server,exact,1.0,,,
send_client_request_fire_and_forget,sendClientRequestFireAndForget,,tsc/internal/lsp/server.go:1090,send_client_request_fire_and_forget,tsox-lsp/src/lsp/server_in_memory_ls_host.rs:62,InMemoryLsHost,exact,1.0,,,
send_error,sendError,Server,tsc/internal/lsp/server.go:1108,,,,go_only,0.0,,,
send_events,SendEvents,MockWatchBackend,tsc/internal/execute/tsctests/mock_watch_backend.go:95,,,,go_only,0.0,,,
send_log_message,sendLogMessage,logger,tsc/internal/lsp/logger.go:48,send_log_message,tsox-lsp/src/lsp/logger.rs:69,Logger,exact,1.0,,,
send_notification,sendNotification,,tsc/internal/fourslash/fourslash.go:776,send_notification,tsox-lsp/src/lsp/server_in_memory_ls_host.rs:66;tsox-lsp/src/lsp/server_request_handler.rs:201,InMemoryLsHost;Server,exact,1.0,,,
send_notification,sendNotification,,tsc/internal/lsp/server.go:1129,send_notification,tsox-lsp/src/lsp/server_in_memory_ls_host.rs:66;tsox-lsp/src/lsp/server_request_handler.rs:201,InMemoryLsHost;Server,exact,1.0,,,
send_notification,SendNotification,,tsc/internal/testutil/lsptestutil/lspclient.go:317,send_notification,tsox-lsp/src/lsp/server_in_memory_ls_host.rs:66;tsox-lsp/src/lsp/server_request_handler.rs:201,InMemoryLsHost;Server,exact,1.0,,,
send_overflow,SendOverflow,MockWatchBackend,tsc/internal/execute/tsctests/mock_watch_backend.go:134,,,,go_only,0.0,,,
send_performance_telemetry,sendPerformanceTelemetry,Session,tsc/internal/project/session.go:800,,,,go_only,0.0,,,
send_progress,sendProgress,serverProgressReporter,tsc/internal/lsp/progress.go:52,send_progress,tsox-lsp/src/lsp/progress.rs:22,,exact,1.0,,,
send_project_info_telemetry,sendProjectInfoTelemetry,Session,tsc/internal/project/session.go:938,send_project_info_telemetry,tsox-lsp/src/project/session_session_2.rs:124,Session,exact,1.0,,,
send_project_info_telemetry_for_new_projects,sendProjectInfoTelemetryForNewProjects,Session,tsc/internal/project/session.go:922,,,,go_only,0.0,,,
send_request,sendRequest,,tsc/internal/fourslash/fourslash.go:739,,,,go_only,0.0,,,
send_request,SendRequest,,tsc/internal/testutil/lsptestutil/lspclient.go:250,,,,go_only,0.0,,,
send_request_and_baseline_worker,sendRequestAndBaselineWorker,,tsc/internal/fourslash/fourslash.go:744,,,,go_only,0.0,,,
send_request_async,SendRequestAsync,,tsc/internal/testutil/lsptestutil/lspclient.go:265,,,,go_only,0.0,,,
send_request_worker,SendRequestWorker,LSPClient,tsc/internal/testutil/lsptestutil/lspclient.go:282,,,,go_only,0.0,,,
send_response,sendResponse,Server,tsc/internal/lsp/server.go:1133,,,,go_only,0.0,,,
send_result,sendResult,Server,tsc/internal/lsp/server.go:1096,,,,go_only,0.0,,,
send_telemetry,SendTelemetry,Server,tsc/internal/lsp/server.go:730,send_telemetry,tsox-lsp/src/project/client.rs:40;tsox-lsp/src/project/client.rs:99,NopClient,exact,1.0,,,
sequence,sequence,eventList,tsc/internal/fswatch/event.go:238,,,,go_only,0.0,,,
serialize,,,,serialize,tsox-core/src/collections/ordered_map.rs:123;tsox-core/src/core/tristate.rs:44;tsox-lsp/src/jsonrpc/jsonrpc.rs:11,Id;JsonrpcVersion;Message;OrderedMap;Tristate,rust_only,0.0,,,
serialize_big_int_constructor,serializeBigIntConstructor,metadataSerializer,tsc/internal/transformers/tstransforms/typeserializer.go:388,,,,go_only,0.0,,,
serialize_compiler_options,serializeCompilerOptions,,tsc/internal/tsoptions/showconfig.go:165,,,,go_only,0.0,,,
serialize_constructors,serializeConstructors,NodeBuilderImpl,tsc/internal/checker/nodebuilder_hover.go:317,,,,go_only,0.0,,,
serialize_entity_name_as_expression,serializeEntityNameAsExpression,metadataSerializer,tsc/internal/transformers/tstransforms/typeserializer.go:405,,,,go_only,0.0,,,
serialize_entity_name_as_expression_fallback,serializeEntityNameAsExpressionFallback,metadataSerializer,tsc/internal/transformers/tstransforms/typeserializer.go:433,,,,go_only,0.0,,,
serialize_enum_value,serializeEnumValue,,tsc/internal/tsoptions/showconfig.go:280,,,,go_only,0.0,,,
serialize_field,serializeField,,tsc/internal/ls/lsutil/userpreferences.go:826,,,,go_only,0.0,,,
serialize_implied_option_value,serializeImpliedOptionValue,,tsc/internal/tsoptions/showconfig.go:365,,,,go_only,0.0,,,
serialize_index_signatures_of_type,serializeIndexSignaturesOfType,NodeBuilderImpl,tsc/internal/checker/nodebuilder_hover.go:369,,,,go_only,0.0,,,
serialize_inferred_return_type_for_signature,serializeInferredReturnTypeForSignature,NodeBuilderImpl,tsc/internal/checker/nodebuilderimpl.go:1812,,,,go_only,0.0,,,
serialize_literal_of_literal_type_node,serializeLiteralOfLiteralTypeNode,metadataSerializer,tsc/internal/transformers/tstransforms/typeserializer.go:295,,,,go_only,0.0,,,
serialize_namespace_member,serializeNamespaceMember,NodeBuilderImpl,tsc/internal/checker/nodebuilder_hover.go:385,,,,go_only,0.0,,,
serialize_parameter_types_of_node,SerializeParameterTypesOfNode,metadataSerializer,tsc/internal/transformers/tstransforms/typeserializer.go:41,,,,go_only,0.0,,,
serialize_parameter_types_of_node,serializeParameterTypesOfNode,metadataSerializer,tsc/internal/transformers/tstransforms/typeserializer.go:110,,,,go_only,0.0,,,
serialize_properties_with_truncation,serializePropertiesWithTruncation,NodeBuilderImpl,tsc/internal/checker/nodebuilder_hover.go:299,,,,go_only,0.0,,,
serialize_qualified_name_as_expression,serializeQualifiedNameAsExpression,metadataSerializer,tsc/internal/transformers/tstransforms/typeserializer.go:425,,,,go_only,0.0,,,
serialize_return_type_for_signature,SerializeReturnTypeForSignature,NodeBuilder,tsc/internal/checker/nodebuilder.go:117,,,,go_only,0.0,,,
serialize_return_type_for_signature,serializeReturnTypeForSignature,NodeBuilderImpl,tsc/internal/checker/nodebuilderimpl.go:2090,,,,go_only,0.0,,,
serialize_return_type_of_node,SerializeReturnTypeOfNode,metadataSerializer,tsc/internal/transformers/tstransforms/typeserializer.go:48,,,,go_only,0.0,,,
serialize_return_type_of_node,serializeReturnTypeOfNode,metadataSerializer,tsc/internal/transformers/tstransforms/typeserializer.go:151,,,,go_only,0.0,,,
serialize_state,serializeState,TestSys,tsc/internal/execute/tsctests/sys.go:427,,,,go_only,0.0,,,
serialize_type_alias_for_namespace,serializeTypeAliasForNamespace,NodeBuilderImpl,tsc/internal/checker/nodebuilder_hover.go:558,,,,go_only,0.0,,,
serialize_type_for_declaration,SerializeTypeForDeclaration,NodeBuilder,tsc/internal/checker/nodebuilder.go:134,,,,go_only,0.0,,,
serialize_type_for_declaration,serializeTypeForDeclaration,NodeBuilderImpl,tsc/internal/checker/nodebuilderimpl.go:2248,,,,go_only,0.0,,,
serialize_type_for_expression,SerializeTypeForExpression,NodeBuilder,tsc/internal/checker/nodebuilder.go:140,,,,go_only,0.0,,,
serialize_type_for_expression,serializeTypeForExpression,NodeBuilderImpl,tsc/internal/checker/nodebuilderimpl.go:1806,,,,go_only,0.0,,,
serialize_type_name,serializeTypeName,NodeBuilderImpl,tsc/internal/checker/nodebuilderimpl.go:442,serialize_type_name,tsox-checker/src/checker/nodecopy_builder.rs:210,NodeBuilderImpl,exact,1.0,,,
serialize_type_node,serializeTypeNode,metadataSerializer,tsc/internal/transformers/tstransforms/typeserializer.go:178,,,,go_only,0.0,,,
serialize_type_of_node,SerializeTypeOfNode,metadataSerializer,tsc/internal/transformers/tstransforms/typeserializer.go:34,,,,go_only,0.0,,,
serialize_type_of_node,serializeTypeOfNode,metadataSerializer,tsc/internal/transformers/tstransforms/typeserializer.go:93,,,,go_only,0.0,,,
serialize_type_parameters_for_signature,SerializeTypeParametersForSignature,NodeBuilder,tsc/internal/checker/nodebuilder.go:126,,,,go_only,0.0,,,
serialize_type_reference_node,serializeTypeReferenceNode,metadataSerializer,tsc/internal/transformers/tstransforms/typeserializer.go:326,,,,go_only,0.0,,,
serialize_union_or_intersection_constituents,serializeUnionOrIntersectionConstituents,metadataSerializer,tsc/internal/transformers/tstransforms/typeserializer.go:242,,,,go_only,0.0,,,
serialized_diff,SerializedDiff,FSDiffer,tsc/internal/testutil/fsbaselineutil/differ.go:42,,,,go_only,0.0,,,
serialized_state,serializedState,FourslashTest,tsc/internal/fourslash/statebaseline.go:100,,,,go_only,0.0,,,
serve,Serve,,tsc/internal/testutil/contentmappertest/spawner.go:13,,,,go_only,0.0,,,
server_timing_snapshot,serverTimingSnapshot,,tsc/internal/ipc/timing.go:119,,,,go_only,0.0,,,
session,Session,Fixture,tsc/internal/testutil/autoimporttestutil/fixtures.go:111,,,,go_only,0.0,,,
session,Session,MonorepoFixture,tsc/internal/testutil/autoimporttestutil/fixtures.go:130,,,,go_only,0.0,,,
session,Session,Server,tsc/internal/lsp/server.go:255,,,,go_only,0.0,,,
set,Set,,tsc/internal/collections/cow.go:28,set,tsox-checker/src/checker/relater_relation.rs:155;tsox-core/src/collections/cow.rs:46;tsox-core/src/collections/ordered_map.rs:38;+6more,CopyOnWriteMap;DirtyBox;MapBuilder;ModuleResolutionCache;OrderedMap;Relation;TypeRefDirectiveResolutionCache,exact,1.0,,,
set,Set,,tsc/internal/collections/ordered_map.go:60,set,tsox-checker/src/checker/relater_relation.rs:155;tsox-core/src/collections/cow.rs:46;tsox-core/src/collections/ordered_map.rs:38;+6more,CopyOnWriteMap;DirtyBox;MapBuilder;ModuleResolutionCache;OrderedMap;Relation;TypeRefDirectiveResolutionCache,exact,1.0,,,
set,Set,,tsc/internal/project/dirty/box.go:30,set,tsox-checker/src/checker/relater_relation.rs:155;tsox-core/src/collections/cow.rs:46;tsox-core/src/collections/ordered_map.rs:38;+6more,CopyOnWriteMap;DirtyBox;MapBuilder;ModuleResolutionCache;OrderedMap;Relation;TypeRefDirectiveResolutionCache,exact,1.0,,,
set,Set,,tsc/internal/project/dirty/mapbuilder.go:27,set,tsox-checker/src/checker/relater_relation.rs:155;tsox-core/src/collections/cow.rs:46;tsox-core/src/collections/ordered_map.rs:38;+6more,CopyOnWriteMap;DirtyBox;MapBuilder;ModuleResolutionCache;OrderedMap;Relation;TypeRefDirectiveResolutionCache,exact,1.0,,,
set,Set,DirWatchSet,tsc/internal/execute/watchmanager/watchmanager.go:311,set,tsox-checker/src/checker/relater_relation.rs:155;tsox-core/src/collections/cow.rs:46;tsox-core/src/collections/ordered_map.rs:38;+6more,CopyOnWriteMap;DirtyBox;MapBuilder;ModuleResolutionCache;OrderedMap;Relation;TypeRefDirectiveResolutionCache,exact,1.0,,,
set,Set,InfoCache,tsc/internal/packagejson/cache.go:190,set,tsox-checker/src/checker/relater_relation.rs:155;tsox-core/src/collections/cow.rs:46;tsox-core/src/collections/ordered_map.rs:38;+6more,CopyOnWriteMap;DirtyBox;MapBuilder;ModuleResolutionCache;OrderedMap;Relation;TypeRefDirectiveResolutionCache,exact,1.0,,,
