norm_name,go_func,go_recv,go_file,rust_func,rust_file,rust_impl,match_type,score,aligned,marked_round,note
_ensure_script_kind,,,,_ensure_script_kind,tsox-compile/src/compiler/extract_reference_types_directives.rs:191,,rust_only,0.0,,,
abort_parsing_list_or_move_to_next_token,abortParsingListOrMoveToNextToken,Parser,tsc/internal/parser/parser.go:731,abort_parsing_list_or_move_to_next_token,tsox-frontend/src/parser/impl_chunk_parser_3.rs:164,Parser,exact,1.0,,,
abs,Abs,Number,tsc/internal/jsnum/jsnum.go:123,abs,tsox-core/src/jsnum/number.rs:46,Number,exact,1.0,,,
accept,Accept,PipeTransport,tsc/internal/ipc/transport.go:32,,,,go_only,0.0,,,
accept,Accept,StdioTransport,tsc/internal/ipc/transport.go:63,,,,go_only,0.0,,,
accepts_void,acceptsVoid,,tsc/internal/checker/checker.go:9359,,,,go_only,0.0,,,
access_expression_base,,,,access_expression_base,tsox-checker/src/binder/bind_js_assignment_declarations.rs:111,,rust_only,0.0,,,
access_in_property_initializer,,,,access_in_property_initializer,tsox-checker/src/checker/checker_statements_checker_3.rs:209,Checker,rust_only,0.0,,,
access_kind,accessKind,,tsc/internal/ast/ast.go:1430,access_kind,tsox-checker/src/checker/checker_resolve_access.rs:13,,exact,1.0,,,
access_private_identifier,accessPrivateIdentifier,classFieldsTransformer,tsc/internal/transformers/estransforms/classfields.go:3181,,,,go_only,0.0,,,
accessor_member_prop_type,,,,accessor_member_prop_type,tsox-checker/src/checker/typenode_references_interface_members_accessors.rs:239,Checker,rust_only,0.0,,,
accessor_sibling,,,,accessor_sibling,tsox-checker/src/checker/typenode_references_accessor_cycles.rs:35,Checker,rust_only,0.0,,,
acquire,Acquire,,tsc/internal/project/ownercache.go:48,acquire,tsox-core/src/core/semaphore.rs:4;tsox-core/src/core/semaphore.rs:30;tsox-core/src/core/semaphore.rs:57;+4more,LimitedSemaphore;OwnerCache;ParseCache;RefCountCache;UnlimitedSemaphore;WatchRegistry,exact,1.0,,,
acquire,Acquire,,tsc/internal/project/refcountcache.go:44,acquire,tsox-core/src/core/semaphore.rs:4;tsox-core/src/core/semaphore.rs:30;tsox-core/src/core/semaphore.rs:57;+4more,LimitedSemaphore;OwnerCache;ParseCache;RefCountCache;UnlimitedSemaphore;WatchRegistry,exact,1.0,,,
acquire,Acquire,LimitedSemaphore,tsc/internal/core/semaphore.go:40,acquire,tsox-core/src/core/semaphore.rs:4;tsox-core/src/core/semaphore.rs:30;tsox-core/src/core/semaphore.rs:57;+4more,LimitedSemaphore;OwnerCache;ParseCache;RefCountCache;UnlimitedSemaphore;WatchRegistry,exact,1.0,,,
acquire,Acquire,UnlimitedSemaphore,tsc/internal/core/semaphore.go:14,acquire,tsox-core/src/core/semaphore.rs:4;tsox-core/src/core/semaphore.rs:30;tsox-core/src/core/semaphore.rs:57;+4more,LimitedSemaphore;OwnerCache;ParseCache;RefCountCache;UnlimitedSemaphore;WatchRegistry,exact,1.0,,,
acquire,Acquire,host,tsc/internal/contentmapper/hostimpl.go:736,acquire,tsox-core/src/core/semaphore.rs:4;tsox-core/src/core/semaphore.rs:30;tsox-core/src/core/semaphore.rs:57;+4more,LimitedSemaphore;OwnerCache;ParseCache;RefCountCache;UnlimitedSemaphore;WatchRegistry,exact,1.0,,,
acquire,Acquire,watchRegistry,tsc/internal/project/watch.go:53,acquire,tsox-core/src/core/semaphore.rs:4;tsox-core/src/core/semaphore.rs:30;tsox-core/src/core/semaphore.rs:57;+4more,LimitedSemaphore;OwnerCache;ParseCache;RefCountCache;UnlimitedSemaphore;WatchRegistry,exact,1.0,,,
acquire_config_for_file,acquireConfigForFile,configFileRegistryBuilder,tsc/internal/project/configfileregistrybuilder.go:312,,,,go_only,0.0,,,
acquire_config_for_project,acquireConfigForProject,configFileRegistryBuilder,tsc/internal/project/configfileregistrybuilder.go:282,,,,go_only,0.0,,,
acquire_or_error,AcquireOrError,,tsc/internal/project/refcountcache.go:66,,,,go_only,0.0,,,
action,Action,ruleImpl,tsc/internal/format/rule.go:12,,,,go_only,0.0,,,
active_path,,,,active_path,tsox-lsp/src/fourslash/session.rs:335,Session,rust_only,0.0,,,
active_watches_locked,activeWatchesLocked,fsEventsBackend,tsc/internal/fswatch/fsevents_darwin.go:232,,,,go_only,0.0,,,
actual_json_type,ActualJSONType,,tsc/internal/packagejson/expected.go:69,actual_json_type,tsox-tsoptions/src/packagejson/expected.rs:25,Expected,exact,1.0,,,
ad_hoc_message,,,,ad_hoc_message,tsox-core/src/diagnostics/tests.rs:30,,rust_only,0.0,,,
add,add,,tsc/internal/checker/utilities.go:864,add,tsox-core/src/collections/cow.rs:123;tsox-core/src/collections/multimap.rs:34;tsox-core/src/collections/ordered_set.rs:32;+7more,Bucket;CopyOnWriteSet;DiagnosticsCollection;DirtyMap;LogTree;ModuleCompletionSet;MultiMap;Number;OrderedSet;Set,exact,1.0,,,
add,Add,,tsc/internal/collections/cow.go:66,add,tsox-core/src/collections/cow.rs:123;tsox-core/src/collections/multimap.rs:34;tsox-core/src/collections/ordered_set.rs:32;+7more,Bucket;CopyOnWriteSet;DiagnosticsCollection;DirtyMap;LogTree;ModuleCompletionSet;MultiMap;Number;OrderedSet;Set,exact,1.0,,,
add,Add,,tsc/internal/collections/multimap.go:36,add,tsox-core/src/collections/cow.rs:123;tsox-core/src/collections/multimap.rs:34;tsox-core/src/collections/ordered_set.rs:32;+7more,Bucket;CopyOnWriteSet;DiagnosticsCollection;DirtyMap;LogTree;ModuleCompletionSet;MultiMap;Number;OrderedSet;Set,exact,1.0,,,
add,Add,,tsc/internal/collections/ordered_set.go:18,add,tsox-core/src/collections/cow.rs:123;tsox-core/src/collections/multimap.rs:34;tsox-core/src/collections/ordered_set.rs:32;+7more,Bucket;CopyOnWriteSet;DiagnosticsCollection;DirtyMap;LogTree;ModuleCompletionSet;MultiMap;Number;OrderedSet;Set,exact,1.0,,,
add,Add,,tsc/internal/collections/set.go:24,add,tsox-core/src/collections/cow.rs:123;tsox-core/src/collections/multimap.rs:34;tsox-core/src/collections/ordered_set.rs:32;+7more,Bucket;CopyOnWriteSet;DiagnosticsCollection;DirtyMap;LogTree;ModuleCompletionSet;MultiMap;Number;OrderedSet;Set,exact,1.0,,,
add,Add,,tsc/internal/collections/syncset.go:14,add,tsox-core/src/collections/cow.rs:123;tsox-core/src/collections/multimap.rs:34;tsox-core/src/collections/ordered_set.rs:32;+7more,Bucket;CopyOnWriteSet;DiagnosticsCollection;DirtyMap;LogTree;ModuleCompletionSet;MultiMap;Number;OrderedSet;Set,exact,1.0,,,
add,Add,,tsc/internal/project/dirty/map.go:91,add,tsox-core/src/collections/cow.rs:123;tsox-core/src/collections/multimap.rs:34;tsox-core/src/collections/ordered_set.rs:32;+7more,Bucket;CopyOnWriteSet;DiagnosticsCollection;DirtyMap;LogTree;ModuleCompletionSet;MultiMap;Number;OrderedSet;Set,exact,1.0,,,
add,Add,DiagnosticsCollection,tsc/internal/ast/diagnostic.go:269,add,tsox-core/src/collections/cow.rs:123;tsox-core/src/collections/multimap.rs:34;tsox-core/src/collections/ordered_set.rs:32;+7more,Bucket;CopyOnWriteSet;DiagnosticsCollection;DirtyMap;LogTree;ModuleCompletionSet;MultiMap;Number;OrderedSet;Set,exact,1.0,,,
add,add,LogTree,tsc/internal/project/logging/logtree.go:52,add,tsox-core/src/collections/cow.rs:123;tsox-core/src/collections/multimap.rs:34;tsox-core/src/collections/ordered_set.rs:32;+7more,Bucket;CopyOnWriteSet;DiagnosticsCollection;DirtyMap;LogTree;ModuleCompletionSet;MultiMap;Number;OrderedSet;Set,exact,1.0,,,
add,add,TupleNormalizer,tsc/internal/checker/checker.go:23772,add,tsox-core/src/collections/cow.rs:123;tsox-core/src/collections/multimap.rs:34;tsox-core/src/collections/ordered_set.rs:32;+7more,Bucket;CopyOnWriteSet;DiagnosticsCollection;DirtyMap;LogTree;ModuleCompletionSet;MultiMap;Number;OrderedSet;Set,exact,1.0,,,
add,add,debounce,tsc/internal/fswatch/debounce.go:50,add,tsox-core/src/collections/cow.rs:123;tsox-core/src/collections/multimap.rs:34;tsox-core/src/collections/ordered_set.rs:32;+7more,Bucket;CopyOnWriteSet;DiagnosticsCollection;DirtyMap;LogTree;ModuleCompletionSet;MultiMap;Number;OrderedSet;Set,exact,1.0,,,
add,add,diffTable,tsc/internal/fourslash/statebaseline.go:130,add,tsox-core/src/collections/cow.rs:123;tsox-core/src/collections/multimap.rs:34;tsox-core/src/collections/ordered_set.rs:32;+7more,Bucket;CopyOnWriteSet;DiagnosticsCollection;DirtyMap;LogTree;ModuleCompletionSet;MultiMap;Number;OrderedSet;Set,exact,1.0,,,
add,add,diffTableWriter,tsc/internal/fourslash/statebaseline.go:173,add,tsox-core/src/collections/cow.rs:123;tsox-core/src/collections/multimap.rs:34;tsox-core/src/collections/ordered_set.rs:32;+7more,Bucket;CopyOnWriteSet;DiagnosticsCollection;DirtyMap;LogTree;ModuleCompletionSet;MultiMap;Number;OrderedSet;Set,exact,1.0,,,
add,add,moduleCompletionNameAndKindSet,tsc/internal/ls/string_completions.go:1249,add,tsox-core/src/collections/cow.rs:123;tsox-core/src/collections/multimap.rs:34;tsox-core/src/collections/ordered_set.rs:32;+7more,Bucket;CopyOnWriteSet;DiagnosticsCollection;DirtyMap;LogTree;ModuleCompletionSet;MultiMap;Number;OrderedSet;Set,exact,1.0,,,
add,Add,realpathAliasSet,tsc/internal/project/snapshotfs.go:40,add,tsox-core/src/collections/cow.rs:123;tsox-core/src/collections/multimap.rs:34;tsox-core/src/collections/ordered_set.rs:32;+7more,Bucket;CopyOnWriteSet;DiagnosticsCollection;DirtyMap;LogTree;ModuleCompletionSet;MultiMap;Number;OrderedSet;Set,exact,1.0,,,
add,add,stringTable,tsc/internal/api/encoder/stringtable.go:25,add,tsox-core/src/collections/cow.rs:123;tsox-core/src/collections/multimap.rs:34;tsox-core/src/collections/ordered_set.rs:32;+7more,Bucket;CopyOnWriteSet;DiagnosticsCollection;DirtyMap;LogTree;ModuleCompletionSet;MultiMap;Number;OrderedSet;Set,exact,1.0,,,
add,add,table,tsc/internal/execute/tsc/statistics.go:24,add,tsox-core/src/collections/cow.rs:123;tsox-core/src/collections/multimap.rs:34;tsox-core/src/collections/ordered_set.rs:32;+7more,Bucket;CopyOnWriteSet;DiagnosticsCollection;DirtyMap;LogTree;ModuleCompletionSet;MultiMap;Number;OrderedSet;Set,exact,1.0,,,
add,add,textWithContext,tsc/internal/fourslash/baselineutil.go:586,add,tsox-core/src/collections/cow.rs:123;tsox-core/src/collections/multimap.rs:34;tsox-core/src/collections/ordered_set.rs:32;+7more,Bucket;CopyOnWriteSet;DiagnosticsCollection;DirtyMap;LogTree;ModuleCompletionSet;MultiMap;Number;OrderedSet;Set,exact,1.0,,,
add_and_get,,,,add_and_get,tsox-core/src/collections/multimap_tests.rs:4,,rust_only,0.0,,,
add_antecedent,addAntecedent,Binder,tsc/internal/binder/binder.go:547,add_antecedent,tsox-checker/src/binder/flow_label.rs:16,FlowLabel,exact,1.0,,,
add_antecedent_to_flow,,,,add_antecedent_to_flow,tsox-checker/src/binder/flow_bind_binder.rs:161,Binder,rust_only,0.0,,,
add_automatic_type_directive_tasks,addAutomaticTypeDirectiveTasks,fileLoader,tsc/internal/compiler/fileloader.go:258,,,,go_only,0.0,,,
add_call_signature_member,,,,add_call_signature_member,tsox-checker/src/checker/typenode_references_interface_members_accessors.rs:252,Checker,rust_only,0.0,,,
add_changes,addChanges,,tsc/internal/ls/codeactions_fixclassincorrectlyimplementsinterface.go:107,add_changes,tsox-lsp/src/ls/code_actions_fix_implements.rs:41,LanguageService,exact,1.0,,,
add_class_modifiers,addClassModifiers,NodeBuilderImpl,tsc/internal/checker/nodebuilder_hover.go:187,,,,go_only,0.0,,,
add_class_static_this_references,addClassStaticThisReferences,refState,tsc/internal/ls/findallreferences.go:2325,,,,go_only,0.0,,,
add_completion_entries_from_paths,addCompletionEntriesFromPaths,LanguageService,tsc/internal/ls/string_completions.go:1373,,,,go_only,0.0,,,
add_completion_entries_from_paths_or_exports_or_imports,addCompletionEntriesFromPathsOrExportsOrImports,LanguageService,tsc/internal/ls/string_completions.go:1413,,,,go_only,0.0,,,
add_construct_signature_member,,,,add_construct_signature_member,tsox-checker/src/checker/typenode_references_interface_members_accessors.rs:287,Checker,rust_only,0.0,,,
add_constructor_properties,,,,add_constructor_properties,tsox-checker/src/checker/typenode_references_interface_members_accessors.rs:322,Checker,rust_only,0.0,,,
add_constructor_references,addConstructorReferences,refState,tsc/internal/ls/findallreferences.go:2299,,,,go_only,0.0,,,
add_content_mapper_statistics,addContentMapperStatistics,Statistics,tsc/internal/execute/tsc/statistics.go:132,,,,go_only,0.0,,,
add_declaration_to_late_bound_symbol,addDeclarationToLateBoundSymbol,Checker,tsc/internal/checker/checker.go:16397,,,,go_only,0.0,,,
add_declaration_to_symbol,addDeclarationToSymbol,Binder,tsc/internal/binder/binder.go:2542,,,,go_only,0.0,,,
add_deep_clone_reparse,addDeepCloneReparse,Parser,tsc/internal/parser/reparser.go:26,,,,go_only,0.0,,,
add_default_value_assignment_for_binding_pattern,addDefaultValueAssignmentForBindingPattern,EmitContext,tsc/internal/printer/emitcontext.go:856,,,,go_only,0.0,,,
add_default_value_assignment_for_initializer,addDefaultValueAssignmentForInitializer,EmitContext,tsc/internal/printer/emitcontext.go:892,,,,go_only,0.0,,,
add_default_value_assignment_if_needed,addDefaultValueAssignmentIfNeeded,EmitContext,tsc/internal/printer/emitcontext.go:843,,,,go_only,0.0,,,
add_default_value_assignments_if_needed,addDefaultValueAssignmentsIfNeeded,EmitContext,tsc/internal/printer/emitcontext.go:820,,,,go_only,0.0,,,
add_deferred_diagnostic,addDeferredDiagnostic,Checker,tsc/internal/checker/checker.go:14191,,,,go_only,0.0,,,
add_deprecated_suggestion,addDeprecatedSuggestion,Checker,tsc/internal/checker/checker.go:14254,,,,go_only,0.0,,,
add_deprecated_suggestion_with_signature,addDeprecatedSuggestionWithSignature,Checker,tsc/internal/checker/checker.go:8555,,,,go_only,0.0,,,
add_deprecated_suggestion_worker,addDeprecatedSuggestionWorker,Checker,tsc/internal/checker/checker.go:14259,,,,go_only,0.0,,,
add_diagnostic,addDiagnostic,Binder,tsc/internal/binder/binder.go:2744,,,,go_only,0.0,,,
add_diagnostic,addDiagnostic,Checker,tsc/internal/checker/checker.go:14202,,,,go_only,0.0,,,
add_diagnostic,addDiagnostic,SymbolTrackerSharedState,tsc/internal/transformers/declarations/tracker.go:245,,,,go_only,0.0,,,
add_duplicate_declaration_error,addDuplicateDeclarationError,Checker,tsc/internal/checker/checker.go:14448,,,,go_only,0.0,,,
add_duplicate_declaration_errors_for_symbols,addDuplicateDeclarationErrorsForSymbols,Checker,tsc/internal/checker/checker.go:14442,,,,go_only,0.0,,,
add_element_to_binding_pattern,addElementToBindingPattern,,tsc/internal/ls/autoimport/fix.go:331,,,,go_only,0.0,,,
add_emit_flags,AddEmitFlags,EmitContext,tsc/internal/printer/emitcontext.go:587,add_emit_flags,tsox-checker/src/checker/nodecopy_builder.rs:49,EmitContextStub,exact,1.0,,,
add_emit_helper,AddEmitHelper,EmitContext,tsc/internal/printer/emitcontext.go:713,,,,go_only,0.0,,,
add_enum_member_value_hints,addEnumMemberValueHints,inlayHintState,tsc/internal/ls/inlay_hints.go:360,,,,go_only,0.0,,,
add_error_or_suggestion,addErrorOrSuggestion,Checker,tsc/internal/checker/checker.go:14240,,,,go_only,0.0,,,
add_evolving_array_element_type,addEvolvingArrayElementType,Checker,tsc/internal/checker/flow.go:1557,add_evolving_array_element_type,tsox-checker/src/checker/checker_impl_chunk_checker_4.rs:123,Checker,exact,1.0,,,
add_exported_binding,addExportedBinding,externalModuleInfoCollector,tsc/internal/transformers/moduletransforms/externalmoduleinfo.go:175,,,,go_only,0.0,,,
add_exported_function_declaration,addExportedFunctionDeclaration,externalModuleInfoCollector,tsc/internal/transformers/moduletransforms/externalmoduleinfo.go:216,,,,go_only,0.0,,,
add_exported_name,addExportedName,externalModuleInfoCollector,tsc/internal/transformers/moduletransforms/externalmoduleinfo.go:183,,,,go_only,0.0,,,
add_exported_names_for_export_declaration,addExportedNamesForExportDeclaration,externalModuleInfoCollector,tsc/internal/transformers/moduletransforms/externalmoduleinfo.go:187,,,,go_only,0.0,,,
add_external_import,addExternalImport,externalModuleInfoCollector,tsc/internal/transformers/moduletransforms/externalmoduleinfo.go:179,,,,go_only,0.0,,,
add_file_to_affected_files_pending_emit,addFileToAffectedFilesPendingEmit,dtsMayChange,tsc/internal/execute/incremental/affectedfileshandler.go:20,,,,go_only,0.0,,,
add_file_to_affected_files_pending_emit,addFileToAffectedFilesPendingEmit,snapshot,tsc/internal/execute/incremental/snapshot.go:359,,,,go_only,0.0,,,
add_file_to_change_set,addFileToChangeSet,snapshot,tsc/internal/execute/incremental/snapshot.go:354,,,,go_only,0.0,,,
add_fs_entry_diff,addFsEntryDiff,FSDiffer,tsc/internal/testutil/fsbaselineutil/differ.go:111,,,,go_only,0.0,,,
add_generated_mapping,AddGeneratedMapping,Generator,tsc/internal/sourcemap/generator.go:261,add_generated_mapping,tsox-emit/src/sourcemap/mappings.rs:153;tsox-emit/src/sourcemap/tests.rs:147,Generator,exact,1.0,,,
add_generated_mapping_generated_character_cannot_be_negative,,,,add_generated_mapping_generated_character_cannot_be_negative,tsox-emit/src/sourcemap/tests.rs:249,,rust_only,0.0,,,
add_generated_mapping_generated_line_cannot_backtrack,,,,add_generated_mapping_generated_line_cannot_backtrack,tsox-emit/src/sourcemap/tests.rs:239,,rust_only,0.0,,,
add_generated_mapping_on_second_line_only,,,,add_generated_mapping_on_second_line_only,tsox-emit/src/sourcemap/tests.rs:155,,rust_only,0.0,,,
add_hoisted_function_declaration,AddHoistedFunctionDeclaration,EmitContext,tsc/internal/printer/emitcontext.go:177,,,,go_only,0.0,,,
add_if_absent,AddIfAbsent,,tsc/internal/collections/set.go:57,add_if_absent,tsox-core/src/collections/set.rs:38;tsox-core/src/core/bfs_sync_set.rs:17,Set;SyncSet,exact,1.0,,,
add_if_absent,AddIfAbsent,,tsc/internal/collections/syncset.go:21,add_if_absent,tsox-core/src/collections/set.rs:38;tsox-core/src/core/bfs_sync_set.rs:17,Set;SyncSet,exact,1.0,,,
add_implementation_references,addImplementationReferences,refState,tsc/internal/ls/findallreferences.go:2120,,,,go_only,0.0,,,
add_implementation_success_elaboration,addImplementationSuccessElaboration,Checker,tsc/internal/checker/checker.go:9865,,,,go_only,0.0,,,
add_implicit_semicolons,,,,add_implicit_semicolons,tsox-emit/src/emitter/text_transform_semicolons.rs:7,,rust_only,0.0,,,
add_implicit_semicolons_tracked,,,,add_implicit_semicolons_tracked,tsox-emit/src/emitter/text_transform_semicolons.rs:47,,rust_only,0.0,,,
add_implied_options,addImpliedOptions,,tsc/internal/tsoptions/showconfig.go:300,,,,go_only,0.0,,,
add_import_fix,AddImportFix,importAdder,tsc/internal/ls/autoimport/import_adder.go:189,add_import_fix,tsox-lsp/src/ls/autoimport_import_adder.rs:23;tsox-lsp/src/ls/autoimport_import_adder.rs:105,ImportAdder,exact,1.0,,,
add_import_from_diagnostic,addImportFromDiagnostic,,tsc/internal/ls/codeactions_importfixes.go:153,,,,go_only,0.0,,,
add_import_from_exported_symbol,AddImportFromExportedSymbol,importAdder,tsc/internal/ls/autoimport/import_adder.go:102,add_import_from_exported_symbol,tsox-lsp/src/ls/autoimport_import_adder.rs:18;tsox-lsp/src/ls/autoimport_import_adder.rs:97,ImportAdder,exact,1.0,,,
add_import_type,addImportType,,tsc/internal/ls/autoimport/fix.go:138,,,,go_only,0.0,,,
add_include_reason,addIncludeReason,filesParser,tsc/internal/compiler/filesparser.go:588,,,,go_only,0.0,,,
add_index_signature_member,,,,add_index_signature_member,tsox-checker/src/checker/typenode_references_interface_members_accessors.rs:6,Checker,rust_only,0.0,,,
add_inferred_typing,addInferredTyping,,tsc/internal/project/ata/discovertypings.go:106,add_inferred_typing,tsox-lsp/src/project/ata_discover_typings.rs:110,TypeAcquisition,exact,1.0,,,
add_inferred_typings,addInferredTypings,,tsc/internal/project/ata/discovertypings.go:112,add_inferred_typings,tsox-lsp/src/project/ata_discover_typings.rs:117,TypeAcquisition,exact,1.0,,,
add_inherited_members,addInheritedMembers,Checker,tsc/internal/checker/checker.go:19919,,,,go_only,0.0,,,
add_initialization_statement,AddInitializationStatement,EmitContext,tsc/internal/printer/emitcontext.go:921,,,,go_only,0.0,,,
add_inline_assertion,addInlineAssertion,isolatedDeclarationsFixer,tsc/internal/ls/codeactions_fixmissingtypeannotation.go:321,,,,go_only,0.0,,,
add_instance_method_statements,addInstanceMethodStatements,classFieldsTransformer,tsc/internal/transformers/estransforms/classfields.go:2836,,,,go_only,0.0,,,
add_intra_expression_inference_site,addIntraExpressionInferenceSite,Checker,tsc/internal/checker/inference.go:1285,,,,go_only,0.0,,,
add_late_bound_assignment_declaration_to_symbol,addLateBoundAssignmentDeclarationToSymbol,Binder,tsc/internal/binder/binder.go:1008,,,,go_only,0.0,,,
add_lexical_declaration,AddLexicalDeclaration,EmitContext,tsc/internal/printer/emitcontext.go:237,,,,go_only,0.0,,,
add_line_of_jsx_text,addLineOfJsxText,,tsc/internal/transformers/jsxtransforms/jsx.go:785,,,,go_only,0.0,,,
add_local_project,AddLocalProject,fileMapBuilder,tsc/internal/testutil/autoimporttestutil/fixtures.go:457,,,,go_only,0.0,,,
add_mapping,addMapping,Generator,tsc/internal/sourcemap/generator.go:237,add_mapping,tsox-emit/src/sourcemap/mappings.rs:118,Generator,exact,1.0,,,
add_message_chain,AddMessageChain,Diagnostic,tsc/internal/ast/diagnostic.go:93,,,,go_only,0.0,,,
add_method_declaration_member,,,,add_method_declaration_member,tsox-checker/src/checker/typenode_references_interface_members_properties.rs:234,Checker,rust_only,0.0,,,
add_method_signature_member,,,,add_method_signature_member,tsox-checker/src/checker/typenode_references_interface_members_properties.rs:63,Checker,rust_only,0.0,,,
add_name,AddName,Generator,tsc/internal/sourcemap/generator.go:113,add_name,tsox-emit/src/sourcemap/generator.rs:111;tsox-emit/src/sourcemap/tests.rs:127,Generator,exact,1.0,,,
add_named_node_modules_package,AddNamedNodeModulesPackage,fileMapBuilder,tsc/internal/testutil/autoimporttestutil/fixtures.go:426,,,,go_only,0.0,,,
add_named_source_mapping,AddNamedSourceMapping,Generator,tsc/internal/sourcemap/generator.go:299,add_named_source_mapping,tsox-emit/src/sourcemap/mappings.rs:209;tsox-emit/src/sourcemap/tests.rs:212,Generator,exact,1.0,,,
add_named_source_mapping_generated_character_cannot_be_negative,,,,add_named_source_mapping_generated_character_cannot_be_negative,tsox-emit/src/sourcemap/tests.rs:328,,rust_only,0.0,,,
add_named_source_mapping_generated_line_cannot_backtrack,,,,add_named_source_mapping_generated_line_cannot_backtrack,tsox-emit/src/sourcemap/tests.rs:314,,rust_only,0.0,,,
add_named_source_mapping_name_index_is_out_of_range,,,,add_named_source_mapping_name_index_is_out_of_range,tsox-emit/src/sourcemap/tests.rs:382,,rust_only,0.0,,,
add_named_source_mapping_source_character_cannot_be_negative,,,,add_named_source_mapping_source_character_cannot_be_negative,tsox-emit/src/sourcemap/tests.rs:370,,rust_only,0.0,,,
add_named_source_mapping_source_index_is_out_of_range,,,,add_named_source_mapping_source_index_is_out_of_range,tsox-emit/src/sourcemap/tests.rs:342,,rust_only,0.0,,,
add_named_source_mapping_source_line_cannot_be_negative,,,,add_named_source_mapping_source_line_cannot_be_negative,tsox-emit/src/sourcemap/tests.rs:358,,rust_only,0.0,,,
add_named_source_mapping_with_previous_name,,,,add_named_source_mapping_with_previous_name,tsox-emit/src/sourcemap/tests.rs:224,,rust_only,0.0,,,
add_named_unions,addNamedUnions,Checker,tsc/internal/checker/checker.go:26175,,,,go_only,0.0,,,
add_namespace_qualifier,addNamespaceQualifier,,tsc/internal/ls/autoimport/fix.go:152,namespace_qualifier_of,tsox-checker/src/checker/nodebuilder_checker_9.rs:248,Checker,fuzzy,0.844,,,
add_node_modules_package,AddNodeModulesPackage,fileMapBuilder,tsc/internal/testutil/autoimporttestutil/fixtures.go:422,,,,go_only,0.0,,,
add_node_modules_packages,AddNodeModulesPackages,fileMapBuilder,tsc/internal/testutil/autoimporttestutil/fixtures.go:403,,,,go_only,0.0,,,
add_node_modules_packages_with_names,AddNodeModulesPackagesWithNames,fileMapBuilder,tsc/internal/testutil/autoimporttestutil/fixtures.go:411,,,,go_only,0.0,,,
add_node_outlining_spans,addNodeOutliningSpans,LanguageService,tsc/internal/ls/folding.go:117,add_node_outlining_spans,tsox-lsp/src/ls/folding.rs:37,LanguageService,exact,1.0,,,
add_optional_chain_undefined,,,,add_optional_chain_undefined,tsox-checker/src/checker/hover_display_symbol.rs:553,Checker,rust_only,0.0,,,
add_optional_type_marker,addOptionalTypeMarker,Checker,tsc/internal/checker/checker.go:20929,,,,go_only,0.0,,,
add_optional_undefined,,,,add_optional_undefined,tsox-checker/src/checker/checker_symbol_types_checker.rs:531,Checker,rust_only,0.0,,,
add_optionality,addOptionality,Checker,tsc/internal/checker/checker.go:18950,add_optionality,tsox-checker/src/checker/typenode_template_mapped_checker.rs:306,Checker,exact,1.0,,,
add_optionality_ex,addOptionalityEx,Checker,tsc/internal/checker/checker.go:18954,,,,go_only,0.0,,,
add_or_append_related,,,,add_or_append_related,tsox-frontend/src/ast/diagnostic.rs:108,DiagnosticsCollection,rust_only,0.0,,,
add_or_skip_lines_for_comparing,addOrSkipLinesForComparing,outputSanitizer,tsc/internal/execute/tsctests/sys.go:520,,,,go_only,0.0,,,
add_outlining_for_leading_comments_for_node,addOutliningForLeadingCommentsForNode,,tsc/internal/ls/folding.go:295,,,,go_only,0.0,,,
add_outlining_for_leading_comments_for_pos,addOutliningForLeadingCommentsForPos,,tsc/internal/ls/folding.go:302,,,,go_only,0.0,,,
add_output_line,addOutputLine,outputSanitizer,tsc/internal/execute/tsctests/sys.go:477,,,,go_only,0.0,,,
add_owner,AddOwner,,tsc/internal/project/ownercache.go:60,add_owner,tsox-lsp/src/project/extended_config_cache.rs:40;tsox-lsp/src/project/owner_cache.rs:48,ExtendedConfigCache;OwnerCache,exact,1.0,,,
add_package_json_dependencies,addPackageJsonDependencies,,tsc/internal/ls/autoimport/util.go:234,add_package_json_dependencies,tsox-lsp/src/ls/autoimport_util.rs:92,,exact,1.0,,,
add_package_json_watch_dirs,addPackageJsonWatchDirs,Orchestrator,tsc/internal/execute/build/orchestrator.go:578,,,,go_only,0.0,,,
add_package_json_with_dependencies,AddPackageJSONWithDependencies,fileMapBuilder,tsc/internal/testutil/autoimporttestutil/fixtures.go:478,,,,go_only,0.0,,,
add_package_json_with_dependencies_named,AddPackageJSONWithDependenciesNamed,fileMapBuilder,tsc/internal/testutil/autoimporttestutil/fixtures.go:483,,,,go_only,0.0,,,
add_parameter_hints,addParameterHints,inlayHintState,tsc/internal/ls/inlay_hints.go:374,add_parameter_name_hints,tsox-lsp/src/ls/inlay_hints.rs:111,LanguageService,fuzzy,0.884,,,
add_parameter_type_hint,addParameterTypeHint,inlayHintState,tsc/internal/ls/inlay_hints.go:286,,,,go_only,0.0,,,
add_parent_declaration_related_info,addParentDeclarationRelatedInfo,,tsc/internal/transformers/declarations/diagnostics.go:574,,,,go_only,0.0,,,
add_pending_expressions,addPendingExpressions,classFieldsTransformer,tsc/internal/transformers/estransforms/classfields.go:2936,,,,go_only,0.0,,,
add_private_identifier_auto_accessor_to_environment,addPrivateIdentifierAutoAccessorToEnvironment,classFieldsTransformer,tsc/internal/transformers/estransforms/classfields.go:3056,,,,go_only,0.0,,,
