key,seconds
compiler/declFileTypeAnnotationTypeAlias.ts,2.71
compiler/declFileTypeAnnotationTypeLiteral.ts,3.91
compiler/declFileTypeAnnotationTypeQuery.ts,2.80
compiler/declFileTypeAnnotationTypeReference.ts,2.90
compiler/declFileTypeAnnotationVisibilityErrorParameterOfFunction.ts,3.21
compiler/declFileTypeAnnotationVisibilityErrorTypeAlias.ts,3.62
compiler/declFileTypeAnnotationVisibilityErrorVariableDeclaration.ts,3.10
compiler/declFileTypeofFunction.ts,30.16
compiler/declarationEmitAliasesOfArrowsWillingToUseTypeof.ts,7.71
compiler/declarationEmitCastReusesTypeNode1.ts,5.11
compiler/declarationEmitCastReusesTypeNode2.ts,6.51
compiler/declarationEmitCastReusesTypeNode3.ts,6.21
compiler/declarationEmitCastReusesTypeNode4.ts,0.10
compiler/declarationEmitCastReusesTypeNode5.ts,7.61
compiler/declarationEmitClassMemberNameConflict.ts,3.91
compiler/declarationEmitClassMemberNameConflict2.ts,3.80
compiler/declarationEmitClassPrivateConstructor.ts,3.91
compiler/declarationEmitClassPrivateConstructor2.ts,4.31
compiler/declarationEmitClassSetAccessorParamNameInJs.ts,0.10
compiler/declarationEmitClassSetAccessorParamNameInJs2.ts,0.10
compiler/declarationEmitClassSetAccessorParamNameInJs3.ts,0.10
compiler/declarationEmitDestructuringArrayPattern2.ts,5.01
compiler/declarationEmitDetachedComment1.ts,3.82
compiler/declarationEmitDetachedComment2.ts,2.60
compiler/declarationEmitExactOptionalPropertyTypesNodeNotReused.ts,5.81
compiler/declarationEmitExpandoArrowFunctionParameter.ts,30.13
compiler/declarationEmitExportAssignment.ts,2.80
compiler/declarationEmitExportDeclaration.ts,3.81
compiler/declarationEmitExpressionInExtends6.ts,0.10
compiler/declarationEmitForGlobalishSpecifierSymlink.ts,0.10
compiler/declarationEmitForGlobalishSpecifierSymlink2.ts,0.10
compiler/declarationEmitImportSpecifierWithTsExtensionRelativeImport.ts,0.10
compiler/declarationEmitInvalidReferenceAllowJs.ts,0.10
compiler/declarationEmitJsExportAssignedArrowNoCrash.ts,0.10
compiler/declarationEmitLateBoundJSAssignments.ts,0.10
compiler/declarationEmitLateVisibleExpandoFunction.ts,0.10
compiler/declarationEmitMethodDeclaration.ts,0.10
compiler/declarationEmitModuleWithScopeMarker.ts,2.91
compiler/declarationEmitNoInvalidCommentReuse2.ts,0.10
compiler/declarationEmitOptionalParameterUndefined.ts,0.10
compiler/declarationEmitProtectedMembers.ts,3.31
compiler/declarationEmitResolvePackageJsonExportsFalse.ts,0.10
compiler/declarationEmitStripInternalExpandoFunction.ts,0.10
compiler/declarationEmitSymlinkPaths.ts,2.90
compiler/declarationEmitTransitiveImportOfHtmlDeclarationItem.ts,0.10
compiler/declarationEmitUnnessesaryTypeReferenceNotAdded.ts,3.31
compiler/declarationEmitWithDefaultAsComputedName.ts,2.60
compiler/declarationEmitWithDefaultAsComputedName2.ts,3.01
compiler/decoratorInJsFile.ts,0.10
compiler/decoratorInJsFile1.ts,0.10
compiler/decoratorMetadataElidedImport.ts,8.01
compiler/decoratorMetadataElidedImportOnDeclare.ts,6.81
compiler/decoratorMetadataForMethodWithNoReturnTypeAnnotation01.ts,0.10
compiler/decoratorMetadataOnInferredType.ts,0.11
compiler/decoratorMetadataWithConstructorType.ts,0.10
compiler/decoratorMetadataWithImportDeclarationNameCollision.ts,0.10
compiler/decoratorMetadataWithImportDeclarationNameCollision2.ts,0.10
compiler/decoratorMetadataWithImportDeclarationNameCollision3.ts,0.10
compiler/decoratorMetadataWithImportDeclarationNameCollision4.ts,0.10
compiler/decoratorMetadataWithImportDeclarationNameCollision5.ts,0.10
compiler/decoratorMetadataWithImportDeclarationNameCollision6.ts,0.10
compiler/decoratorMetadataWithImportDeclarationNameCollision7.ts,0.10
compiler/decoratorMetadataWithImportDeclarationNameCollision8.ts,0.10
compiler/decoratorWithNegativeLiteralTypeNoCrash.ts,3.71
compiler/decoratorWithUnderscoreMethod.ts,0.10
compiler/deduplicatePackages.ts,0.10
compiler/deeplyDependentLargeArrayMutation.ts,0.10
compiler/deeplyDependentLargeArrayMutation2.ts,0.10
compiler/defaultPropsEmptyCurlyBecomesAnyForJs.ts,0.10
compiler/deprecatedCompilerOptions1.ts,0.10
compiler/deprecatedCompilerOptions3.ts,0.10
compiler/deprecatedCompilerOptions4.ts,0.10
compiler/deprecatedCompilerOptions5.ts,0.10
compiler/discriminateWithOptionalProperty1.ts,6.32
compiler/discriminateWithOptionalProperty2.ts,2.10
compiler/discriminateWithOptionalProperty3.ts,1.21
compiler/downlevelIterationDeprecated.ts,0.11
compiler/downlevelLetConst13.ts,4.21
compiler/downlevelLetConst14.ts,4.01
compiler/downlevelLetConst15.ts,2.61
compiler/downlevelLetConst16.ts,0.10
compiler/downlevelLetConst17.ts,0.10
compiler/downlevelLetConst18.ts,0.10
compiler/downlevelLetConst19.ts,3.81
compiler/duplicateFunctionImplementationInJsFile.ts,0.10
compiler/duplicateLabel1.ts,0.10
compiler/duplicateLabel2.ts,0.10
compiler/duplicateLabel3.ts,0.10
compiler/duplicateLabel4.ts,0.10
compiler/duplicateLocalVariable1.ts,0.11
compiler/duplicateVariablesByScope.ts,0.10
compiler/elidedJSImport1.ts,0.10
compiler/elidedJSImport2.ts,0.10
compiler/emitAccessExpressionOfCastedObjectLiteralExpressionInArrowFunctionES5.ts,2.60
compiler/emitBOM.ts,0.10
compiler/emitDecoratorMetadataBigIntFallback.ts,7.81
compiler/emitDecoratorMetadata_object.ts,2.80
compiler/emitDecoratorMetadata_restArgs.ts,3.31
compiler/emitEndOfFileJSDocComments.ts,0.10
compiler/emitEndOfFileJSDocComments2.ts,0.10
compiler/emitHelpersWithLocalCollisions.ts,30.09
compiler/emitOutputPathWithCaseFoldingRootDir.ts,0.10
compiler/emitThisInObjectLiteralGetter.ts,3.70
compiler/emptyAnonymousObjectNarrowing.ts,5.81
compiler/emptyFile-declaration.ts,4.21
compiler/emptyFile-souremap.ts,2.71
compiler/ensureNoCrashExportAssignmentDefineProperrtyPotentialMerge.ts,0.10
compiler/erasableSyntaxOnly.ts,0.10
compiler/erasableSyntaxOnly2.ts,0.11
compiler/erasableSyntaxOnlyDeclaration.ts,0.10
compiler/erasableSyntaxOnlyJS.ts,0.10
compiler/es2017basicAsync.ts,0.10
compiler/es5-asyncFunction.ts,0.20
compiler/es5-asyncFunctionArrayLiterals.ts,0.10
compiler/es5-asyncFunctionBinaryExpressions.ts,0.10
compiler/es5-asyncFunctionCallExpressions.ts,0.10
compiler/es5-asyncFunctionConditionals.ts,0.10
compiler/es5-asyncFunctionDoStatements.ts,0.10
compiler/es5-asyncFunctionElementAccess.ts,0.10
compiler/es5-asyncFunctionForInStatements.ts,0.10
compiler/es5-asyncFunctionForOfStatements.ts,0.10
compiler/es5-asyncFunctionForStatements.ts,0.10
compiler/es5-asyncFunctionHoisting.ts,0.10
compiler/es5-asyncFunctionIfStatements.ts,0.10
compiler/es5-asyncFunctionLongObjectLiteral.ts,0.20
compiler/es5-asyncFunctionNestedLoops.ts,0.10
compiler/es5-asyncFunctionNewExpressions.ts,0.10
compiler/es5-asyncFunctionObjectLiterals.ts,0.10
compiler/es5-asyncFunctionPropertyAccess.ts,0.10
compiler/es5-asyncFunctionReturnStatements.ts,0.10
compiler/es5-asyncFunctionSwitchStatements.ts,0.10
compiler/es5-asyncFunctionTryStatements.ts,0.10
compiler/es5-asyncFunctionWhileStatements.ts,0.10
compiler/es5-asyncFunctionWithStatements.ts,0.10
compiler/es5-commonjs.ts,3.91
compiler/es5-commonjs2.ts,3.61
compiler/es5-commonjs5.ts,2.80
compiler/es5-commonjs6.ts,4.11
compiler/es5-commonjs7.ts,3.61
compiler/es5-commonjs8.ts,2.71
compiler/es5-importHelpersAsyncFunctions.ts,0.20
compiler/es5-yieldFunctionObjectLiterals.ts,0.10
compiler/es5ExportDefaultClassDeclaration.ts,4.01
compiler/es5ExportDefaultClassDeclaration2.ts,2.90
compiler/es5ExportDefaultClassDeclaration4.ts,2.60
compiler/es5ExportDefaultExpression.ts,2.81
compiler/es5ExportDefaultFunctionDeclaration.ts,3.60
compiler/es5ExportDefaultFunctionDeclaration2.ts,4.11
compiler/es5ExportDefaultFunctionDeclaration3.ts,2.91
compiler/es5ExportDefaultFunctionDeclaration4.ts,4.21
compiler/es5ExportDefaultIdentifier.ts,2.91
compiler/es5ModuleWithModuleGenCommonjs.ts,2.60
compiler/es5ModuleWithoutModuleGenTarget.ts,4.11
compiler/es5SetterparameterDestructuringNotElided.ts,2.91
compiler/es5andes6module.ts,3.91
compiler/es6ClassSuperCodegenBug.ts,0.10
compiler/es6ExportAllInEs5.ts,3.41
compiler/es6ExportClauseInEs5.ts,2.80
compiler/es6ExportClauseWithAssignmentInEs5.ts,4.01
compiler/es6ExportClauseWithoutModuleSpecifierInEs5.ts,3.50
compiler/es6ImportDefaultBindingDts.ts,3.01
